Time - Plot 0,Amplitude - Plot 0
1070345:28:55.779355,-11.6425
1070345:28:55.787322,-11.6426
1070345:28:55.797318,-11.6429
1070345:28:55.854587,-11.6423
1070345:28:55.863479,-11.6425
1070345:28:55.872565,-11.643
1070345:28:55.881262,-11.6434
1070345:28:55.890095,-11.6432
1070345:28:55.899297,-11.6434
1070345:28:55.956053,-11.6425
1070345:28:55.964723,-11.6431
1070345:28:55.973512,-11.6431
1070345:28:55.981683,-11.6433
1070345:28:55.990586,-11.6431
1070345:28:56.047749,-11.6434
1070345:28:56.056003,-11.6431
1070345:28:56.065589,-11.6434
1070345:28:56.073551,-11.6432
1070345:28:56.082821,-11.643
1070345:28:56.091260,-11.6426
1070345:28:56.148388,-11.6425
1070345:28:56.157142,-11.6433
1070345:28:56.165741,-11.6428
1070345:28:56.174710,-11.6425
1070345:28:56.183923,-11.6424
1070345:28:56.192548,-11.6427
1070345:28:56.200970,-11.6426
1070345:28:56.258700,-11.6426
1070345:28:56.267887,-11.6423
1070345:28:56.276530,-11.6426
1070345:28:56.284534,-11.6425
1070345:28:56.293668,-11.6424
1070345:28:56.302698,-11.6424
1070345:28:56.359462,-11.6428
1070345:28:56.368486,-11.6425
1070345:28:56.377258,-11.6428
1070345:28:56.386010,-11.6427
1070345:28:56.394455,-11.6427
1070345:28:56.403297,-11.6428
1070345:28:56.460424,-11.6427
1070345:28:56.469450,-11.643
1070345:28:56.477761,-11.6427
1070345:28:56.486843,-11.6427
1070345:28:56.494978,-11.6427
1070345:28:56.504532,-11.6428
1070345:28:56.561409,-11.6428
1070345:28:56.570574,-11.6427
1070345:28:56.579760,-11.6427
1070345:28:56.587941,-11.6428
1070345:28:56.595983,-11.6431
1070345:28:56.604615,-11.643
1070345:28:56.614592,-11.643
1070345:28:56.671720,-11.6428
1070345:28:56.680915,-11.643
1070345:28:56.688951,-11.6429
1070345:28:56.697693,-11.6437
1070345:28:56.705703,-11.4461
1070345:28:56.715598,-11.6433
1070345:28:56.773433,-11.6435
1070345:28:56.782495,-11.6434
1070345:28:56.791531,-11.6436
1070345:28:56.800159,-11.6432
1070345:28:56.808515,-11.6433
1070345:28:56.817716,-11.6431
1070345:28:56.874602,-11.6436
1070345:28:56.883447,-11.6431
1070345:28:56.892263,-11.643
1070345:28:56.900908,-11.6427
1070345:28:56.909637,-11.6431
1070345:28:56.919069,-11.2728
1070345:28:56.975641,-11.6432
1070345:28:56.984804,-11.6429
1070345:28:56.992843,-11.643
1070345:28:57.002034,-11.643
1070345:28:57.010709,-11.6428
1070345:28:57.019904,-11.6431
1070345:28:57.077211,-11.6427
1070345:28:57.086402,-11.6427
1070345:28:57.094557,-11.6426
1070345:28:57.103503,-11.6429
1070345:28:57.111912,-11.6428
1070345:28:57.121464,-11.6426
1070345:28:57.178491,-11.6427
1070345:28:57.187690,-11.6428
1070345:28:57.196567,-11.6425
1070345:28:57.204811,-11.6426
1070345:28:57.212956,-11.6428
1070345:28:57.271465,-11.6429
1070345:28:57.280142,-11.6424
1070345:28:57.289505,-11.6428
1070345:28:57.297127,-11.6429
1070345:28:57.306511,-11.6428
1070345:28:57.315023,-11.6434
1070345:28:57.372225,-11.6437
1070345:28:57.380466,-11.4549
1070345:28:57.389820,-11.6436
1070345:28:57.398046,-11.6435
1070345:28:57.407400,-11.6133
1070345:28:57.415497,-11.4857
1070345:28:57.473321,-11.6435
1070345:28:57.482369,-11.6434
1070345:28:57.490407,-11.6433
1070345:28:57.499552,-11.6433
1070345:28:57.508687,-11.6428
1070345:28:57.517334,-11.6427
1070345:28:57.574704,-11.6426
1070345:28:57.583442,-11.6434
1070345:28:57.591780,-11.6429
1070345:28:57.600799,-11.643
1070345:28:57.610110,-11.643
1070345:28:57.618634,-10.8987
1070345:28:57.675470,-7.79081
1070345:28:57.683587,-8.45814
1070345:28:57.692971,-9.63218
1070345:28:57.701978,-10.1316
1070345:28:57.710460,-11.3708
1070345:28:57.718601,-11.5011
1070345:28:57.776501,-11.6425
1070345:28:57.784595,-11.6425
1070345:28:57.793737,-11.6426
1070345:28:57.802930,-11.6427
1070345:28:57.811971,-11.6427
1070345:28:57.820282,-11.6429
1070345:28:57.829148,-11.6426
1070345:28:57.886363,-11.6427
1070345:28:57.894468,-11.6425
1070345:28:57.903543,-11.6426
1070345:28:57.912552,-11.6431
1070345:28:57.920574,-11.6428
1070345:28:57.929622,-11.6431
1070345:28:57.986557,-11.6431
1070345:28:57.994429,-11.6429
1070345:28:58.003726,-11.643
1070345:28:58.012735,-9.18782
1070345:28:58.021721,-4.15837
1070345:28:58.030330,-2.78541
1070345:28:58.087437,-1.81426
1070345:28:58.095981,-2.25471
1070345:28:58.104691,-4.56021
1070345:28:58.113041,-9.90603
1070345:28:58.122383,-11.6426
1070345:28:58.130418,-11.6433
1070345:28:58.188626,-11.6432
1070345:28:58.197670,-11.6428
1070345:28:58.206189,-11.6427
1070345:28:58.214478,-11.6433
1070345:28:58.223613,-11.6431
1070345:28:58.232700,-11.6432
1070345:28:58.289673,-11.6425
1070345:28:58.298044,-11.6425
1070345:28:58.306302,-11.6431
1070345:28:58.315447,-11.643
1070345:28:58.324441,-11.6435
1070345:28:58.333186,-11.6435
1070345:28:58.390553,-11.6429
1070345:28:58.398448,-11.6433
1070345:28:58.407504,-11.643
1070345:28:58.416474,-11.6435
1070345:28:58.424443,-9.90232
1070345:28:58.433547,-7.95749
1070345:28:58.490631,-4.01273
1070345:28:58.499675,-3.53955
1070345:28:58.507713,-3.52988
1070345:28:58.516427,-4.78741
1070345:28:58.525411,-7.10766
1070345:28:58.534568,-7.16109
1070345:28:58.591889,-11.6433
1070345:28:58.600686,-11.6431
1070345:28:58.609154,-11.6429
1070345:28:58.617130,-11.6424
1070345:28:58.626402,-11.6426
1070345:28:58.635542,-11.6427
1070345:28:58.692627,-11.6429
1070345:28:58.701642,-11.6424
1070345:28:58.709661,-11.6425
1070345:28:58.718726,-11.6425
1070345:28:58.727769,-11.6425
1070345:28:58.736530,-11.6426
1070345:28:58.793575,-11.6427
1070345:28:58.801683,-11.6427
1070345:28:58.810699,-11.6427
1070345:28:58.819623,-11.6425
1070345:28:58.828805,-11.6425
1070345:28:58.837630,-11.6425
1070345:28:58.894031,-4.49646
1070345:28:58.902027,-6.08007
1070345:28:58.911006,-6.0523
1070345:28:58.920039,-4.7643
1070345:28:58.929178,-2.17278
1070345:28:58.937802,-1.80193
1070345:28:58.994721,-7.81299
1070345:28:59.003583,-5.18991
1070345:28:59.011827,-7.4924
1070345:28:59.020955,-10.6621
1070345:28:59.030010,-11.6431
1070345:28:59.038788,-11.6429
1070345:28:59.095240,-11.6426
1070345:28:59.103588,-11.6427
1070345:28:59.111635,-11.6426
1070345:28:59.120891,-11.6429
1070345:28:59.129910,-11.6428
1070345:28:59.138869,-11.6428
1070345:28:59.196169,-11.6428
1070345:28:59.204781,-11.6426
1070345:28:59.213361,-11.6431
1070345:28:59.222380,-11.6428
1070345:28:59.231421,-11.6431
1070345:28:59.240554,-11.643
1070345:28:59.297821,-11.6429
1070345:28:59.306510,-11.6431
1070345:28:59.315131,-11.643
1070345:28:59.323576,-11.6432
1070345:28:59.332196,-9.82842
1070345:28:59.341366,-9.8385
1070345:28:59.398776,-1.89767
1070345:28:59.407349,-3.77213
1070345:28:59.415328,-1.79686
1070345:28:59.424070,-4.39522
1070345:28:59.433046,-7.88593
1070345:28:59.442153,-3.59359
1070345:28:59.451785,-6.94274
1070345:28:59.508751,-11.6435
1070345:28:59.516915,-11.6433
1070345:28:59.526118,-11.6432
1070345:28:59.534365,-11.6429
1070345:28:59.543400,-11.6427
1070345:28:59.600813,-11.6435
1070345:28:59.608781,-11.6434
1070345:28:59.618044,-11.6429
1070345:28:59.626721,-11.6427
1070345:28:59.635439,-11.6429
1070345:28:59.644842,-11.6422
1070345:28:59.702205,-11.643
1070345:28:59.710655,-11.6431
1070345:28:59.719270,-11.6427
1070345:28:59.728285,-11.6427
1070345:28:59.736532,-11.6427
1070345:28:59.745918,-11.6427
1070345:28:59.803185,-6.13584
1070345:28:59.811779,-2.2025
1070345:28:59.820690,-4.95413
1070345:28:59.829349,-3.95296
1070345:28:59.838028,-2.80331
1070345:28:59.847253,-2.35508
1070345:28:59.904466,-6.42789
1070345:28:59.913119,-10.2036
1070345:28:59.921478,-6.5711
1070345:28:59.930446,-10.5683
1070345:28:59.939406,-11.6429
1070345:28:59.948412,-11.6432
1070345:29:00.005697,-11.6429
1070345:29:00.013567,-11.6426
1070345:29:00.022563,-11.643
1070345:29:00.031813,-11.6427
1070345:29:00.040542,-11.6429
1070345:29:00.048661,-11.6429
1070345:29:00.106053,-11.6431
1070345:29:00.114407,-11.643
1070345:29:00.122858,-11.643
1070345:29:00.131934,-11.643
1070345:29:00.140689,-11.6428
1070345:29:00.149286,-11.6432
1070345:29:00.159168,-11.6434
1070345:29:00.215565,-11.643
1070345:29:00.223601,-11.6431
1070345:29:00.231948,-11.6435
1070345:29:00.241541,-11.6439
1070345:29:00.250736,-9.83149
1070345:29:00.259985,-5.4293
1070345:29:00.318238,-2.92626
1070345:29:00.326735,-2.58115
1070345:29:00.335871,-3.25978
1070345:29:00.343911,-4.4435
1070345:29:00.353014,-8.00374
1070345:29:00.363269,-10.3967
1070345:29:00.419579,-11.6432
1070345:29:00.428423,-11.6431
1070345:29:00.436892,-11.6429
1070345:29:00.445983,-11.6431
1070345:29:00.455127,-11.6432
1070345:29:00.464128,-11.643
1070345:29:00.521278,-11.6429
1070345:29:00.529813,-11.6431
1070345:29:00.538643,-11.6431
1070345:29:00.547354,-11.6427
1070345:29:00.556735,-11.6429
1070345:29:00.565654,-11.643
1070345:29:00.623579,-11.6428
1070345:29:00.631823,-11.6428
1070345:29:00.640625,-11.6433
1070345:29:00.649691,-11.644
1070345:29:00.658898,-9.98761
1070345:29:00.667257,-5.72234
1070345:29:00.724712,-2.39325
1070345:29:00.733553,-2.41688
1070345:29:00.742671,-2.95104
1070345:29:00.751072,-3.71291
1070345:29:00.760446,-6.11325
1070345:29:00.769927,-10.1007
1070345:29:00.826602,-11.6436
1070345:29:00.834963,-11.6431
1070345:29:00.843094,-11.6431
1070345:29:00.851841,-11.6431
1070345:29:00.860846,-11.6428
1070345:29:00.870079,-11.6427
1070345:29:00.927738,-11.643
1070345:29:00.936322,-11.643
1070345:29:00.944760,-11.6429
1070345:29:00.953490,-11.6429
1070345:29:00.961727,-11.6432
1070345:29:01.019892,-11.643
1070345:29:01.028630,-11.6433
1070345:29:01.037226,-10.5905
1070345:29:01.045878,-8.42448
1070345:29:01.054467,-5.44012
1070345:29:01.063268,-4.54598
1070345:29:01.120918,-3.44614
1070345:29:01.129429,-5.13683
1070345:29:01.137954,-8.11569
1070345:29:01.146957,-11.1091
1070345:29:01.154593,-11.6428
1070345:29:01.163650,-11.6429
1070345:29:01.221721,-11.6428
1070345:29:01.230575,-11.6429
1070345:29:01.239690,-11.6428
1070345:29:01.248393,-11.6428
1070345:29:01.256927,-11.6426
1070345:29:01.265938,-11.6425
1070345:29:01.276064,-11.6437
1070345:29:01.332686,-11.6427
1070345:29:01.341319,-11.6432
1070345:29:01.350028,-11.6436
1070345:29:01.358462,-11.6434
1070345:29:01.367465,-11.6437
1070345:29:01.376678,-11.6439
1070345:29:01.433556,-2.5336
1070345:29:01.442310,-2.20041
1070345:29:01.450732,-2.65453
1070345:29:01.459706,-3.11753
1070345:29:01.467510,-3.08746
1070345:29:01.477154,-6.04302
1070345:29:01.533638,-11.6437
1070345:29:01.542882,-11.6438
1070345:29:01.551416,-11.6434
1070345:29:01.560151,-11.6436
1070345:29:01.567720,-11.643
1070345:29:01.577102,-11.6427
1070345:29:01.634576,-11.6433
1070345:29:01.642724,-11.6431
1070345:29:01.651452,-11.6434
1070345:29:01.660075,-11.6432
1070345:29:01.668658,-11.643
1070345:29:01.677986,-11.643
1070345:29:01.734812,-11.6436
1070345:29:01.743876,-9.6068
1070345:29:01.752965,-4.95829
1070345:29:01.761614,-4.37808
1070345:29:01.770577,-3.78423
1070345:29:01.779774,-2.96418
1070345:29:01.836752,-8.45799
1070345:29:01.845397,-11.6431
1070345:29:01.854284,-11.643
1070345:29:01.863004,-11.643
1070345:29:01.871577,-11.6428
1070345:29:01.880585,-11.643
1070345:29:01.938003,-11.643
1070345:29:01.946659,-11.6427
1070345:29:01.955331,-11.643
1070345:29:01.963595,-11.6431
1070345:29:01.972117,-11.6432
1070345:29:01.981376,-11.6433
1070345:29:02.038589,-11.643
1070345:29:02.047176,-11.643
1070345:29:02.055776,-11.643
1070345:29:02.063901,-11.6433
1070345:29:02.073322,-11.6434
1070345:29:02.082112,-11.6432
1070345:29:02.139111,-2.49739
1070345:29:02.148124,-1.60659
1070345:29:02.156457,-1.53486
1070345:29:02.164866,-3.27113
1070345:29:02.173617,-4.15527
1070345:29:02.182408,-5.27679
1070345:29:02.240109,-11.6427
1070345:29:02.249177,-11.6432
1070345:29:02.257277,-11.6427
1070345:29:02.265725,-11.6431
1070345:29:02.274737,-11.643
1070345:29:02.283458,-11.6428
1070345:29:02.340887,-11.6427
1070345:29:02.349527,-11.6432
1070345:29:02.358192,-11.6428
1070345:29:02.366151,-11.6433
1070345:29:02.374743,-11.6436
1070345:29:02.383427,-11.6436
1070345:29:02.442194,-7.87431
1070345:29:02.450918,-5.38187
1070345:29:02.459847,-3.31153
1070345:29:02.467873,-3.75506
1070345:29:02.477057,-2.11181
1070345:29:02.485461,-1.99216
1070345:29:02.542326,-11.6434
1070345:29:02.551330,-11.6438
1070345:29:02.559293,-11.6439
1070345:29:02.568322,-11.6435
1070345:29:02.576924,-11.644
1070345:29:02.585515,-11.6433
1070345:29:02.642887,-11.6434
1070345:29:02.651981,-11.6432
1070345:29:02.660062,-11.6437
1070345:29:02.668868,-11.6426
1070345:29:02.678252,-11.643
1070345:29:02.686483,-11.6432
1070345:29:02.744041,-11.6437
1070345:29:02.753102,-11.541
1070345:29:02.762170,-9.06058
1070345:29:02.770350,-7.90387
1070345:29:02.779813,-5.64966
1070345:29:02.788480,-3.22123
1070345:29:02.845537,-9.97154
1070345:29:02.854636,-11.6437
1070345:29:02.862632,-11.6433
1070345:29:02.871667,-11.643
1070345:29:02.879717,-11.6426
1070345:29:02.888674,-11.6428
1070345:29:02.945941,-11.6428
1070345:29:02.954643,-11.6429
1070345:29:02.963633,-11.6432
1070345:29:02.972666,-11.6428
1070345:29:02.980709,-11.6426
1070345:29:02.989902,-11.643
1070345:29:03.047295,-11.6427
1070345:29:03.056460,-11.6428
1070345:29:03.064456,-11.6429
1070345:29:03.073610,-11.6433
1070345:29:03.081723,-11.6435
1070345:29:03.090679,-8.51899
1070345:29:03.147704,-2.8828
1070345:29:03.155656,-5.37638
1070345:29:03.165288,-8.07074
1070345:29:03.173655,-9.55401
1070345:29:03.182476,-10.9238
1070345:29:03.191161,-11.6431
1070345:29:03.248183,-11.643
1070345:29:03.256736,-11.6428
1070345:29:03.265493,-11.6431
1070345:29:03.274771,-11.6431
1070345:29:03.283566,-11.6427
1070345:29:03.292454,-11.643
1070345:29:03.349994,-11.6429
1070345:29:03.358114,-11.643
1070345:29:03.367597,-11.6436
1070345:29:03.376245,-11.6438
1070345:29:03.384902,-11.6436
1070345:29:03.392952,-11.6438
1070345:29:03.450520,-1.82956
1070345:29:03.459178,-2.38425
1070345:29:03.468111,-1.89272
1070345:29:03.476975,-2.53072
1070345:29:03.485431,-4.04799
1070345:29:03.494579,-6.86038
1070345:29:03.551609,-11.6433
1070345:29:03.560310,-11.6437
1070345:29:03.569574,-11.6436
1070345:29:03.577561,-11.643
1070345:29:03.586726,-11.643
1070345:29:03.594666,-11.6429
1070345:29:03.604693,-11.643
1070345:29:03.661467,-11.6428
1070345:29:03.670049,-11.6429
1070345:29:03.679265,-11.643
1070345:29:03.687825,-11.6429
1070345:29:03.696652,-11.643
1070345:29:03.706472,-11.6433
1070345:29:03.762944,-5.16115
1070345:29:03.771111,-3.59906
1070345:29:03.780147,-2.67035
1070345:29:03.789215,-1.99763
1070345:29:03.798091,-1.83689
1070345:29:03.855681,-2.10589
1070345:29:03.864606,-11.643
1070345:29:03.872405,-11.6428
1070345:29:03.881595,-11.6431
1070345:29:03.890625,-11.643
1070345:29:03.899835,-11.6428
1070345:29:03.957150,-11.6428
1070345:29:03.966047,-11.6428
1070345:29:03.974861,-11.6431
1070345:29:03.983058,-11.6431
1070345:29:03.992105,-11.6427
1070345:29:04.001123,-11.6434
1070345:29:04.058311,-11.643
1070345:29:04.066542,-11.643
1070345:29:04.075114,-11.6433
1070345:29:04.084229,-11.6439
1070345:29:04.093061,-11.6437
1070345:29:04.100996,-8.85557
1070345:29:04.110771,-6.32762
1070345:29:04.167941,-6.75537
1070345:29:04.175931,-8.39703
1070345:29:04.185739,-7.1545
1070345:29:04.194650,-10.1772
1070345:29:04.202885,-11.6431
1070345:29:04.212039,-11.6427
1070345:29:04.269031,-11.6435
1070345:29:04.277591,-11.6437
1070345:29:04.286317,-11.6433
1070345:29:04.295630,-11.6427
1070345:29:04.303907,-11.6428
1070345:29:04.313157,-11.643
1070345:29:04.370077,-11.643
1070345:29:04.378811,-11.6428
1070345:29:04.386399,-11.6431
1070345:29:04.396454,-11.6428
1070345:29:04.404499,-11.6431
1070345:29:04.413633,-11.6431
1070345:29:04.471076,-7.08677
1070345:29:04.479667,-3.73692
1070345:29:04.488171,-2.50024
1070345:29:04.497253,-2.26333
1070345:29:04.506106,-2.26014
1070345:29:04.515225,-2.42392
1070345:29:04.572243,-11.643
1070345:29:04.581203,-11.6431
1070345:29:04.589270,-11.643
1070345:29:04.598668,-11.6427
1070345:29:04.607434,-11.643
1070345:29:04.616445,-11.643
1070345:29:04.673499,-11.643
1070345:29:04.682507,-11.6432
1070345:29:04.691103,-11.6432
1070345:29:04.700112,-11.6429
1070345:29:04.708450,-11.6429
1070345:29:04.716552,-11.643
1070345:29:04.773350,-11.643
1070345:29:04.782494,-11.6429
1070345:29:04.791831,-11.6428
1070345:29:04.800912,-11.6134
1070345:29:04.809465,-9.66794
1070345:29:04.818264,-4.96055
1070345:29:04.875387,-2.23149
1070345:29:04.883583,-3.62361
1070345:29:04.892610,-4.48422
1070345:29:04.901646,-7.07754
1070345:29:04.909665,-8.96747
1070345:29:04.918640,-11.035
1070345:29:04.976422,-11.6428
1070345:29:04.984737,-11.6434
1070345:29:04.993576,-11.6433
1070345:29:05.001721,-11.6433
1070345:29:05.010728,-11.6434
1070345:29:05.019705,-11.6439
1070345:29:05.076510,-11.6436
1070345:29:05.084641,-11.6437
1070345:29:05.092721,-11.6435
1070345:29:05.101967,-11.6434
1070345:29:05.110973,-11.6437
1070345:29:05.119554,-11.6435
1070345:29:05.175641,-10.9905
1070345:29:05.184457,-8.05518
1070345:29:05.193153,-6.28489
1070345:29:05.202169,-5.33273
1070345:29:05.211192,-2.1141
1070345:29:05.219748,-2.13035
1070345:29:05.278072,-8.09308
1070345:29:05.286815,-9.14192
1070345:29:05.295403,-10.6426
1070345:29:05.303484,-11.6431
1070345:29:05.313239,-11.6431
1070345:29:05.321458,-11.6432
1070345:29:05.377794,-11.6431
1070345:29:05.386770,-11.6427
1070345:29:05.394748,-11.6431
1070345:29:05.403726,-11.6431
1070345:29:05.411703,-11.6429
1070345:29:05.421681,-11.6427
1070345:29:05.479268,-11.6429
1070345:29:05.487637,-11.6427
1070345:29:05.496553,-11.6429
1070345:29:05.504180,-11.6432
1070345:29:05.513695,-11.643
1070345:29:05.521954,-11.6431
1070345:29:05.579920,-4.33303
1070345:29:05.587987,-2.86436
1070345:29:05.596962,-2.60132
1070345:29:05.605942,-2.0611
1070345:29:05.613724,-2.73409
1070345:29:05.622771,-3.41504
1070345:29:05.679689,-11.6428
1070345:29:05.688676,-11.6431
1070345:29:05.697722,-11.643
1070345:29:05.705617,-11.6429
1070345:29:05.714630,-11.6428
1070345:29:05.723212,-11.643
1070345:29:05.781367,-11.6428
1070345:29:05.789244,-11.643
1070345:29:05.798470,-11.6428
1070345:29:05.806658,-11.6429
1070345:29:05.815930,-11.643
1070345:29:05.824578,-11.6431
1070345:29:05.882595,-11.6427
1070345:29:05.891056,-11.6433
1070345:29:05.899361,-11.643
1070345:29:05.908459,-11.643
1070345:29:05.916727,-11.6432
1070345:29:05.925721,-8.67086
1070345:29:05.935738,-5.55242
1070345:29:05.992851,-4.22431
1070345:29:06.001449,-4.97181
1070345:29:06.009959,-5.78586
1070345:29:06.018740,-7.83287
1070345:29:06.028026,-11.6442
1070345:29:06.084785,-11.6427
1070345:29:06.093646,-11.6435
1070345:29:06.102397,-11.6434
1070345:29:06.111148,-11.6433
1070345:29:06.119433,-11.6436
1070345:29:06.128634,-11.6434
1070345:29:06.138619,-11.6428
1070345:29:06.195078,-11.6438
1070345:29:06.203605,-11.6433
1070345:29:06.211811,-11.6431
1070345:29:06.220779,-11.6432
1070345:29:06.229375,-11.6428
1070345:29:06.238512,-11.6432
1070345:29:06.295826,-8.49595
1070345:29:06.304494,-4.12765
1070345:29:06.312850,-3.62928
1070345:29:06.321889,-2.66839
1070345:29:06.330972,-3.47543
1070345:29:06.389113,-7.8651
1070345:29:06.397854,-11.6432
1070345:29:06.406497,-11.643
1070345:29:06.415470,-11.6426
1070345:29:06.423619,-11.6431
1070345:29:06.432590,-11.6429
1070345:29:06.490109,-11.643
1070345:29:06.498765,-11.6432
1070345:29:06.507505,-11.643
1070345:29:06.516149,-11.6428
1070345:29:06.524722,-11.6431
1070345:29:06.533458,-11.6429
1070345:29:06.590957,-11.6431
1070345:29:06.599658,-11.643
1070345:29:06.607603,-11.6432
1070345:29:06.616815,-11.6431
1070345:29:06.625841,-9.86449
1070345:29:06.633704,-8.71669
1070345:29:06.692005,-10.7272
1070345:29:06.701146,-6.39086
1070345:29:06.709394,-11.3322
1070345:29:06.718448,-11.6434
1070345:29:06.726651,-10.002
1070345:29:06.735616,-11.6435
1070345:29:06.793613,-11.6435
1070345:29:06.802642,-11.6434
1070345:29:06.810683,-11.6437
1070345:29:06.819884,-11.6434
1070345:29:06.827927,-11.6436
1070345:29:06.836937,-11.6432
1070345:29:06.894771,-11.6429
1070345:29:06.904501,-11.6431
1070345:29:06.912745,-11.6429
1070345:29:06.921840,-11.6431
1070345:29:06.929743,-11.643
1070345:29:06.938777,-11.643
1070345:29:06.948426,-11.6428
1070345:29:07.005605,-6.52163
1070345:29:07.013637,-6.49215
1070345:29:07.022908,-4.4107
1070345:29:07.032104,-2.44278
1070345:29:07.040106,-1.75659
1070345:29:07.096952,-1.86952
1070345:29:07.106618,-10.5995
1070345:29:07.115853,-11.6435
1070345:29:07.123943,-11.6431
1070345:29:07.133053,-11.6431
1070345:29:07.141816,-11.6433
1070345:29:07.150751,-11.6431
1070345:29:07.207899,-11.6429
1070345:29:07.216601,-11.643
1070345:29:07.225247,-11.6428
1070345:29:07.233698,-11.6427
1070345:29:07.241935,-11.6429
1070345:29:07.249912,-11.6427
1070345:29:07.308959,-11.6429
1070345:29:07.317101,-11.6433
1070345:29:07.325397,-11.6432
1070345:29:07.334610,-11.6435
1070345:29:07.342589,-11.6433
1070345:29:07.351510,-11.6433
1070345:29:07.409351,-11.6431
1070345:29:07.418361,-11.6432
1070345:29:07.426531,-11.6428
1070345:29:07.435506,-11.6439
1070345:29:07.443569,-11.6439
1070345:29:07.452617,-11.6434
1070345:29:07.511034,-11.6429
1070345:29:07.519651,-11.6435
1070345:29:07.528434,-11.6434
1070345:29:07.537210,-11.6436
1070345:29:07.545759,-11.6432
1070345:29:07.553722,-11.6431
1070345:29:07.611047,-4.73007
1070345:29:07.620083,-3.80776
1070345:29:07.628289,-1.99063
1070345:29:07.637301,-1.82436
1070345:29:07.645526,-1.7829
1070345:29:07.654702,-2.66203
1070345:29:07.711843,-11.6435
1070345:29:07.720852,-11.6437
1070345:29:07.729130,-11.6431
1070345:29:07.738205,-11.6429
1070345:29:07.746253,-11.6429
1070345:29:07.755527,-11.6432
1070345:29:07.813311,-11.6432
1070345:29:07.822436,-11.6428
1070345:29:07.831142,-11.6433
1070345:29:07.839154,-11.6427
1070345:29:07.848302,-11.6432
1070345:29:07.856894,-11.643
1070345:29:07.913662,-11.643
1070345:29:07.922849,-11.6434
1070345:29:07.930851,-11.643
1070345:29:07.940179,-11.6431
1070345:29:07.948184,-10.2867
1070345:29:07.957244,-7.18031
1070345:29:08.014698,-1.95317
1070345:29:08.023670,-2.10593
1070345:29:08.032362,-4.22571
1070345:29:08.040850,-4.73674
1070345:29:08.049850,-6.48335
1070345:29:08.058264,-10.4185
1070345:29:08.115294,-11.6428
1070345:29:08.123661,-11.6433
1070345:29:08.132413,-11.6427
1070345:29:08.141450,-11.643
1070345:29:08.150365,-11.6429
1070345:29:08.159208,-11.6427
1070345:29:08.216001,-11.6431
1070345:29:08.224739,-11.6434
1070345:29:08.232889,-11.6431
1070345:29:08.241561,-11.6429
1070345:29:08.250772,-11.6429
