Time - Plot 0,Amplitude - Plot 0
20:17.918834,-2.41219
20:17.928324,-2.50102
20:17.937928,-2.79531
20:17.948127,-2.74286
20:18.005927,-3.51195
20:18.014973,-4.13626
20:18.025407,-4.59436
20:18.034512,-4.3082
20:18.044755,-4.34911
20:18.054316,-4.41876
20:18.112308,-5.66275
20:18.121323,-6.5952
20:18.131522,-6.93597
20:18.140543,-7.12343
20:18.150529,-6.817
20:18.209009,-8.95217
20:18.217956,-8.91529
20:18.227850,-8.91481
20:18.236788,-8.95299
20:18.246862,-9.10906
20:18.257098,-9.02204
20:18.315216,-9.76549
20:18.324277,-10.1289
20:18.333498,-10.1302
20:18.342247,-10.0606
20:18.352114,-10.0666
20:18.410834,-10.1787
20:18.419887,-10.0972
20:18.429710,-10.0834
20:18.438936,-10.119
20:18.448054,-10.0935
20:18.459251,-10.1427
20:18.516613,-9.51719
20:18.525745,-9.56251
20:18.535586,-9.91942
20:18.544733,-9.82915
20:18.554892,-9.51849
20:18.611171,-8.88124
20:18.622266,-9.07083
20:18.632246,-9.05121
20:18.641215,-8.46008
20:18.651306,-8.87072
20:18.661310,-8.58685
20:18.719305,-6.70714
20:18.728480,-6.48409
20:18.737800,-6.1554
20:18.746857,-5.55218
20:18.755995,-5.57001
20:18.814294,-3.28643
20:18.824200,-2.88303
20:18.834074,-2.55366
20:18.843314,-2.53997
20:18.852138,-2.48771
20:18.862458,-2.31774
20:18.918646,-2.67461
20:18.929576,-2.84546
20:18.939633,-2.88978
20:18.949039,-3.38747
20:18.958044,-4.02374
20:19.014959,-7.54843
20:19.026119,-7.69024
20:19.036284,-7.78326
20:19.045467,-8.72394
20:19.055282,-9.75867
20:19.064462,-9.92683
20:19.121801,-10.2817
20:19.132068,-10.12
20:19.140900,-9.58874
20:19.150748,-9.2648
20:19.159990,-9.23981
20:19.217096,-6.61178
20:19.228118,-6.16833
20:19.237101,-4.80856
20:19.247071,-4.51134
20:19.256467,-4.22642
20:19.265900,-3.67846
20:19.323355,-1.99066
20:19.333821,-2.09529
20:19.343903,-2.28659
20:19.353182,-2.28323
20:19.362062,-2.37832
20:19.372092,-2.62021
20:19.429210,-6.61915
20:19.440036,-6.15419
20:19.449761,-6.06492
20:19.458974,-7.42857
20:19.468318,-8.87286
20:19.524948,-10.2067
20:19.535144,-10.1856
20:19.545185,-10.1692
20:19.554114,-10.0333
20:19.564073,-9.83134
20:19.573890,-9.7219
20:19.630949,-7.41213
20:19.642166,-7.05099
20:19.651278,-6.39234
20:19.661190,-5.66854
20:19.670242,-5.07638
20:19.728017,-2.92451
20:19.738021,-2.30932
20:19.748046,-2.33723
20:19.756644,-2.29616
20:19.765899,-2.2942
20:19.776085,-2.37282
20:19.833277,-4.83179
20:19.844209,-4.93467
20:19.854182,-5.27745
20:19.863158,-5.5994
20:19.872318,-6.97266
20:19.929715,-9.82553
20:19.940002,-9.77268
20:19.950055,-9.93173
20:19.959175,-10.1231
20:19.968601,-9.97048
20:19.978169,-10.032
20:20.034992,-7.74216
20:20.046148,-7.2776
20:20.055125,-6.48106
20:20.065106,-6.16091
20:20.074130,-5.48785
20:20.131158,-3.27942
20:20.141499,-2.84313
20:20.150545,-2.4907
20:20.160682,-2.35866
20:20.169718,-2.35428
20:20.228258,-2.36059
20:20.241201,-4.98332
20:20.251215,-5.0619
20:20.261204,-4.878
20:20.270003,-5.6812
20:20.280022,-7.25073
20:20.336471,-9.8072
20:20.347659,-9.84775
20:20.357407,-10.0456
20:20.366544,-10.0858
20:20.376543,-10.0482
20:20.388578,-9.81591
20:20.446133,-7.92182
20:20.455171,-7.09737
20:20.465330,-6.56807
20:20.474232,-5.43982
20:20.483840,-4.62584
20:20.541054,-2.85389
20:20.551241,-2.6674
20:20.561127,-2.37785
20:20.571143,-2.38695
20:20.581102,-2.39342
20:20.591029,-2.58784
20:20.647938,-5.14407
20:20.656744,-5.95323
20:20.667308,-6.18059
20:20.676370,-6.8342
20:20.685788,-7.5716
20:20.695954,-8.15739
20:20.754043,-10.1865
20:20.763570,-10.1638
20:20.772600,-10.088
20:20.782582,-9.84293
20:20.792711,-9.5002
20:20.849491,-6.89542
20:20.858722,-6.22602
20:20.869090,-5.30055
20:20.878240,-4.75804
20:20.887976,-4.74486
20:20.897864,-4.74457
20:20.955107,-2.16096
20:20.964274,-2.1847
20:20.974359,-2.20616
20:20.984364,-2.28209
20:20.994223,-2.56305
20:21.050743,-4.91776
20:21.062074,-5.90799
20:21.071189,-7.27349
20:21.081604,-7.27275
20:21.090311,-7.84992
20:21.100715,-8.56754
20:21.157837,-10.2765
20:21.166790,-10.2591
20:21.177075,-10.1769
20:21.186094,-10.0497
20:21.196774,-9.61224
20:21.253590,-7.13724
20:21.264403,-6.50597
20:21.273514,-5.8964
20:21.283469,-4.94927
20:21.292035,-4.15171
20:21.302232,-4.09101
20:21.359959,-2.34321
20:21.368899,-2.16172
20:21.378928,-2.24355
20:21.389054,-2.38852
20:21.398130,-2.44655
20:21.454124,-4.98672
20:21.466567,-5.86143
20:21.475656,-6.37389
20:21.484985,-6.36199
20:21.494390,-6.5685
20:21.504301,-7.03194
20:21.562216,-10.0283
20:21.572483,-9.96322
20:21.582318,-9.94067
20:21.591321,-9.81608
20:21.601225,-9.89524
20:21.657906,-8.52843
20:21.668282,-8.45689
20:21.677864,-7.6766
20:21.688129,-7.02411
20:21.696861,-6.48008
20:21.707017,-6.61153
20:21.764657,-3.65411
20:21.774046,-3.14124
20:21.783013,-3.10449
20:21.793343,-2.97013
20:21.803145,-2.74189
20:21.859084,-2.49838
20:21.870579,-2.7368
20:21.880366,-3.35182
20:21.891057,-3.6206
20:21.900231,-3.88692
20:21.957772,-4.4112
20:21.966815,-7.60206
20:21.976857,-7.95534
20:21.985989,-8.52347
20:21.995955,-8.90912
20:22.005008,-9.50534
20:22.015344,-9.83543
20:22.073797,-9.38323
20:22.082295,-9.34267
20:22.092085,-8.42611
20:22.101201,-7.50143
20:22.159088,-7.04742
20:22.169410,-4.76507
20:22.178489,-4.02882
20:22.188379,-3.09838
20:22.198138,-2.7916
20:22.206952,-2.65483
20:22.216991,-2.48142
20:22.275013,-2.75533
20:22.284147,-3.05681
20:22.293921,-3.51537
20:22.303633,-3.35088
20:22.312227,-3.66458
20:22.371109,-7.48247
20:22.380170,-8.12323
20:22.389795,-8.16401
20:22.398915,-8.39314
20:22.409945,-8.21536
20:22.420155,-9.22054
20:22.477665,-9.28022
20:22.486855,-9.32626
20:22.496843,-9.19415
20:22.506186,-8.76496
20:22.516159,-8.23166
20:22.574664,-5.00598
20:22.583781,-4.50519
20:22.593516,-4.22706
20:22.602266,-3.68775
20:22.612668,-3.26477
20:22.622912,-2.80946
20:22.680731,-2.07917
20:22.689792,-2.33596
20:22.698885,-2.54029
20:22.709112,-2.95923
20:22.718009,-3.33998
20:22.776209,-5.70843
20:22.785270,-6.80627
20:22.794991,-7.22142
20:22.804028,-7.65317
20:22.814335,-8.81208
20:22.824582,-9.06017
20:22.881623,-9.82819
20:22.891653,-9.62906
20:22.900731,-9.46363
20:22.910971,-8.90837
20:22.921003,-8.4643
20:22.978671,-5.60484
20:22.988214,-5.05981
20:22.997656,-4.28942
20:23.006589,-3.80897
20:23.016563,-3.28812
20:23.026783,-2.96101
20:23.084849,-2.30914
20:23.094205,-2.45337
20:23.103211,-2.73681
20:23.113357,-2.69377
20:23.123090,-2.58226
20:23.180945,-6.54528
20:23.190361,-7.07005
20:23.199846,-6.84026
20:23.209027,-6.94016
20:23.218850,-7.50657
20:23.229032,-8.52169
20:23.286221,-10.0826
20:23.296314,-9.90512
20:23.305325,-9.90527
20:23.314432,-9.64288
20:23.324515,-9.57616
20:23.382168,-6.48808
20:23.391178,-6.24425
20:23.401182,-5.73258
20:23.410198,-5.44164
20:23.420390,-4.17758
20:23.430509,-3.84869
20:23.488781,-2.36334
20:23.498224,-2.30729
20:23.507263,-2.40774
20:23.516956,-2.44188
20:23.526471,-2.62214
20:23.585514,-4.48151
20:23.594558,-5.2582
20:23.604579,-6.10245
20:23.614265,-6.91151
20:23.624139,-7.24943
20:23.634136,-7.77975
20:23.692138,-9.66047
20:23.701520,-9.90326
20:23.710605,-9.93886
20:23.719650,-9.75972
20:23.730019,-9.53148
20:23.786770,-7.61632
20:23.797863,-7.25667
20:23.807331,-6.09275
20:23.817364,-5.34755
20:23.826544,-5.08929
20:23.836766,-5.70179
20:23.894443,-2.67905
20:23.903246,-2.45386
20:23.913237,-2.33347
20:23.922099,-2.28193
20:23.931080,-2.11169
20:23.988297,-3.34673
20:24.000165,-3.604
20:24.009576,-4.25842
20:24.019051,-4.47766
20:24.028237,-4.81854
20:24.037793,-5.19467
20:24.094956,-8.94816
20:24.106175,-9.0638
20:24.115366,-9.09772
20:24.125267,-9.48984
20:24.134479,-9.84835
20:24.191043,-8.76415
20:24.202187,-8.68602
20:24.211226,-8.25547
20:24.220380,-7.16434
20:24.229436,-6.57888
20:24.239490,-6.03599
20:24.296818,-3.56959
20:24.307460,-3.11678
20:24.317478,-2.66428
20:24.326417,-2.56887
20:24.335612,-2.41545
20:24.393273,-2.4474
20:24.404376,-2.68729
20:24.414356,-3.11126
20:24.423771,-3.66862
20:24.433161,-3.90242
20:24.442370,-4.27924
20:24.499360,-7.26402
20:24.510583,-8.02623
20:24.520221,-8.66572
20:24.529265,-9.21689
20:24.538022,-8.97678
20:24.547991,-9.24276
20:24.605727,-9.56496
20:24.616037,-9.27222
20:24.625776,-9.15366
20:24.634813,-8.92216
20:24.644683,-8.03859
20:24.701635,-5.21035
20:24.712162,-4.80336
20:24.721113,-4.09303
20:24.731217,-3.90517
20:24.740222,-4.28783
20:24.750062,-3.37202
20:24.807644,-2.35856
20:24.816791,-2.39913
20:24.825938,-2.31258
20:24.835628,-2.45704
20:24.844612,-2.68051
20:24.854585,-2.65844
20:24.913378,-4.76812
20:24.923018,-5.93608
20:24.932292,-6.09659
20:24.941464,-6.58958
20:24.951768,-7.81959
20:25.009080,-9.87806
20:25.019865,-9.97323
20:25.028833,-9.94385
20:25.038770,-9.95832
20:25.048036,-9.91119
20:25.105463,-8.45911
20:25.115916,-8.01356
20:25.125485,-7.70515
20:25.134488,-7.15713
20:25.143487,-5.88748
20:25.202106,-5.38838
20:25.214886,-3.16937
20:25.224077,-2.7694
20:25.233989,-2.60804
20:25.243305,-2.50421
20:25.252311,-2.38187
20:25.309843,-3.05833
20:25.319504,-3.30921
20:25.329709,-3.56438
20:25.338833,-3.91253
20:25.348908,-4.26762
20:25.358990,-4.78832
20:25.415538,-8.33049
20:25.426745,-8.32109
20:25.435910,-8.57735
20:25.445622,-8.89325
20:25.454667,-9.27259
20:25.512295,-9.52452
20:25.522480,-9.50346
20:25.532238,-9.28543
20:25.541273,-9.01991
20:25.551019,-8.74031
20:25.560265,-8.01763
20:25.617450,-5.52063
20:25.627724,-5.57416
20:25.636590,-4.76248
20:25.646574,-4.43948
20:25.655581,-4.12537
20:25.712834,-2.68575
20:25.723013,-2.57
20:25.733381,-2.37007
20:25.742266,-2.40439
20:25.752256,-2.60324
20:25.761507,-2.85322
20:25.819256,-4.61506
20:25.829370,-5.70194
20:25.839174,-6.18695
20:25.848354,-6.03755
20:25.857685,-5.94601
20:25.914299,-9.43627
20:25.924362,-9.75364
20:25.934213,-9.87865
20:25.944330,-10.0058
20:25.953220,-9.98604
20:25.963456,-10.1983
20:26.019892,-8.82325
20:26.030219,-8.62106
20:26.040302,-8.77497
20:26.050318,-7.79412
20:26.059339,-7.61566
20:26.116138,-5.12637
20:26.127374,-4.81869
20:26.136305,-4.12815
20:26.146308,-3.95113
20:26.155359,-3.57093
20:26.165555,-3.17987
20:26.222118,-2.15318
20:26.233443,-2.1901
20:26.242458,-2.21997
20:26.252663,-2.60355
20:26.261805,-2.77009
20:26.318660,-5.36508
20:26.329238,-6.08527
20:26.338407,-6.47762
20:26.348809,-6.5604
20:26.357607,-7.83919
20:26.367508,-8.07221
20:26.424161,-10.0758
20:26.434871,-10.2147
20:26.444891,-10.2699
20:26.455029,-10.3156
20:26.464021,-10.2526
20:26.521256,-8.65706
20:26.530299,-8.47624
20:26.540291,-8.3836
20:26.550214,-7.74866
20:26.559258,-7.35218
20:26.569281,-6.70179
20:26.626792,-4.23746
20:26.637013,-3.80787
20:26.646876,-2.9293
20:26.655815,-3.08001
20:26.666163,-3.29359
20:26.723395,-1.98991
20:26.733318,-2.27913
20:26.743192,-2.46669
20:26.753119,-2.95239
20:26.762116,-3.02779
20:26.772323,-2.95135
20:26.828949,-6.94322
20:26.840007,-7.29703
20:26.848982,-7.17393
20:26.858841,-7.17718
20:26.868136,-7.94904
20:26.925785,-10.3248
20:26.935982,-10.2616
20:26.944839,-10.2259
20:26.954335,-10.2602
20:26.964302,-10.2557
20:26.974247,-10.2128
20:27.031051,-8.23974
20:27.042064,-8.09155
20:27.050775,-8.15512
20:27.060777,-7.26476
20:27.069971,-6.53363
20:27.127670,-3.93258
20:27.138781,-4.00041
20:27.148044,-3.27479
20:27.157918,-2.88313
20:27.167894,-2.24048
20:27.177346,-2.32072
20:27.233890,-2.5699
20:27.244607,-2.79503
20:27.253584,-3.63046
20:27.262674,-4.14421
20:27.272935,-4.43322
20:27.329570,-6.48715
20:27.339782,-7.86125
20:27.349010,-8.18877
20:27.358742,-7.73842
20:27.368251,-8.36604
20:27.425944,-9.31973
20:27.440524,-10.0307
20:27.450538,-10.0132
20:27.459834,-9.83602
20:27.469028,-9.34862
20:27.526884,-9.54222
20:27.542112,-7.08536
20:27.551253,-6.4654
20:27.561037,-5.74375
20:27.570214,-5.53458
20:27.628265,-5.13492
20:27.643271,-2.98736
20:27.652343,-2.61468
20:27.662452,-2.57693
20:27.671724,-2.47679
20:27.681890,-2.46315
20:27.739379,-3.11896
20:27.749569,-3.31273
20:27.758329,-3.64711
20:27.768126,-3.70793
20:27.778099,-4.3845
20:27.834566,-7.66241
20:27.844984,-7.90434
20:27.854227,-8.10136
20:27.863762,-7.99271
20:27.873639,-8.85868
20:27.883335,-9.63809
20:27.940088,-9.84873
20:27.951178,-9.84639
20:27.960155,-9.49815
20:27.970127,-9.03753
20:27.980304,-9.06492
20:28.036449,-6.69908
20:28.047469,-6.09287
20:28.056456,-5.61515
20:28.066167,-5.29059
20:28.075178,-4.66191
20:28.085312,-4.11642
20:28.141740,-2.90893
20:28.152217,-2.52095
20:28.162456,-2.41577
20:28.172157,-2.42702
20:28.180943,-2.43694
20:28.238339,-3.95954
20:28.249341,-5.12613
20:28.258851,-5.63423
20:28.268538,-5.23907
20:28.277969,-5.8338
20:28.287750,-7.04699
20:28.344279,-9.43819
20:28.354510,-9.59688
20:28.364390,-9.52725
20:28.373489,-9.80781
20:28.383320,-9.87386
20:28.440288,-8.97746
20:28.450670,-8.8317
20:28.459741,-8.01162
20:28.469903,-7.4781
20:28.478998,-7.10436
20:28.488483,-7.15495
20:28.545823,-4.21265
20:28.556933,-3.89365
20:28.565902,-3.16034
20:28.575742,-2.90189
20:28.584776,-2.81619
20:28.641652,-2.49633
20:28.653162,-2.67553
20:28.662134,-3.24155
20:28.671109,-3.22987
20:28.680336,-3.40799
20:28.690539,-4.19199
20:28.746968,-6.82467
20:28.758254,-7.33048
20:28.768244,-8.33043
20:28.777221,-8.86667
20:28.786397,-9.60253
20:28.843851,-9.85082
20:28.854358,-9.81462
20:28.863585,-9.6614
20:28.872354,-9.36378
20:28.882534,-8.72245
20:28.891614,-8.31138
20:28.949391,-5.83513
20:28.959749,-5.6271
20:28.969567,-4.80532
20:28.978397,-4.24673
20:28.987438,-3.65067
20:28.997643,-3.37127
20:29.055634,-2.45504
20:29.064806,-2.43536
20:29.074715,-2.72669
20:29.083534,-2.87747
20:29.093187,-2.8432
20:29.150725,-5.44894
20:29.160864,-6.4554
20:29.170057,-6.7279
20:29.180106,-6.62136
20:29.189265,-7.42196
20:29.199077,-8.22471
20:29.255635,-9.79334
20:29.266792,-9.81669
20:29.276006,-9.90961
20:29.285858,-9.6922
20:29.294765,-9.63039
20:29.352144,-7.27585
20:29.362412,-7.04724
20:29.372769,-6.18451
20:29.381779,-6.02304
20:29.391256,-6.04678
20:29.449365,-5.50708
20:29.463857,-2.84879
20:29.473400,-2.51771
20:29.482498,-2.49764
20:29.492137,-2.45398
20:29.550364,-2.52546
20:29.565670,-3.72181
20:29.574754,-4.76733
20:29.584792,-5.31348
20:29.594231,-6.04295
20:29.652145,-6.98862
20:29.666928,-9.18374
20:29.676499,-9.62801
20:29.686648,-10.0851
20:29.696002,-9.97864
20:29.705129,-9.88678
20:29.762922,-8.5462
20:29.772191,-7.5414
20:29.782373,-6.66348
20:29.791617,-6.40922
20:29.800786,-6.67964
20:29.810759,-6.03877
20:29.866838,-3.09994
20:29.877925,-2.89819
20:29.887942,-2.77327
20:29.897479,-2.58152
20:29.906558,-2.53871
20:29.964908,-3.40901
20:29.975094,-4.36722
20:29.985002,-5.22219
20:29.994178,-4.50778
20:30.003891,-4.94194
20:30.013872,-6.46913
20:30.071130,-9.45368
20:30.081094,-9.32883
20:30.091106,-9.64224
20:30.100113,-10.0714
20:30.110051,-9.98866
20:30.166969,-8.36576
20:30.177538,-8.18731
20:30.187678,-7.44206
20:30.196637,-6.94829
20:30.205675,-6.41309
20:30.215904,-6.3882
20:30.272662,-3.22573
20:30.283923,-3.05593
20:30.293368,-2.69581
20:30.303267,-2.69901
20:30.311831,-2.58013
20:30.370035,-3.35632
20:30.379651,-3.6975
20:30.390044,-4.06669
20:30.399295,-4.40659
20:30.408823,-5.19493
20:30.419003,-6.51555
20:30.475381,-8.826
20:30.485803,-8.91274
20:30.495924,-9.57119
20:30.505070,-10.0647
20:30.514655,-10.0183
20:30.572216,-8.90741
20:30.581246,-8.28523
20:30.591267,-7.57065
20:30.601535,-6.82996
20:30.610491,-6.03767
20:30.620545,-5.84687
20:30.678059,-3.42448
20:30.688091,-3.05193
20:30.698523,-2.66487
20:30.707537,-2.53581
20:30.716738,-2.52938
20:30.774352,-3.4317
20:30.784780,-4.4346
20:30.793875,-4.92401
20:30.804158,-4.61211
20:30.813429,-5.18004
20:30.822761,-5.62129
20:30.880416,-9.26162
20:30.889482,-9.3634
20:30.900152,-9.6056
20:30.909169,-9.39131
20:30.918758,-9.51511
20:30.975107,-8.73944
20:30.985401,-8.60289
20:30.995349,-8.62317
20:31.004545,-8.25663
20:31.014439,-6.73423
20:31.024227,-6.39072
20:31.080928,-3.85968
20:31.091152,-3.46677
20:31.100615,-2.91451
20:31.111190,-2.84817
20:31.120320,-2.73296
20:31.177172,-3.09358
20:31.187859,-3.25667
20:31.197570,-3.64196
20:31.206757,-4.31922
20:31.216824,-4.51975
20:31.226038,-4.76105
20:31.282986,-9.04889
20:31.293147,-9.51869
20:31.303352,-9.45336
20:31.312782,-9.60146
20:31.322191,-9.74166
20:31.379619,-8.69682
20:31.389262,-8.69603
20:31.399201,-8.30606
20:31.408175,-7.45022
20:31.418195,-6.46452
20:31.427348,-5.82724
20:31.484789,-3.4235
20:31.494989,-2.96921
20:31.504329,-2.56095
20:31.514370,-2.47637
20:31.523437,-2.46849
20:31.580616,-3.5528
20:31.591635,-3.72166
20:31.600910,-4.79007
20:31.610946,-5.43329
20:31.620867,-5.55905
20:31.630208,-6.13812
20:31.686743,-8.9773
20:31.697083,-9.58694
20:31.706532,-9.8069
20:31.717081,-9.75841
20:31.726486,-9.73447
20:31.783597,-7.61536
20:31.793354,-6.71736
20:31.803376,-6.50391
20:31.812221,-6.18632
20:31.822299,-5.54585
20:31.831779,-4.76123
20:31.888521,-2.05639
20:31.899064,-1.91371
20:31.908265,-1.87887
20:31.917955,-2.07153
20:31.927867,-2.29853
20:31.937055,-2.449
20:31.994341,-5.36065
20:32.004805,-6.17441
20:32.013828,-6.76329
20:32.024459,-7.05865
20:32.033595,-7.49272
20:32.089841,-9.72716
20:32.101311,-9.67753
20:32.110318,-9.5018
20:32.120068,-9.20271
20:32.129960,-9.03574
20:32.139435,-8.65889
20:32.195805,-4.5938
20:32.207048,-3.7325
20:32.216208,-3.28741
20:32.225205,-3.04237
20:32.235774,-2.72929
20:32.292251,-2.34597
20:32.302508,-2.41381
20:32.312009,-2.51773
20:32.321086,-2.83349
20:32.330192,-3.34728
20:32.388195,-4.02726
20:32.404121,-7.44022
20:32.413318,-8.42398
20:32.422419,-8.98457
20:32.433301,-9.30621
20:32.491138,-9.63076
20:32.504333,-8.91932
20:32.514224,-8.1121
20:32.523271,-6.64056
20:32.533321,-6.02539
20:32.543431,-5.70256
20:32.599663,-2.73507
20:32.611071,-2.23902
20:32.620048,-1.99231
20:32.629081,-1.83952
20:32.639277,-1.95012
20:32.648454,-2.2459
20:32.706005,-4.2829
20:32.716274,-4.67732
20:32.726134,-5.62326
20:32.735502,-6.08896
20:32.744905,-6.91515
20:32.802355,-9.43448
20:32.811498,-9.62082
20:32.821489,-9.7238
20:32.831346,-9.70751
20:32.840293,-9.48997
20:32.850409,-9.3317
20:32.907043,-5.87131
20:32.917334,-5.19902
20:32.927411,-4.5167
20:32.936386,-4.02605
20:32.945424,-3.39373
20:33.002431,-1.63735
20:33.013850,-1.78653
20:33.022710,-2.27819
20:33.032268,-2.62611
20:33.042408,-2.88837
20:33.052006,-3.33611
20:33.109312,-7.3032
20:33.119758,-7.73807
20:33.128790,-7.6036
20:33.138762,-8.42185
20:33.148365,-8.86671
20:33.205315,-9.39469
20:33.215559,-9.354
20:33.225543,-8.72936
20:33.234554,-7.79651
20:33.244494,-6.93329
20:33.254564,-6.60468
20:33.311219,-2.96914
20:33.322315,-2.47781
20:33.331753,-2.02085
20:33.340979,-1.84869
20:33.350415,-1.75989
20:33.407222,-3.09946
20:33.417533,-3.76776
20:33.427147,-4.57659
20:33.436085,-5.07089
20:33.446531,-5.5606
20:33.456265,-6.10751
20:33.512329,-9.45384
20:33.524481,-9.62476
20:33.533214,-9.74618
20:33.543261,-9.74095
20:33.552321,-9.67299
20:33.562210,-9.33475
20:33.621031,-5.87184
20:33.630040,-5.65186
20:33.640073,-4.79821
20:33.649038,-3.8114
20:33.706917,-3.04874
20:33.721160,-1.60596
20:33.731127,-1.98327
20:33.740119,-2.37644
20:33.749176,-2.66533
20:33.807802,-2.78795
20:33.822838,-6.36596
20:33.831922,-7.33346
20:33.840934,-7.87109
20:33.851191,-8.14116
20:33.860430,-8.32775
20:33.917841,-9.52011
20:33.928161,-9.22299
20:33.937026,-8.9627
20:33.947161,-8.71917
20:33.956304,-8.40804
20:33.966075,-7.19239
20:34.023513,-3.04981
20:34.034133,-2.70489
20:34.044170,-2.42169
20:34.053507,-1.96602
20:34.062201,-1.75923
20:34.119811,-2.87152
20:34.129991,-3.02854
20:34.139961,-3.72308
20:34.148976,-4.74444
20:34.159106,-6.0294
20:34.168322,-6.38239
20:34.226300,-9.22682
20:34.236602,-9.58745
20:34.245638,-9.7431
20:34.255536,-9.71298
20:34.264601,-9.67085
20:34.321712,-6.56878
20:34.332917,-6.10848
20:34.341891,-4.74639
20:34.350959,-4.02046
20:34.360270,-3.68874
20:34.369545,-3.12273
20:34.427055,-2.10316
20:34.438137,-2.3654
20:34.447126,-2.34767
20:34.456075,-2.28687
20:34.466091,-2.84889
20:34.522359,-7.57097
20:34.532639,-7.75655
20:34.542799,-7.66694
20:34.551981,-8.13482
20:34.561577,-8.80809
20:34.570607,-9.41685
20:34.627297,-9.33612
20:34.638566,-8.99979
20:34.648646,-8.3426
20:34.658025,-7.26683
20:34.666934,-6.92178
20:34.676890,-6.32717
20:34.733958,-2.83428
20:34.744504,-2.47168
20:34.754475,-2.26734
20:34.763451,-2.04825
20:34.773613,-2.11539
20:34.830420,-3.3292
20:34.840741,-3.83313
20:34.849725,-4.56353
20:34.859803,-5.26276
20:34.868925,-5.73647
20:34.925691,-6.62133
20:34.941494,-9.47472
20:34.950441,-9.76003
20:34.960411,-9.71791
20:34.969509,-9.62828
20:34.979070,-9.02345
20:35.036230,-6.08824
20:35.047369,-5.20611
20:35.056402,-4.11024
20:35.066880,-3.59385
20:35.076262,-3.2337
20:35.085118,-2.89306
20:35.142939,-2.59411
20:35.153172,-2.75244
20:35.162293,-2.81112
20:35.172587,-3.04993
20:35.181659,-3.23969
20:35.238550,-7.34643
20:35.249148,-8.1913
