Time - Plot 0,Intensity,Temperature
01:31.568587,-0.560131,24.6021
01:31.578888,-0.530143,24.6113
01:31.636374,-0.747736,24.6074
01:31.645543,-1.29663,24.617
01:31.655775,-0.465919,24.6147
01:31.664806,-0.334968,24.6146
01:31.674065,-0.463439,24.6152
01:31.732300,-0.822571,24.6188
01:31.741348,-1.18199,24.6271
01:31.750917,-1.1475,24.6175
01:31.761035,-0.747165,24.6278
01:31.770083,-0.722896,24.6202
01:31.780697,-0.606022,24.6249
01:31.837656,-0.777184,24.631
01:31.846682,-0.90107,24.6311
01:31.856896,-0.313775,24.6333
01:31.865912,-0.35437,24.6299
01:31.876080,-0.273092,24.6381
01:31.934237,-0.991103,24.6366
01:31.943596,-0.323575,24.6441
01:31.953289,-0.333774,24.6358
01:31.962270,-0.588237,24.6456
01:31.972294,-1.12857,24.6428
01:31.982825,-1.42815,24.643
01:32.039912,-1.46795,24.6484
01:32.048958,-0.673509,24.6492
01:32.059157,-0.583375,24.6564
01:32.068785,-0.768328,24.6469
01:32.078801,-1.35137,24.6577
01:32.136777,-1.64151,24.6533
01:32.145960,-0.417165,24.6646
01:32.156074,-0.745758,24.6618
01:32.165115,-1.40102,24.6587
01:32.175174,-1.80151,24.6689
01:32.185329,-1.38604,24.6571
01:32.243153,-1.03913,24.6768
01:32.252175,-0.676571,24.6655
01:32.262490,-0.783593,24.6736
01:32.272557,-1.16549,24.6732
01:32.281536,-0.61894,24.6714
01:32.339547,-1.20207,24.6797
01:32.348886,-1.08606,24.6815
01:32.358519,-0.973157,24.6889
01:32.368783,-0.91237,24.6821
01:32.377775,-0.510181,24.6872
01:32.387776,-0.59847,24.6845
01:32.445807,-0.450458,24.6943
01:32.454820,-0.648205,24.6917
01:32.464740,-0.603115,24.6949
01:32.474354,-0.591271,24.6997
01:32.484400,-0.507726,24.6931
01:32.542469,-0.60407,24.7082
01:32.551623,-0.831906,24.7002
01:32.560816,-0.710535,24.7067
01:32.571080,-1.31616,24.7023
01:32.579595,-0.555062,24.7098
01:32.589906,-0.530657,24.7083
01:32.647849,-0.549544,24.714
01:32.657149,-0.780878,24.7186
01:32.666846,-0.726979,24.7144
01:32.675914,-0.421027,24.7242
01:32.686079,-0.443787,24.7116
01:32.744059,-0.818373,24.7295
01:32.752726,-0.718918,24.7224
01:32.762740,-0.453694,24.7298
01:32.771683,-0.480245,24.729
01:32.782485,-0.691556,24.7282
01:32.792139,-1.15269,24.7363
01:32.849707,-1.67032,24.735
01:32.858821,-0.449387,24.7448
01:32.867812,-0.733296,24.7367
01:32.878017,-1.42489,24.7443
01:32.887857,-1.87583,24.7413
01:32.945860,-1.59082,24.7536
01:32.955067,-0.752052,24.7467
01:32.964635,-0.693588,24.7506
01:32.973979,-1.4764,24.7617
01:32.984256,-1.63154,24.7534
01:32.993413,-1.81288,24.7572
01:33.051734,-1.47121,24.7573
01:33.060790,-0.78752,24.7656
01:33.071286,-1.49879,24.761
01:33.080329,-1.66732,24.7638
01:33.090489,-2.23666,24.7682
01:33.148520,-2.52687,24.7704
01:33.157652,-1.94524,24.7752
01:33.166689,-1.90963,24.7716
01:33.175667,-2.15646,24.7819
01:33.185883,-2.09587,24.7703
01:33.196245,-1.57212,24.7808
01:33.253915,-1.18491,24.7789
01:33.263475,-1.64748,24.7869
01:33.272485,-1.71339,24.7873
01:33.282582,-1.90701,24.7846
01:33.292595,-1.97949,24.7942
01:33.350607,-1.75293,24.793
01:33.359650,-2.44557,24.8039
01:33.369560,-2.43924,24.7927
01:33.379044,-2.17112,24.7989
01:33.388671,-1.84248,24.797
01:33.398841,-1.44388,24.8008
01:33.456544,-1.37683,24.8068
01:33.465599,-2.57972,24.8055
01:33.475425,-1.68518,24.8142
01:33.484608,-1.07584,24.8054
01:33.494104,-1.06041,24.8157
01:33.504561,-1.42134,24.8083
01:33.562037,-1.86112,24.8233
01:33.571678,-1.5897,24.8191
01:33.580586,-1.23299,24.8204
01:33.590845,-1.53178,24.8249
01:33.600240,-1.81337,24.8216
01:33.658981,-2.1223,24.8326
01:33.667790,-1.58554,24.8304
01:33.677507,-1.34014,24.8371
01:33.687638,-1.44925,24.8289
01:33.696522,-1.45414,24.8364
01:33.707739,-2.01902,24.8369
01:33.765166,-1.15173,24.8413
01:33.774219,-1.87909,24.8499
01:33.784243,-2.02426,24.8407
01:33.793224,-2.46469,24.8492
01:33.803484,-2.31756,24.8412
01:33.862329,-2.79261,24.8533
01:33.872356,-1.57402,24.8555
01:33.881365,-2.53118,24.8548
01:33.891297,-2.37643,24.8612
01:33.900973,-2.50523,24.8575
01:33.911337,-2.39468,24.8597
01:33.968664,-2.23662,24.8619
01:33.977736,-2.3361,24.8674
01:33.987654,-3.019,24.8633
01:33.996840,-2.32841,24.8714
01:34.006063,-2.11857,24.8699
01:34.016367,-2.51668,24.8686
01:34.074722,-2.95059,24.8795
01:34.083811,-2.93839,24.8769
01:34.093849,-2.95511,24.8835
01:34.102448,-2.72156,24.8746
01:34.112470,-2.90406,24.885
01:34.171416,-3.11759,24.8844
01:34.180541,-3.02238,24.891
01:34.189558,-2.89255,24.8896
01:34.199535,-2.92272,24.8887
01:34.208525,-2.85275,24.8977
01:34.219487,-3.08427,24.8882
01:34.277251,-2.37671,24.903
01:34.286409,-3.05468,24.8956
01:34.295437,-2.76513,24.9037
01:34.305708,-2.62787,24.9029
01:34.314679,-3.50498,24.906
01:34.374248,-3.14688,24.9121
01:34.383689,-2.18223,24.9103
01:34.393027,-3.41295,24.918
01:34.402161,-2.59807,24.9117
01:34.411222,-2.70896,24.9192
01:34.421431,-2.83462,24.9169
01:34.479383,-2.12258,24.9254
01:34.488792,-2.13655,24.9235
01:34.498599,-2.22557,24.9251
01:34.507677,-2.40469,24.9277
01:34.517258,-2.67388,24.9238
01:34.573234,-1.63248,24.9332
01:34.585104,-2.21296,24.9329
01:34.595207,-3.08208,24.9399
01:34.604409,-3.26126,24.9352
01:34.613682,-3.61514,24.9398
01:34.623381,-3.16346,24.9425
01:34.682282,-3.08798,24.9468
01:34.691462,-3.57408,24.9494
01:34.700758,-3.72941,24.9465
01:34.709757,-3.69364,24.9561
01:34.718691,-3.24853,24.9451
01:34.775971,-3.5828,24.9544
01:34.787366,-3.5169,24.9547
01:34.796339,-3.39015,24.9647
01:34.806424,-3.11949,24.9575
01:34.815597,-3.12969,24.96
01:34.825024,-2.7759,24.9677
01:34.882318,-3.34029,24.9633
01:34.892478,-3.03306,24.9754
01:34.902329,-3.05206,24.9649
01:34.911263,-3.00013,24.9755
01:34.921567,-2.84253,24.9713
01:34.977924,-3.49676,24.9743
01:34.988303,-3.47148,24.9797
01:34.998327,-3.37297,24.9802
01:35.007266,-3.06366,24.9856
01:35.017396,-3.16274,24.9823
01:35.026746,-3.49286,24.9919
01:35.083835,-3.50478,24.9831
01:35.095084,-3.33984,24.9982
01:35.104314,-3.3357,24.9916
01:35.113645,-3.48756,24.995
01:35.123697,-3.57474,24.9964
01:35.181800,-3.33746,24.9922
01:35.190870,-3.45593,25.0064
01:35.200906,-3.48632,25.0027
01:35.209955,-3.50826,25.0106
01:35.220467,-3.43841,25.003
01:35.277774,-3.43677,25.0081
01:35.289825,-3.31427,25.0142
01:35.299998,-3.3907,25.0118
01:35.308973,-3.42111,25.0205
01:35.318218,-3.23043,25.0118
01:35.328043,-3.0665,25.0213
01:35.384445,-2.23577,25.0156
01:35.395738,-3.09609,25.0302
01:35.405750,-4.0716,25.0264
01:35.414728,-4.06613,25.028
01:35.424658,-3.10937,25.0327
01:35.434707,-1.59505,25.0255
01:35.491665,-3.55236,25.032
01:35.502699,-3.74028,25.032
01:35.511748,-3.37285,25.0429
01:35.521558,-2.82462,25.0382
01:35.530568,-3.6003,25.0422
01:35.588528,-3.96004,25.0437
01:35.598538,-3.95715,25.0478
01:35.608591,-2.50639,25.056
01:35.617784,-2.12124,25.0491
01:35.626898,-2.96934,25.0608
01:35.636671,-3.59603,25.0458
01:35.693671,-3.03032,25.0575
01:35.704114,-3.11272,25.0563
01:35.714288,-3.34274,25.0636
01:35.723718,-3.45217,25.0633
01:35.733084,-3.47758,25.0596
01:35.789225,-3.43898,25.0671
01:35.800083,-3.43859,25.068
01:35.810071,-3.51074,25.0803
01:35.819514,-3.13464,25.068
01:35.828929,-3.0995,25.0787
01:35.838303,-3.82387,25.0723
01:35.895010,-3.39632,25.0779
01:35.906221,-3.69233,25.0839
01:35.915196,-3.88679,25.0827
01:35.925172,-3.91956,25.0928
01:35.934371,-4.00077,25.0831
01:35.991107,-3.86608,25.0953
01:36.001392,-3.827,25.0921
01:36.011405,-3.83977,25.0965
01:36.020381,-3.88703,25.0933
01:36.030551,-4.08979,25.0983
01:36.039483,-4.10763,25.0979
01:36.096685,-3.87236,25.0966
01:36.107790,-4.03619,25.1062
01:36.117757,-4.12853,25.105
01:36.127630,-4.13414,25.1109
01:36.136666,-4.09008,25.1037
01:36.194270,-4.14605,25.1126
01:36.203547,-4.13128,25.1122
01:36.213566,-4.12325,25.1186
01:36.223504,-4.04667,25.121
01:36.233231,-3.95911,25.1167
01:36.242490,-3.9624,25.1259
01:36.299840,-4.12855,25.1193
01:36.309830,-4.14691,25.1316
01:36.319786,-4.08261,25.1204
01:36.328391,-4.02597,25.1334
01:36.337631,-4.07316,25.1298
01:36.347911,-4.10701,25.1334
01:36.405998,-4.16458,25.1392
01:36.415127,-4.12173,25.1373
01:36.425117,-4.12853,25.1439
01:36.435218,-4.11307,25.1399
01:36.444820,-4.13404,25.146
01:36.501537,-4.15942,25.1398
01:36.511761,-4.14879,25.1519
01:36.521622,-4.13742,25.1528
01:36.531810,-4.14307,25.1526
01:36.540766,-4.15617,25.1563
01:36.597671,-4.18386,25.1551
01:36.607970,-4.19179,25.1636
01:36.618006,-4.15401,25.1601
01:36.627749,-4.14747,25.1683
01:36.636907,-4.17921,25.1587
01:36.646439,-4.18529,25.1694
01:36.703705,-4.13555,25.1687
01:36.713597,-4.1194,25.1747
01:36.723783,-4.08931,25.1742
01:36.733575,-4.10703,25.1741
01:36.743003,-3.99944,25.1831
01:36.799912,-4.07044,25.1738
01:36.809875,-4.04645,25.1884
01:36.818861,-3.94561,25.1832
01:36.828751,-3.87469,25.1883
01:36.838899,-3.78527,25.1847
01:36.848181,-3.80008,25.1903
01:36.904948,-4.00148,25.191
01:36.915863,-3.99031,25.1961
01:36.924885,-3.8926,25.2025
01:36.934865,-3.82176,25.1986
01:36.943316,-3.92079,25.2033
01:36.953445,-4.06256,25.1952
01:37.011207,-4.08306,25.2108
01:37.020336,-3.95161,25.2049
01:37.030358,-3.90071,25.2119
01:37.040328,-4.00758,25.2098
01:37.049814,-4.06075,25.2097
01:37.106597,-3.94324,25.2207
01:37.116926,-3.93805,25.2181
01:37.126733,-3.97889,25.2279
01:37.135901,-4.05354,25.2193
01:37.144981,-4.1229,25.2242
01:37.155226,-4.19836,25.2217
01:37.213774,-4.16726,25.235
01:37.223409,-4.11644,25.2312
01:37.232419,-4.17383,25.2327
01:37.241613,-4.19305,25.2377
01:37.251933,-4.18092,25.2332
01:37.307702,-4.13445,25.2374
01:37.319192,-4.17049,25.24
01:37.328128,-4.20279,25.2464
01:37.337106,-4.19082,25.2402
01:37.347113,-4.17381,25.2467
01:37.356628,-4.11774,25.2471
01:37.415636,-4.15952,25.2542
01:37.424691,-4.19776,25.2567
01:37.433715,-4.18782,25.253
01:37.443462,-4.09667,25.2663
01:37.453445,-4.08094,25.2534
01:37.509839,-4.15304,25.2619
01:37.520827,-4.16835,25.2621
01:37.530948,-4.0661,25.2668
01:37.540701,-3.9902,25.2698
01:37.549434,-4.06785,25.2658
01:37.559942,-4.10744,25.2777
01:37.617471,-3.95661,25.272
01:37.626349,-3.86264,25.2846
01:37.636427,-3.83891,25.2764
01:37.645543,-3.78251,25.2839
01:37.655838,-3.81105,25.2794
01:37.712485,-3.69344,25.2833
01:37.723432,-3.88546,25.2891
01:37.732406,-3.87113,25.2895
01:37.741312,-3.75131,25.2959
01:37.751583,-3.59036,25.2896
01:37.760685,-3.62419,25.2986
01:37.819193,-3.70994,25.2972
01:37.828877,-3.53671,25.3036
01:37.837844,-3.32873,25.2979
01:37.847650,-3.4473,25.305
01:37.857150,-3.52916,25.3047
01:37.914702,-3.05214,25.3023
01:37.925577,-2.94895,25.3179
01:37.935634,-3.26124,25.3124
01:37.944656,-3.3157,25.3173
01:37.954640,-3.23349,25.3128
01:37.964195,-3.09173,25.3183
01:38.022479,-3.14818,25.3233
01:38.031497,-3.13719,25.3254
01:38.041260,-3.24816,25.3286
01:38.050303,-3.36766,25.3268
01:38.059597,-3.63557,25.334
01:38.117705,-3.0728,25.3282
01:38.127711,-3.20776,25.3384
01:38.136847,-3.50374,25.3339
01:38.146878,-3.78014,25.3422
01:38.156120,-3.92514,25.3413
01:38.166622,-3.61866,25.3411
01:38.224734,-3.64786,25.3507
01:38.233888,-3.6903,25.3486
01:38.243437,-3.73783,25.3546
01:38.252314,-3.61057,25.3488
01:38.262506,-3.42623,25.3543
01:38.320090,-3.77923,25.3526
01:38.329818,-3.5597,25.3627
01:38.339930,-3.36342,25.3601
01:38.349099,-3.16613,25.3625
01:38.358642,-2.90505,25.3668
01:38.416119,-2.76361,25.3633
01:38.428163,-2.87181,25.3735
01:38.437165,-2.87916,25.3684
01:38.447288,-2.78898,25.3799
01:38.456291,-2.68571,25.3766
01:38.466103,-2.58607,25.3762
01:38.523918,-2.74994,25.3821
01:38.533838,-2.79565,25.3847
01:38.542938,-2.91498,25.3916
01:38.551921,-3.06242,25.3832
01:38.561912,-2.94891,25.3899
01:38.619744,-2.79592,25.3844
01:38.631617,-3.02469,25.3951
01:38.641562,-3.19459,25.3975
01:38.650605,-2.41304,25.3988
01:38.659973,-1.90059,25.4088
01:38.669954,-2.26974,25.3943
01:38.726740,-2.38389,25.4068
01:38.737949,-2.41727,25.405
01:38.747306,-2.12484,25.4126
01:38.756281,-2.13667,25.4108
01:38.766587,-2.02997,25.4115
01:38.824462,-1.90736,25.4188
01:38.835277,-2.71384,25.4191
01:38.844396,-2.3562,25.4246
01:38.854758,-1.67593,25.4194
01:38.863438,-1.38159,25.4283
01:38.873535,-1.6356,25.4254
01:38.883717,-1.96041,25.427
01:38.940767,-1.47199,25.4369
01:38.951027,-1.74426,25.4344
01:38.960577,-2.33353,25.4421
01:38.969822,-2.36965,25.433
01:38.980553,-2.03236,25.4438
01:39.036999,-1.24382,25.4407
01:39.048133,-1.13586,25.4485
01:39.057110,-1.56348,25.4501
01:39.066699,-2.04037,25.4478
01:39.075733,-1.7611,25.4552
01:39.085913,-1.50955,25.4465
01:39.144321,-1.61214,25.4672
01:39.153527,-1.80658,25.4574
01:39.163365,-1.66379,25.4628
01:39.172293,-1.85383,25.4589
01:39.181339,-2.11683,25.4635
01:39.192631,-2.33088,25.4691
01:39.250496,-1.9571,25.4679
01:39.259456,-1.86731,25.4758
01:39.269478,-1.80051,25.4696
01:39.278697,-1.83397,25.4775
01:39.289699,-1.96368,25.4701
01:39.346913,-1.58617,25.4873
01:39.355924,-1.76952,25.4824
01:39.365546,-2.14203,25.4828
01:39.375200,-2.25485,25.4868
01:39.384152,-1.83038,25.4861
01:39.394815,-1.48484,25.4929
01:39.452487,-2.04444,25.4902
01:39.462677,-2.6122,25.5016
01:39.471313,-2.48427,25.4938
01:39.480753,-1.89913,25.4995
01:39.490670,-1.91406,25.5007
01:39.549365,-2.77886,25.5069
01:39.558781,-2.57131,25.5092
01:39.568161,-2.12225,25.5061
01:39.577331,-1.9783,25.5148
01:39.586372,-1.91141,25.5069
01:39.644950,-2.05535,25.5167
01:39.655182,-2.00387,25.5149
01:39.664702,-1.9098,25.5209
01:39.674087,-2.01894,25.5228
01:39.683918,-1.91604,25.5219
01:39.692320,-2.37675,25.5297
01:39.703826,-2.41987,25.5271
01:39.760906,-1.9157,25.5372
01:39.770896,-2.30328,25.5288
01:39.779649,-2.74948,25.5401
01:39.788680,-2.89906,25.5376
01:39.798770,-2.30998,25.5385
01:39.808763,-1.43096,25.5437
01:39.866534,-2.66224,25.5436
01:39.875632,-1.96429,25.5533
01:39.885657,-1.1542,25.5452
01:39.894666,-0.670805,25.5519
01:39.905707,-0.560239,25.5463
01:39.962812,-1.43973,25.5607
01:39.971944,-1.18841,25.5566
01:39.981051,-0.971172,25.5592
01:39.991066,-0.842014,25.5639
01:40.000602,-0.861513,25.5607
01:40.011083,-1.591,25.5718
01:40.068713,-1.92916,25.5667
01:40.077665,-1.87936,25.5764
01:40.087651,-2.05711,25.5671
01:40.096691,-2.32488,25.5785
01:40.106949,-2.478,25.5758
01:40.164857,-2.07991,25.5836
01:40.173997,-2.11059,25.5825
01:40.183400,-2.27123,25.5847
01:40.192328,-2.44591,25.5898
01:40.202309,-2.63782,25.5848
01:40.212367,-2.69918,25.5905
01:40.270501,-2.72541,25.5897
01:40.279940,-2.95002,25.6005
01:40.288835,-3.17703,25.5982
01:40.298639,-3.09677,25.5977
01:40.308790,-2.5612,25.5993
01:40.365402,-3.12896,25.5994
01:40.376386,-2.66162,25.6146
01:40.386677,-2.54206,25.6072
01:40.396056,-2.73519,25.6142
01:40.405095,-2.76491,25.6101
01:40.462483,-2.53985,25.6146
01:40.472360,-2.30717,25.6179
01:40.481329,-2.19362,25.6216
01:40.491574,-2.06632,25.6242
01:40.500734,-2.08924,25.6234
01:40.510579,-2.17957,25.6327
01:40.567691,-1.9533,25.6231
01:40.578042,-1.95378,25.6379
01:40.587868,-1.77496,25.6307
01:40.597063,-1.68191,25.6392
01:40.606163,-1.95294,25.6357
01:40.663864,-2.18188,25.6391
01:40.673703,-2.40727,25.6474
01:40.683723,-1.7939,25.6437
01:40.693546,-1.51123,25.6557
01:40.702379,-1.99152,25.648
01:40.711893,-2.50548,25.6543
01:40.722147,-2.65412,25.6484
01:40.780307,-1.99932,25.663
01:40.790003,-2.23111,25.6603
01:40.798864,-2.43937,25.6596
01:40.808979,-2.72207,25.6662
01:40.817818,-2.5438,25.6626
01:40.876554,-1.65936,25.677
01:40.886574,-2.15466,25.6676
01:40.895778,-2.26078,25.6777
01:40.904827,-2.13789,25.6721
01:40.915172,-1.62626,25.6755
01:40.925414,-1.61317,25.6788
01:40.982309,-2.19135,25.6848
01:40.992329,-2.0418,25.6876
01:41.001714,-1.74135,25.6838
01:41.010902,-1.72126,25.695
01:41.020711,-1.78714,25.6862
01:41.030234,-1.78654,25.6944
01:41.088538,-2.13445,25.694
01:41.097690,-2.06334,25.6992
01:41.106706,-1.94131,25.7011
01:41.116113,-1.99348,25.6993
01:41.174314,-2.08227,25.7088
01:41.183410,-2.17452,25.7084
01:41.193535,-1.84138,25.719
01:41.203352,-1.86898,25.7057
01:41.212381,-2.08268,25.7182
01:41.221419,-2.21888,25.7112
01:41.231619,-2.07353,25.7165
01:41.289520,-1.43763,25.7206
01:41.298878,-1.64532,25.7245
01:41.308962,-1.83176,25.7281
01:41.317661,-1.80789,25.7243
01:41.328403,-1.61015,25.7372
01:41.385360,-1.33903,25.7298
01:41.394379,-1.31598,25.7417
01:41.404400,-1.49909,25.7345
01:41.414021,-1.5121,25.7416
01:41.424039,-1.26601,25.7413
01:41.434418,-1.08849,25.7365
01:41.491890,-0.993918,25.7496
01:41.500974,-1.09153,25.7471
01:41.511100,-0.989236,25.7581
01:41.520111,-0.758226,25.7456
01:41.529141,-0.576541,25.7558
01:41.587358,-0.816243,25.7541
01:41.596401,-0.78136,25.7649
01:41.606395,-0.535675,25.7623
01:41.616050,-0.374516,25.7641
01:41.626046,-0.38441,25.7729
01:41.635288,-0.359175,25.7626
01:41.693570,-0.297354,25.778
01:41.703494,-0.25669,25.7741
01:41.712321,-0.260585,25.7822
01:41.722528,-0.265322,25.776
01:41.731515,-0.37339,25.78
01:41.790225,-0.309947,25.7837
01:41.799385,-0.270374,25.7869
01:41.809393,-0.292559,25.7938
01:41.818955,-0.248973,25.7881
01:41.827666,-0.325105,25.7944
01:41.838639,-0.397857,25.7874
01:41.895309,-0.261906,25.8012
01:41.904459,-0.244801,25.7934
01:41.914582,-0.23289,25.8035
01:41.923650,-0.249087,25.8039
01:41.933554,-0.240392,25.8026
01:41.991176,-0.232012,25.8109
01:42.001232,-0.249773,25.8116
01:42.011082,-0.255393,25.8198
01:42.020111,-0.238333,25.8105
01:42.029532,-0.234488,25.8198
01:42.086831,-0.239469,25.8133
01:42.097075,-0.281465,25.8257
01:42.105914,-0.240351,25.8273
01:42.116920,-0.300851,25.8271
01:42.125933,-0.29612,25.8328
01:42.135853,-0.242972,25.8256
01:42.145983,-0.304298,25.8323
01:42.203477,-0.250728,25.8337
01:42.212346,-0.243809,25.843
01:42.222371,-0.247553,25.8399
01:42.232653,-0.280603,25.844
01:42.241327,-0.302639,25.8455
01:42.299700,-0.27406,25.8509
01:42.308918,-0.274959,25.855
01:42.319370,-0.290685,25.849
01:42.328944,-0.255998,25.8587
01:42.337857,-0.253723,25.8533
01:42.348929,-0.25672,25.8569
01:42.406136,-0.280577,25.8614
01:42.415152,-0.26083,25.8645
01:42.425173,-0.262175,25.8669
01:42.435422,-0.26517,25.8654
01:42.445395,-0.313198,25.8769
01:42.502478,-0.292598,25.8728
01:42.512501,-0.25424,25.8797
01:42.521509,-0.259324,25.877
01:42.530906,-0.277057,25.8816
01:42.541333,-0.279751,25.8825
01:42.551592,-0.3093,25.8813
01:42.608963,-0.258674,25.8928
01:42.617828,-0.27029,25.888
01:42.628405,-0.284822,25.8977
01:42.637585,-0.300571,25.8909
01:42.646652,-0.270617,25.8976
01:42.705329,-0.277074,25.8995
01:42.714467,-0.298271,25.9057
01:42.723308,-0.356331,25.9066
01:42.733360,-0.297789,25.9031
01:42.743675,-0.316036,25.9132
01:42.800894,-0.441145,25.9051
01:42.811262,-0.409472,25.9227
01:42.820432,-0.448002,25.9138
01:42.830486,-0.42544,25.9227
01:42.839431,-0.427766,25.9211
01:42.849446,-0.582966,25.9221
01:42.906637,-0.326615,25.9293
01:42.917721,-0.29825,25.928
01:42.926763,-0.307955,25.9373
01:42.936972,-0.316204,25.9294
01:42.946131,-0.35754,25.9393
01:42.956340,-0.323814,25.9319
01:43.013607,-0.255978,25.9457
01:43.021933,-0.249467,25.9389
01:43.031848,-0.248844,25.9448
01:43.041049,-0.24479,25.9488
01:43.051346,-0.248368,25.9436
01:43.061617,-0.308302,25.9534
01:43.118824,-0.298712,25.952
01:43.127725,-0.280676,25.9618
01:43.137872,-0.289972,25.9539
01:43.147046,-0.404573,25.9608
01:43.156798,-0.485871,25.9602
01:43.215240,-0.513561,25.9695
01:43.224384,-0.315339,25.9711
01:43.234429,-0.371103,25.9686
01:43.243404,-0.604367,25.9785
01:43.253799,-0.622152,25.9722
01:43.263643,-0.487134,25.9783
01:43.321299,-0.413218,25.9758
01:43.330438,-0.509996,25.9872
01:43.339429,-0.501175,25.9833
01:43.349863,-0.39199,25.9847
01:43.358879,-0.415971,25.9878
01:43.417691,-0.4588,25.9928
01:43.426699,-0.309997,25.9997
01:43.436679,-0.463536,25.9934
01:43.445836,-0.538566,26.0002
01:43.455908,-0.480397,25.9977
01:43.466143,-0.430372,26.0007
01:43.523769,-0.339196,26.0065
01:43.532520,-0.352204,26.0084
01:43.542553,-0.250102,26.0167
01:43.552802,-0.26893,26.0079
01:43.562552,-0.329694,26.0167
01:43.620562,-0.266755,26.0158
01:43.629575,-0.632944,26.0277
01:43.639597,-0.414597,26.0191
01:43.648737,-0.23766,26.0248
01:43.659425,-0.266318,26.0279
01:43.668978,-0.269354,26.0243
01:43.726602,-0.328199,26.0415
01:43.736832,-0.247196,26.0327
01:43.745813,-0.242436,26.0405
01:43.755003,-0.348749,26.0339
01:43.765565,-0.695109,26.0392
01:43.823562,-1.07044,26.0455
01:43.832419,-0.398768,26.0471
