Time - Plot 0,Amplitude - Plot 0
1070345:21:10.283870,-11.6439
1070345:21:10.292957,-11.6432
1070345:21:10.301699,-11.6431
1070345:21:10.359004,-11.6433
1070345:21:10.366997,-5.77029
1070345:21:10.376571,-5.0824
1070345:21:10.385201,-3.34159
1070345:21:10.393836,-2.30675
1070345:21:10.401307,-2.47291
1070345:21:10.410287,-5.34988
1070345:21:10.469009,-11.6434
1070345:21:10.478190,-11.6429
1070345:21:10.486236,-11.6434
1070345:21:10.495365,-11.6434
1070345:21:10.504309,-11.643
1070345:21:10.513061,-11.6431
1070345:21:10.569706,-11.6435
1070345:21:10.578011,-11.6431
1070345:21:10.587322,-11.6436
1070345:21:10.596341,-8.19982
1070345:21:10.604368,-6.89654
1070345:21:10.613551,-4.78346
1070345:21:10.670074,-11.6436
1070345:21:10.678032,-11.6436
1070345:21:10.688266,-11.6435
1070345:21:10.696827,-11.6436
1070345:21:10.705554,-11.6434
1070345:21:10.713620,-11.6433
1070345:21:10.771563,-11.6432
1070345:21:10.779689,-11.643
1070345:21:10.788949,-11.6436
1070345:21:10.798075,-11.6431
1070345:21:10.806113,-11.6436
1070345:21:10.815353,-11.6434
1070345:21:10.872149,-2.17129
1070345:21:10.880825,-2.07143
1070345:21:10.889686,-2.80466
1070345:21:10.898190,-4.8045
1070345:21:10.907101,-8.98113
1070345:21:10.915822,-11.6438
1070345:21:10.925809,-11.644
1070345:21:10.982938,-11.6435
1070345:21:10.991834,-11.6441
1070345:21:10.999686,-11.6439
1070345:21:11.008550,-11.6438
1070345:21:11.017893,-11.6438
1070345:21:11.027475,-11.6436
1070345:21:11.084487,-11.644
1070345:21:11.093652,-11.6433
1070345:21:11.102382,-11.6434
1070345:21:11.110631,-11.6432
1070345:21:11.119120,-10.5231
1070345:21:11.129492,-6.43716
1070345:21:11.186291,-5.01582
1070345:21:11.195411,-8.56951
1070345:21:11.203556,-11.6435
1070345:21:11.212595,-11.6433
1070345:21:11.220559,-11.6436
1070345:21:11.230452,-11.643
1070345:21:11.287502,-11.6435
1070345:21:11.296607,-11.6436
1070345:21:11.305264,-11.643
1070345:21:11.314125,-11.6434
1070345:21:11.323073,-11.6435
1070345:21:11.332299,-11.6432
1070345:21:11.388975,-11.6434
1070345:21:11.398949,-11.6435
1070345:21:11.406981,-11.6437
1070345:21:11.415990,-9.39298
1070345:21:11.424670,-6.7749
1070345:21:11.434421,-5.25068
1070345:21:11.491372,-6.74649
1070345:21:11.500677,-10.9132
1070345:21:11.508868,-11.644
1070345:21:11.517960,-11.6442
1070345:21:11.526881,-11.6438
1070345:21:11.535935,-11.6433
1070345:21:11.593224,-11.6442
1070345:21:11.602351,-11.6438
1070345:21:11.610416,-11.643
1070345:21:11.619014,-11.6431
1070345:21:11.627790,-11.6434
1070345:21:11.685560,-11.6434
1070345:21:11.694354,-4.79577
1070345:21:11.703152,-2.18166
1070345:21:11.711696,-1.51473
1070345:21:11.720749,-2.13772
1070345:21:11.729375,-5.0339
1070345:21:11.786520,-8.42295
1070345:21:11.795570,-11.6433
1070345:21:11.804317,-11.6434
1070345:21:11.813385,-11.6434
1070345:21:11.822166,-11.6433
1070345:21:11.830838,-11.6434
1070345:21:11.887877,-11.6431
1070345:21:11.895984,-11.6437
1070345:21:11.905245,-11.6437
1070345:21:11.914373,-6.87469
1070345:21:11.922489,-3.05931
1070345:21:11.931618,-2.24591
1070345:21:11.939703,-1.47718
1070345:21:11.998336,-11.6438
1070345:21:12.006209,-11.6433
1070345:21:12.015831,-11.6435
1070345:21:12.024537,-11.6432
1070345:21:12.033041,-11.6437
1070345:21:12.041030,-11.6436
1070345:21:12.098569,-11.6434
1070345:21:12.107250,-11.6435
1070345:21:12.115645,-11.6437
1070345:21:12.124934,-11.6437
1070345:21:12.133970,-11.6439
1070345:21:12.141951,-11.6438
1070345:21:12.199312,-1.68574
1070345:21:12.208023,-2.06822
1070345:21:12.216816,-2.11497
1070345:21:12.225309,-3.49479
1070345:21:12.234277,-7.6071
1070345:21:12.242765,-9.70416
1070345:21:12.299719,-11.6436
1070345:21:12.308744,-11.6442
1070345:21:12.318027,-11.644
1070345:21:12.327071,-11.644
1070345:21:12.335516,-11.6439
1070345:21:12.344524,-11.6435
1070345:21:12.400873,-11.644
1070345:21:12.409570,-11.6438
1070345:21:12.417591,-11.644
1070345:21:12.426666,-11.6442
1070345:21:12.436207,-11.6437
1070345:21:12.444899,-11.6437
1070345:21:12.502519,-10.7468
1070345:21:12.511176,-9.85851
1070345:21:12.519732,-6.01416
1070345:21:12.528208,-3.93534
1070345:21:12.537554,-2.79182
1070345:21:12.546339,-2.39094
1070345:21:12.602587,-8.03368
1070345:21:12.611763,-9.75016
1070345:21:12.619635,-11.6437
1070345:21:12.629469,-11.6433
1070345:21:12.637453,-11.6436
1070345:21:12.646122,-11.6435
1070345:21:12.703614,-11.6436
1070345:21:12.711773,-11.6431
1070345:21:12.720658,-11.6433
1070345:21:12.729634,-11.6436
1070345:21:12.739340,-11.6434
1070345:21:12.748343,-11.6435
1070345:21:12.805137,-11.6432
1070345:21:12.813721,-11.6433
1070345:21:12.822399,-11.6432
1070345:21:12.830786,-11.643
1070345:21:12.839717,-11.6433
1070345:21:12.848938,-11.6434
1070345:21:12.858301,-11.6437
1070345:21:12.914727,-11.6435
1070345:21:12.923367,-11.0957
1070345:21:12.931809,-10.0943
1070345:21:12.940897,-8.10523
1070345:21:12.949925,-4.16249
1070345:21:12.960200,-3.04718
1070345:21:13.017143,-4.8392
1070345:21:13.025900,-7.31194
1070345:21:13.034462,-9.91195
1070345:21:13.043499,-11.6443
1070345:21:13.052281,-11.6438
1070345:21:13.061832,-11.6438
1070345:21:13.118550,-11.6437
1070345:21:13.127618,-11.6436
1070345:21:13.136227,-11.6434
1070345:21:13.145347,-11.6431
1070345:21:13.154310,-11.6432
1070345:21:13.163810,-11.6432
1070345:21:13.219728,-11.6435
1070345:21:13.228877,-11.6434
1070345:21:13.237652,-11.6434
1070345:21:13.245635,-11.6435
1070345:21:13.254360,-11.6434
1070345:21:13.264718,-11.6437
1070345:21:13.321193,-11.6434
1070345:21:13.329669,-11.6437
1070345:21:13.337690,-11.6435
1070345:21:13.347018,-11.6435
1070345:21:13.356035,-11.6434
1070345:21:13.365246,-11.6435
1070345:21:13.423056,-5.38659
1070345:21:13.431773,-4.71028
1070345:21:13.440861,-4.12193
1070345:21:13.449697,-5.30031
1070345:21:13.457940,-4.68212
1070345:21:13.468153,-4.53166
1070345:21:13.525295,-11.6437
1070345:21:13.533755,-11.6435
1070345:21:13.543000,-11.6431
1070345:21:13.550984,-11.6439
1070345:21:13.560555,-11.6441
1070345:21:13.569648,-11.6443
1070345:21:13.626564,-11.6439
1070345:21:13.635267,-11.6438
1070345:21:13.643909,-11.6439
1070345:21:13.653056,-11.6438
1070345:21:13.661958,-11.6435
1070345:21:13.671262,-11.6431
1070345:21:13.728358,-11.6444
1070345:21:13.737417,-11.6437
1070345:21:13.746107,-11.6437
1070345:21:13.755237,-11.6435
1070345:21:13.763851,-11.6435
1070345:21:13.772972,-11.6435
1070345:21:13.829595,-11.6435
1070345:21:13.838607,-11.6435
1070345:21:13.846627,-11.6435
1070345:21:13.855974,-11.6436
1070345:21:13.864853,-11.6435
1070345:21:13.873827,-11.6434
1070345:21:13.930782,-11.6436
1070345:21:13.939538,-11.6436
1070345:21:13.948198,-11.6435
1070345:21:13.957403,-11.6439
1070345:21:13.966440,-11.6435
1070345:21:13.975702,-11.6439
1070345:21:14.031966,-5.88622
1070345:21:14.040982,-5.15587
1070345:21:14.049572,-3.84891
1070345:21:14.058977,-3.20923
1070345:21:14.067900,-2.38115
1070345:21:14.076952,-2.33669
1070345:21:14.134161,-3.21743
1070345:21:14.142766,-4.15676
1070345:21:14.151446,-4.56601
1070345:21:14.159722,-4.02279
1070345:21:14.168806,-3.78359
1070345:21:14.178849,-6.16695
1070345:21:14.235539,-11.6439
1070345:21:14.243470,-11.644
1070345:21:14.252826,-11.6443
1070345:21:14.261117,-11.6442
1070345:21:14.269762,-11.6436
1070345:21:14.280107,-11.6435
1070345:21:14.336595,-11.6439
1070345:21:14.345710,-11.6433
1070345:21:14.354377,-11.6432
1070345:21:14.363212,-11.6433
1070345:21:14.372486,-11.6435
1070345:21:14.381655,-11.6435
1070345:21:14.438070,-11.6433
1070345:21:14.446724,-11.6432
1070345:21:14.455482,-11.6437
1070345:21:14.464323,-11.6435
1070345:21:14.473318,-11.6435
1070345:21:14.483551,-11.6435
1070345:21:14.540482,-11.6436
1070345:21:14.549502,-11.6435
1070345:21:14.557502,-11.6434
1070345:21:14.566465,-11.6434
1070345:21:14.575854,-11.6434
1070345:21:14.633128,-11.6431
1070345:21:14.641888,-11.6432
1070345:21:14.650569,-11.6436
1070345:21:14.658598,-11.6433
1070345:21:14.667889,-11.6435
1070345:21:14.677130,-11.6441
1070345:21:14.734104,-11.644
1070345:21:14.743157,-11.6434
1070345:21:14.751185,-11.6441
1070345:21:14.760738,-11.6445
1070345:21:14.768732,-11.6442
1070345:21:14.777787,-11.6444
1070345:21:14.835018,-9.16796
1070345:21:14.844117,-4.78307
1070345:21:14.852893,-4.42694
1070345:21:14.860909,-3.4556
1070345:21:14.869929,-2.40758
1070345:21:14.878588,-2.5606
1070345:21:14.888083,-3.31444
1070345:21:14.944401,-5.17685
1070345:21:14.953651,-6.60516
1070345:21:14.962438,-7.67818
1070345:21:14.970918,-9.07965
1070345:21:14.980026,-11.6137
1070345:21:14.989174,-11.6439
1070345:21:15.045790,-11.6441
1070345:21:15.054503,-11.6436
1070345:21:15.063102,-11.6435
1070345:21:15.071762,-11.6434
1070345:21:15.080695,-11.6435
1070345:21:15.089698,-11.6436
1070345:21:15.147388,-11.6437
1070345:21:15.155727,-11.6433
1070345:21:15.165118,-11.6432
1070345:21:15.173851,-11.6436
1070345:21:15.183201,-11.6436
1070345:21:15.191684,-11.6435
1070345:21:15.248771,-11.6435
1070345:21:15.257162,-11.6438
1070345:21:15.265859,-11.6438
1070345:21:15.274559,-11.6434
1070345:21:15.283188,-11.6435
1070345:21:15.292448,-11.6438
1070345:21:15.349687,-11.6436
1070345:21:15.358303,-11.6437
1070345:21:15.366728,-11.6436
1070345:21:15.375763,-11.6439
1070345:21:15.383909,-11.6441
1070345:21:15.393162,-11.6439
1070345:21:15.450788,-11.6437
1070345:21:15.459547,-11.6435
1070345:21:15.467532,-11.6435
1070345:21:15.476662,-11.6437
1070345:21:15.485663,-11.6444
1070345:21:15.494761,-11.6441
1070345:21:15.551847,-11.6435
1070345:21:15.559730,-11.6437
1070345:21:15.569134,-11.6436
1070345:21:15.578197,-11.6443
1070345:21:15.586900,-11.6439
1070345:21:15.595835,-11.6443
1070345:21:15.652588,-11.6437
1070345:21:15.660925,-11.6443
1070345:21:15.669733,-11.6441
1070345:21:15.678769,-11.6441
1070345:21:15.686795,-11.6439
1070345:21:15.695825,-11.644
1070345:21:15.753662,-11.6444
1070345:21:15.762332,-11.6444
1070345:21:15.770967,-11.6444
1070345:21:15.779359,-11.6439
1070345:21:15.787331,-11.6439
1070345:21:15.797020,-11.6439
1070345:21:15.854070,-11.6442
1070345:21:15.862471,-11.6444
1070345:21:15.870377,-11.6441
1070345:21:15.879346,-11.6435
1070345:21:15.888536,-11.6434
1070345:21:15.896447,-11.6433
1070345:21:15.907571,-11.6435
1070345:21:15.963906,-11.6439
1070345:21:15.972919,-11.6432
1070345:21:15.980933,-11.6435
1070345:21:15.989552,-11.6435
1070345:21:15.998944,-11.6435
1070345:21:16.008138,-11.6436
1070345:21:16.065959,-9.32546
1070345:21:16.075004,-11.1099
1070345:21:16.083187,-11.6439
1070345:21:16.092261,-8.61571
1070345:21:16.101445,-7.99015
1070345:21:16.110585,-8.19672
1070345:21:16.167513,-11.6433
1070345:21:16.175490,-11.6433
1070345:21:16.185001,-11.6432
1070345:21:16.193088,-11.6435
1070345:21:16.202544,-11.6432
1070345:21:16.211901,-11.6439
1070345:21:16.268562,-11.6434
1070345:21:16.277380,-11.6433
1070345:21:16.286056,-11.6441
1070345:21:16.295059,-11.6437
1070345:21:16.304243,-11.6441
1070345:21:16.313138,-11.644
1070345:21:16.370722,-11.6441
1070345:21:16.378968,-8.43971
1070345:21:16.388235,-9.0295
1070345:21:16.396520,-9.63081
1070345:21:16.406141,-6.98395
1070345:21:16.415278,-4.78367
1070345:21:16.471967,-11.157
1070345:21:16.480517,-11.417
1070345:21:16.489392,-11.6438
1070345:21:16.498082,-11.6434
1070345:21:16.507773,-11.6432
1070345:21:16.516997,-11.6432
1070345:21:16.574183,-11.6436
1070345:21:16.582798,-11.6432
1070345:21:16.591504,-11.6436
1070345:21:16.599272,-11.6437
1070345:21:16.608501,-11.6436
1070345:21:16.618752,-11.6432
1070345:21:16.675136,-11.6436
1070345:21:16.684414,-11.6436
1070345:21:16.693112,-11.6437
1070345:21:16.702021,-11.6433
1070345:21:16.710803,-11.6436
1070345:21:16.720227,-11.644
1070345:21:16.777034,-11.6439
1070345:21:16.785671,-11.6435
1070345:21:16.793854,-11.6433
1070345:21:16.803016,-11.6436
1070345:21:16.811714,-11.6441
1070345:21:16.869180,-11.6444
1070345:21:16.877932,-3.26862
1070345:21:16.886843,-3.19754
1070345:21:16.895503,-2.71639
1070345:21:16.904069,-1.81728
1070345:21:16.912469,-3.0584
1070345:21:16.922910,-5.02444
1070345:21:16.979704,-11.6443
1070345:21:16.987699,-11.6443
1070345:21:16.997113,-11.6437
1070345:21:17.005650,-11.6439
1070345:21:17.014682,-11.6435
1070345:21:17.072393,-11.6433
1070345:21:17.080884,-11.6435
1070345:21:17.089677,-11.6434
1070345:21:17.097659,-11.6436
1070345:21:17.107059,-11.6437
1070345:21:17.115675,-11.6435
1070345:21:17.125147,-11.6433
1070345:21:17.181892,-11.6435
1070345:21:17.189780,-11.6437
1070345:21:17.198236,-7.95704
1070345:21:17.207448,-4.05448
1070345:21:17.216529,-11.6439
1070345:21:17.225274,-2.64659
1070345:21:17.282713,-11.6438
1070345:21:17.290976,-11.6433
1070345:21:17.299847,-11.6435
1070345:21:17.308566,-11.6434
1070345:21:17.317364,-11.6434
1070345:21:17.326389,-11.6436
1070345:21:17.335939,-11.6436
1070345:21:17.391861,-11.6435
1070345:21:17.400778,-11.6435
1070345:21:17.408762,-11.6434
1070345:21:17.417917,-11.6436
1070345:21:17.427105,-11.6437
1070345:21:17.436833,-11.6435
1070345:21:17.493228,-11.6433
1070345:21:17.501644,-11.6434
1070345:21:17.509619,-11.6435
1070345:21:17.518853,-11.6439
1070345:21:17.527870,-11.4746
1070345:21:17.585626,-11.644
1070345:21:17.594374,-3.63289
1070345:21:17.602703,-4.27337
1070345:21:17.611870,-3.66062
1070345:21:17.620709,-4.21075
1070345:21:17.629254,-5.8479
1070345:21:17.638505,-10.175
1070345:21:17.695234,-11.6436
1070345:21:17.703805,-11.6436
1070345:21:17.712651,-11.6438
1070345:21:17.721018,-11.644
1070345:21:17.729695,-11.6441
1070345:21:17.739713,-11.6439
1070345:21:17.796689,-11.6443
1070345:21:17.805227,-11.6441
1070345:21:17.813936,-11.6441
1070345:21:17.822746,-11.6439
1070345:21:17.830458,-11.6435
1070345:21:17.888824,-11.6436
1070345:21:17.897914,-4.44412
1070345:21:17.906625,-3.4648
1070345:21:17.914918,-2.36598
1070345:21:17.923947,-1.55874
1070345:21:17.932530,-1.29076
1070345:21:17.941689,-2.14118
1070345:21:17.998768,-11.6437
1070345:21:18.007475,-11.6437
1070345:21:18.015817,-11.6434
1070345:21:18.024853,-11.6435
1070345:21:18.033470,-11.6431
1070345:21:18.042649,-11.6435
1070345:21:18.098972,-11.6437
1070345:21:18.108377,-11.6434
1070345:21:18.117019,-11.6436
1070345:21:18.125679,-11.6431
1070345:21:18.133819,-11.6432
1070345:21:18.143046,-11.6436
1070345:21:18.200132,-11.6431
1070345:21:18.209198,-11.6436
1070345:21:18.217119,-11.6437
1070345:21:18.226374,-5.95737
1070345:21:18.235298,-2.8481
1070345:21:18.244116,-1.75273
1070345:21:18.300930,-3.61754
1070345:21:18.309762,-7.34342
1070345:21:18.318101,-11.6436
1070345:21:18.327356,-11.6436
1070345:21:18.336126,-11.6435
1070345:21:18.344884,-11.6435
1070345:21:18.402235,-11.6436
1070345:21:18.410946,-11.6435
1070345:21:18.419044,-11.6436
1070345:21:18.428217,-11.6436
1070345:21:18.436242,-11.6434
1070345:21:18.445294,-11.6439
1070345:21:18.503595,-11.6435
1070345:21:18.511925,-11.6436
1070345:21:18.520107,-11.6438
1070345:21:18.529317,-11.6441
1070345:21:18.537352,-11.644
1070345:21:18.546619,-10.7078
1070345:21:18.604031,-2.92508
1070345:21:18.612971,-2.89943
1070345:21:18.620992,-5.37993
1070345:21:18.630570,-8.84128
1070345:21:18.638551,-9.47238
1070345:21:18.647532,-11.6446
1070345:21:18.705650,-11.644
1070345:21:18.713841,-11.6438
1070345:21:18.722902,-11.6439
1070345:21:18.730811,-11.6442
1070345:21:18.739979,-11.6434
1070345:21:18.748493,-11.6436
1070345:21:18.805551,-11.6439
1070345:21:18.814726,-11.6438
1070345:21:18.823574,-11.6437
1070345:21:18.831942,-11.6436
1070345:21:18.839790,-11.6435
1070345:21:18.848927,-11.6434
1070345:21:18.905998,-3.60594
1070345:21:18.915057,-2.37936
1070345:21:18.923078,-1.95612
1070345:21:18.932025,-2.40426
1070345:21:18.940040,-2.74896
1070345:21:18.949662,-4.29083
1070345:21:19.007287,-11.6436
1070345:21:19.016482,-11.6438
1070345:21:19.024750,-11.6437
1070345:21:19.033771,-11.6437
1070345:21:19.041735,-11.6433
1070345:21:19.051540,-11.6436
1070345:21:19.108313,-11.6433
1070345:21:19.117505,-11.6437
1070345:21:19.126432,-11.6434
1070345:21:19.134851,-11.6436
1070345:21:19.143665,-11.6434
1070345:21:19.152541,-11.6437
1070345:21:19.209265,-11.6437
1070345:21:19.218235,-10.5582
1070345:21:19.227601,-6.91166
1070345:21:19.236053,-2.79268
1070345:21:19.244704,-1.76498
1070345:21:19.253394,-2.10531
1070345:21:19.309763,-8.48294
1070345:21:19.318950,-11.6437
1070345:21:19.327950,-11.6433
1070345:21:19.336950,-11.6436
1070345:21:19.345219,-11.6434
1070345:21:19.354856,-11.6433
1070345:21:19.411017,-11.6435
1070345:21:19.419781,-11.6433
1070345:21:19.428760,-11.6434
1070345:21:19.437336,-11.6433
1070345:21:19.446467,-11.6436
1070345:21:19.455205,-11.6438
1070345:21:19.464723,-11.6438
1070345:21:19.522759,-11.6441
1070345:21:19.530885,-11.6439
1070345:21:19.539920,-11.6442
1070345:21:19.548848,-11.6438
1070345:21:19.556866,-9.23567
1070345:21:19.566808,-7.08214
1070345:21:19.624171,-1.89228
1070345:21:19.633218,-2.63794
1070345:21:19.641210,-5.081
1070345:21:19.649635,-7.10856
1070345:21:19.658283,-9.50168
1070345:21:19.668299,-9.71072
1070345:21:19.725165,-11.6435
1070345:21:19.733159,-11.6433
1070345:21:19.742529,-11.6433
1070345:21:19.750654,-11.6435
1070345:21:19.759612,-11.6434
1070345:21:19.768712,-11.6434
1070345:21:19.826080,-11.6435
1070345:21:19.835093,-11.6433
1070345:21:19.843903,-11.6431
1070345:21:19.851880,-11.643
1070345:21:19.861047,-11.6432
1070345:21:19.918216,-11.6434
1070345:21:19.926145,-4.33661
1070345:21:19.935268,-4.22998
1070345:21:19.944443,-4.84908
1070345:21:19.952569,-3.55085
1070345:21:19.962031,-1.33643
1070345:21:19.970805,-1.6359
1070345:21:20.028136,-11.6436
1070345:21:20.036866,-11.6434
1070345:21:20.045852,-11.6437
1070345:21:20.053804,-11.6436
1070345:21:20.062098,-11.6432
1070345:21:20.071765,-11.6435
1070345:21:20.129192,-11.6429
1070345:21:20.138128,-11.6433
1070345:21:20.145967,-11.6433
1070345:21:20.155219,-11.6438
1070345:21:20.163233,-11.6437
1070345:21:20.172374,-11.644
1070345:21:20.229659,-11.6436
1070345:21:20.238704,-11.6434
1070345:21:20.247536,-11.6441
1070345:21:20.256202,-11.6443
1070345:21:20.264164,-11.6445
1070345:21:20.273152,-9.90561
1070345:21:20.329744,-2.41121
1070345:21:20.338722,-5.60542
1070345:21:20.347718,-5.71305
1070345:21:20.356060,-4.7764
1070345:21:20.364733,-8.09048
1070345:21:20.373390,-11.6444
1070345:21:20.429767,-11.6434
1070345:21:20.438787,-11.6443
1070345:21:20.447812,-11.644
1070345:21:20.456973,-11.644
1070345:21:20.465018,-11.6441
1070345:21:20.474137,-11.644
1070345:21:20.530694,-11.6438
1070345:21:20.539602,-11.6439
1070345:21:20.548638,-11.6439
1070345:21:20.557819,-11.6439
1070345:21:20.565862,-11.6435
1070345:21:20.575116,-11.6433
1070345:21:20.632797,-9.84605
1070345:21:20.641798,-7.24584
1070345:21:20.649776,-3.0446
1070345:21:20.659000,-2.54838
1070345:21:20.667998,-1.80216
1070345:21:20.675977,-1.66812
1070345:21:20.733631,-11.1009
1070345:21:20.742648,-11.6436
1070345:21:20.751886,-11.6434
1070345:21:20.759799,-11.6433
1070345:21:20.768149,-11.6437
1070345:21:20.777404,-11.6434
1070345:21:20.834894,-11.6433
1070345:21:20.842925,-11.6435
1070345:21:20.852054,-11.6432
1070345:21:20.861034,-11.6432
1070345:21:20.869743,-11.6432
1070345:21:20.878660,-11.6437
1070345:21:20.936317,-11.6436
1070345:21:20.944975,-11.6433
1070345:21:20.953650,-11.6433
1070345:21:20.962957,-11.6439
1070345:21:20.970952,-11.6436
1070345:21:20.979825,-9.94524
1070345:21:21.037361,-3.67904
1070345:21:21.045288,-5.90149
1070345:21:21.055036,-6.34935
1070345:21:21.064184,-8.43911
1070345:21:21.072811,-11.6438
1070345:21:21.081350,-11.6441
1070345:21:21.138517,-11.6435
1070345:21:21.147081,-11.6434
1070345:21:21.155710,-11.6435
1070345:21:21.164949,-11.6445
1070345:21:21.173682,-11.6445
1070345:21:21.182315,-11.6443
1070345:21:21.238638,-11.6433
1070345:21:21.247836,-11.6438
1070345:21:21.255920,-11.6441
