Time - Plot 0,Intensity,Temperature
42:52.206307,-1.59586,30.4725
42:52.215950,-1.90231,30.4763
42:52.225179,-2.04612,30.4706
42:52.234871,-1.56684,30.4821
42:52.293854,-1.48545,30.4773
42:52.303718,-1.94782,30.4997
42:52.312686,-2.025,30.4838
42:52.323713,-1.76466,30.4804
42:52.332884,-1.63477,30.4874
42:52.344303,-1.84684,30.4789
42:52.401668,-2.09934,30.4943
42:52.410785,-1.72207,30.4829
42:52.420214,-1.49705,30.5132
42:52.429195,-1.42136,30.4923
42:52.438832,-1.55225,30.4935
42:52.449389,-1.86164,30.4993
42:52.506942,-0.93505,30.5023
42:52.517011,-1.0009,30.508
42:52.526239,-1.42873,30.5023
42:52.535189,-1.67584,30.5217
42:52.545189,-1.65136,30.4999
42:52.603333,-1.57389,30.529
42:52.612808,-1.51933,30.5108
42:52.621610,-1.71991,30.5148
42:52.630815,-1.76577,30.5214
42:52.640716,-1.82635,30.5232
42:52.651069,-1.78088,30.528
42:52.709755,-1.68827,30.5272
42:52.718791,-1.61164,30.5453
42:52.728793,-2.04637,30.5196
42:52.737778,-1.93188,30.5269
42:52.747752,-1.58716,30.5352
42:52.806045,-1.4366,30.5344
42:52.815242,-1.16378,30.5392
42:52.824902,-1.28166,30.5402
42:52.833931,-1.2711,30.5442
42:52.843501,-1.27963,30.5368
42:52.854406,-1.12156,30.561
42:52.911911,-0.95007,30.5362
42:52.920940,-1.06459,30.5561
42:52.930544,-0.987752,30.5565
42:52.939530,-0.828652,30.555
42:52.949501,-0.802046,30.5548
42:52.959662,-0.696711,30.5526
42:53.017135,-0.720776,30.5676
42:53.026163,-0.714938,30.555
42:53.036224,-0.683123,30.5822
42:53.045266,-0.577771,30.561
42:53.056277,-0.545465,30.5595
42:53.114094,-0.563891,30.5764
42:53.123249,-0.681585,30.5765
42:53.133050,-0.56228,30.578
42:53.141467,-0.541599,30.5775
42:53.151693,-0.562065,30.5832
42:53.161861,-0.559349,30.5676
42:53.220359,-0.553669,30.6029
42:53.229172,-0.567786,30.584
42:53.239235,-0.573031,30.582
42:53.248214,-0.624569,30.5904
42:53.256971,-0.57404,30.5903
42:53.316225,-0.551707,30.5968
42:53.325298,-0.761704,30.5969
42:53.334323,-0.961097,30.6061
42:53.344374,-0.896316,30.5873
42:53.353393,-0.69702,30.608
42:53.364940,-0.568504,30.6063
42:53.421483,-1.25835,30.6012
42:53.431618,-1.19229,30.6107
42:53.441243,-0.756476,30.6091
42:53.450461,-0.565995,30.6129
42:53.460158,-0.680225,30.6072
42:53.470387,-0.967427,30.6327
42:53.528304,-1.21386,30.6062
42:53.536947,-0.852553,30.6239
42:53.546967,-0.771219,30.6264
42:53.555899,-0.987658,30.6201
42:53.565850,-1.20284,30.6242
42:53.622837,-1.05758,30.6234
42:53.633453,-1.18798,30.6337
42:53.642498,-1.11463,30.6288
42:53.652754,-1.28886,30.648
42:53.661855,-1.30843,30.6278
42:53.671618,-1.12885,30.6302
42:53.730043,-1.17945,30.6448
42:53.739182,-1.08406,30.634
42:53.748080,-0.976758,30.6478
42:53.758053,-0.800549,30.6463
42:53.768019,-0.752025,30.6516
42:53.824062,-0.726617,30.6358
42:53.835722,-0.711461,30.6706
42:53.844738,-0.570383,30.6498
42:53.854726,-0.519229,30.6511
42:53.863691,-0.447566,30.6657
42:53.873651,-0.42645,30.6577
42:53.930638,-0.429035,30.6684
42:53.940906,-0.417958,30.6696
42:53.950195,-0.44019,30.6674
42:53.959368,-0.413199,30.664
42:53.969260,-0.356889,30.6834
42:53.979479,-0.360217,30.6612
42:54.036633,-0.46071,30.6936
42:54.046693,-0.391649,30.6792
42:54.055698,-0.364815,30.6742
42:54.064775,-0.394095,30.6805
42:54.075174,-0.525166,30.6795
42:54.133297,-0.374146,30.688
42:54.142860,-0.377978,30.6841
42:54.151677,-0.378411,30.7033
42:54.161680,-0.388566,30.6747
42:54.170905,-0.34075,30.6949
42:54.180693,-0.323882,30.696
42:54.238285,-0.362205,30.6939
42:54.248390,-0.350047,30.7036
42:54.257406,-0.340386,30.6986
42:54.267394,-0.316866,30.7054
42:54.276377,-0.333211,30.6988
42:54.335310,-0.345412,30.7142
42:54.345408,-0.340638,30.7001
42:54.354390,-0.335216,30.7054
42:54.364322,-0.34015,30.7182
42:54.373289,-0.605937,30.7151
42:54.384337,-0.551812,30.7182
42:54.440882,-0.415239,30.721
42:54.450648,-0.579681,30.7245
42:54.460387,-0.774098,30.7152
42:54.469719,-0.729991,30.7367
42:54.478831,-0.508007,30.7199
42:54.489041,-0.46029,30.7193
42:54.546325,-0.572822,30.7311
42:54.556341,-0.668951,30.7303
42:54.565360,-0.692653,30.7347
42:54.575402,-0.763607,30.7345
42:54.585277,-0.773588,30.7437
42:54.643104,-0.729171,30.737
42:54.652806,-0.713348,30.7612
42:54.661619,-0.612245,30.7386
42:54.671405,-0.876823,30.7415
42:54.680592,-1.3728,30.7507
42:54.690750,-1.65153,30.7498
42:54.748697,-0.902349,30.759
42:54.758183,-0.920372,30.7538
42:54.767435,-1.09071,30.7609
42:54.776412,-1.61821,30.7457
42:54.786417,-1.71668,30.7745
42:54.844513,-1.06742,30.7528
42:54.853673,-1.55381,30.7832
42:54.862691,-2.09891,30.7741
42:54.872407,-1.89086,30.7648
42:54.881504,-1.75576,30.7702
42:54.892489,-1.12303,30.7673
42:54.949657,-2.13057,30.7781
42:54.959207,-2.30136,30.7707
42:54.969132,-2.11934,30.7939
42:54.978405,-1.37183,30.7686
42:55.035007,-1.24039,30.783
42:55.045229,-1.83292,30.7751
42:55.054205,-2.06315,30.7847
42:55.064299,-1.71209,30.7957
42:55.073313,-1.3117,30.7931
42:55.083618,-1.35131,30.7925
42:55.093839,-1.74902,30.7838
42:55.151270,-1.61418,30.8023
42:55.160616,-1.2483,30.7871
42:55.170494,-1.39139,30.8159
42:55.180378,-1.64523,30.804
42:55.189387,-1.71465,30.8043
42:55.247944,-1.48504,30.8115
42:55.256954,-1.5875,30.8102
42:55.266614,-1.38758,30.8112
42:55.276589,-1.19401,30.8089
42:55.286022,-1.10562,30.8294
42:55.296230,-1.3923,30.8074
42:55.353279,-1.41884,30.8343
42:55.361830,-1.24931,30.8138
42:55.372255,-1.40655,30.8172
42:55.381400,-1.81383,30.8246
42:55.390579,-1.90607,30.8246
42:55.448865,-2.16105,30.8276
42:55.458239,-1.83438,30.8312
42:55.467464,-2.20356,30.8372
42:55.477269,-2.26628,30.8229
42:55.486483,-2.29277,30.8505
42:55.496445,-2.30398,30.8385
42:55.554370,-1.74031,30.8433
42:55.563383,-2.2775,30.8454
42:55.572369,-2.35855,30.843
42:55.582381,-2.74097,30.8437
42:55.592347,-3.06363,30.8402
42:55.602391,-3.25896,30.8594
42:55.659714,-2.6881,30.8452
42:55.668833,-3.18415,30.8679
42:55.678826,-3.34572,30.8419
42:55.687949,-3.28701,30.8496
42:55.698147,-2.52138,30.8572
42:55.708178,-1.90917,30.8553
42:55.766324,-2.89809,30.8649
42:55.775443,-2.69678,30.8605
42:55.784471,-2.34859,30.8741
42:55.794407,-2.04175,30.855
42:55.804376,-1.68701,30.8698
42:55.862109,-2.89691,30.8598
42:55.871251,-2.81878,30.8687
42:55.881018,-2.47173,30.8762
42:55.890058,-1.90078,30.8754
42:55.900068,-1.42315,30.8797
42:55.910233,-1.53467,30.8721
42:55.966851,-2.21284,30.8875
42:55.976047,-1.86206,30.8791
42:55.986077,-1.69103,30.9023
42:55.996131,-1.85175,30.8881
42:56.006031,-2.26292,30.8832
42:56.063755,-2.7867,30.8943
42:56.072736,-2.17596,30.8958
42:56.081738,-1.98032,30.8987
42:56.091832,-2.38483,30.8973
42:56.101792,-2.86101,30.9149
42:56.111805,-3.19796,30.8874
42:56.169288,-2.32708,30.9208
42:56.178194,-2.66677,30.9002
42:56.188203,-3.17474,30.9023
42:56.198205,-3.41512,30.9135
42:56.206977,-3.48632,30.9117
42:56.217949,-3.58155,30.9166
42:56.275154,-3.30109,30.9161
42:56.284131,-3.53455,30.9238
42:56.293106,-3.68158,30.9085
42:56.303079,-3.61845,30.9343
42:56.313056,-3.42112,30.9248
42:56.370437,-3.80485,30.9487
42:56.380410,-3.72176,30.9322
42:56.389386,-3.4975,30.9271
42:56.398363,-3.52235,30.9317
42:56.408339,-3.56748,30.9318
42:56.418312,-3.53702,30.9381
42:56.475671,-3.76923,30.9391
42:56.484646,-3.82666,30.9449
42:56.493623,-3.88967,30.9284
42:56.502599,-3.77427,30.9586
42:56.512575,-3.78244,30.9462
42:56.522924,-3.84549,30.9422
42:56.579785,-3.91607,30.9559
42:56.589757,-3.95825,30.9507
42:56.598734,-3.97517,30.952
42:56.607714,-3.95536,30.95
42:56.617687,-3.95751,30.9591
42:56.628189,-3.96681,30.9423
42:56.685932,-4.01388,30.9771
42:56.695072,-4.04081,30.9526
42:56.703799,-4.041,30.9664
42:56.713075,-4.04357,30.9692
42:56.723555,-3.98483,30.9648
42:56.781416,-4.02171,30.9737
42:56.790602,-4.04274,30.9733
42:56.799595,-4.04597,30.9731
42:56.809625,-4.03625,30.9661
42:56.818610,-3.9718,30.9905
42:56.830111,-3.92472,30.9747
42:56.887067,-4.04453,30.9998
42:56.896214,-4.03633,30.9865
42:56.905718,-4.04365,30.9779
42:56.914850,-3.99554,30.9854
42:56.924857,-3.93145,30.9834
42:56.983396,-4.0612,30.99
42:56.992904,-4.05513,30.9902
42:57.001930,-3.98976,31.0126
42:57.011952,-4.06016,30.9854
42:57.020921,-4.0454,30.9893
42:57.031825,-3.93001,30.9978
42:57.088777,-4.05135,30.9993
42:57.098161,-4.05258,31.0058
42:57.106829,-4.05787,31.0056
42:57.116975,-4.01069,31.0068
42:57.125618,-3.93222,31.0023
42:57.183704,-4.01942,31.025
42:57.194062,-4.08331,31.0036
42:57.203083,-3.9722,31.031
42:57.213274,-3.71648,31.0182
42:57.221821,-3.26747,31.008
42:57.231455,-3.18327,31.017
42:57.288722,-3.77394,31.0171
42:57.299322,-3.59347,31.0288
42:57.309463,-3.49762,31.0232
42:57.318354,-3.49732,31.0402
42:57.327405,-3.57371,31.0136
42:57.385227,-3.5764,31.0362
42:57.395679,-3.52495,31.026
42:57.406407,-3.56159,31.0376
42:57.416891,-3.57443,31.0386
42:57.426124,-3.47854,31.0295
42:57.435704,-3.60354,31.0517
42:57.492282,-3.21621,31.0388
42:57.503701,-3.52592,31.0544
42:57.512887,-3.63511,31.0488
42:57.522208,-3.46581,31.0414
42:57.531453,-3.36003,31.0471
42:57.590215,-3.5543,31.0489
42:57.599275,-3.46545,31.0568
42:57.609320,-3.31044,31.0536
42:57.619215,-3.37989,31.0718
42:57.628262,-3.57015,31.0485
42:57.638229,-3.66065,31.0536
42:57.695604,-3.32648,31.0592
42:57.705825,-3.34416,31.0633
42:57.715034,-3.39851,31.0687
42:57.725196,-3.19998,31.0659
42:57.734238,-2.8401,31.0713
42:57.792193,-3.27432,31.0591
42:57.802289,-3.31793,31.0879
42:57.811318,-3.39424,31.0656
42:57.821249,-3.10415,31.0707
42:57.830377,-2.76355,31.0837
42:57.840351,-2.75502,31.0787
42:57.897171,-3.25649,31.0827
42:57.907510,-3.20677,31.0859
42:57.916707,-2.41612,31.0898
42:57.925716,-2.03853,31.0822
42:57.936110,-2.33725,31.1064
42:57.992860,-3.10081,31.08
42:58.002992,-2.63354,31.1139
42:58.013033,-2.33799,31.0984
42:58.022004,-2.36402,31.0935
42:58.031542,-2.93644,31.1004
42:58.040518,-3.59012,31.0997
42:58.098122,-2.99482,31.1049
42:58.108074,-2.82254,31.1042
42:58.117545,-3.30488,31.1149
42:58.126643,-3.56007,31.102
42:58.135654,-3.81196,31.1267
42:58.145910,-3.70541,31.1047
42:58.202725,-2.57504,31.1074
42:58.212856,-2.89953,31.1208
42:58.222663,-3.48175,31.1141
42:58.231841,-3.22767,31.123
42:58.241136,-3.16976,31.1185
42:58.297948,-3.15476,31.127
42:58.308203,-3.39133,31.1267
42:58.318281,-3.29791,31.1361
42:58.327774,-2.80814,31.1164
42:58.338231,-2.14515,31.1281
42:58.347812,-2.04167,31.1366
42:58.404955,-2.59908,31.1352
42:58.414864,-2.44995,31.1415
42:58.424418,-2.1324,31.1384
42:58.434535,-2.08007,31.1444
42:58.443024,-2.09937,31.1318
42:58.500304,-2.11149,31.1593
42:58.510610,-1.83312,31.1369
42:58.519457,-1.96993,31.1643
42:58.529753,-2.05272,31.1531
42:58.539168,-1.92492,31.1442
42:58.548617,-1.96038,31.1548
42:58.605114,-1.91745,31.154
42:58.615438,-1.64245,31.1589
42:58.624352,-1.7154,31.1609
42:58.634928,-1.79798,31.1684
42:58.643968,-1.85458,31.1508
42:58.653848,-1.60701,31.1789
42:58.710349,-1.77777,31.1677
42:58.721546,-1.87933,31.1629
42:58.730693,-1.78718,31.1701
42:58.740632,-1.62499,31.1685
42:58.749643,-1.42876,31.1741
42:58.806830,-1.91709,31.1655
42:58.817113,-1.58154,31.1852
42:58.826378,-1.41078,31.1692
42:58.837109,-1.23448,31.1967
42:58.846115,-1.30558,31.185
42:58.856105,-1.55341,31.1784
42:58.913002,-1.07252,31.1812
42:58.922898,-1.16088,31.1872
42:58.932427,-1.36598,31.19
42:58.941589,-1.44151,31.1887
42:58.950760,-1.4406,31.1983
42:58.960801,-1.38434,31.1835
42:59.018840,-0.996843,31.2066
42:59.028236,-0.795826,31.1878
42:59.037691,-0.699292,31.2038
42:59.047792,-1.13726,31.2068
42:59.057170,-1.18056,31.2031
42:59.113500,-0.35029,31.2082
42:59.124169,-0.450935,31.2049
42:59.133789,-0.996468,31.21
42:59.143763,-1.0615,31.2014
42:59.152698,-0.616073,31.2283
42:59.162778,-0.547989,31.2078
42:59.220613,-0.577343,31.2316
42:59.229866,-0.700429,31.2211
42:59.239022,-0.580759,31.2113
42:59.249094,-0.761881,31.2207
42:59.258193,-0.376591,31.2207
42:59.315125,-0.49882,31.2311
42:59.325915,-0.62503,31.2235
42:59.334944,-0.77828,31.2478
42:59.345918,-0.554666,31.2198
42:59.354850,-0.375646,31.2284
42:59.365238,-0.4711,31.2322
42:59.422429,-0.623651,31.2317
42:59.431529,-0.487998,31.2402
42:59.440706,-0.474441,31.2379
42:59.450903,-0.516161,31.2446
42:59.460551,-0.394705,31.2337
42:59.517232,-0.501666,31.2627
42:59.527295,-0.410322,31.2355
42:59.537135,-0.337607,31.2538
42:59.546138,-0.405081,31.2556
42:59.557024,-0.335337,31.2543
42:59.566212,-0.281182,31.2548
42:59.623741,-0.304944,31.26
42:59.632942,-0.326503,31.2622
42:59.641820,-0.313466,31.2588
42:59.651865,-0.293943,31.2764
42:59.661774,-0.276825,31.2561
42:59.719842,-0.529411,31.2627
42:59.730241,-0.371061,31.2784
42:59.739498,-0.279358,31.2679
42:59.748739,-0.303124,31.2726
42:59.758720,-0.332056,31.2724
42:59.767725,-0.340272,31.28
42:59.826247,-0.305163,31.2764
42:59.835289,-0.360886,31.3001
42:59.845474,-0.343562,31.2732
42:59.854650,-0.30014,31.2772
42:59.863660,-0.27126,31.2867
42:59.921805,-0.385014,31.2847
42:59.930946,-0.274874,31.2952
42:59.940838,-0.285653,31.2938
42:59.949856,-0.283799,31.2961
42:59.959895,-0.445565,31.2852
43:00.016817,-0.54289,31.3118
43:00.026099,-0.286923,31.2915
43:00.035958,-0.28868,31.321
43:00.046105,-0.319026,31.3017
43:00.055787,-0.341258,31.2982
43:00.064967,-0.318479,31.3043
43:00.074734,-0.305351,31.3064
43:00.131987,-0.29095,31.3143
43:00.141032,-0.2925,31.3126
43:00.151053,-0.286607,31.3171
43:00.160095,-0.301644,31.3051
43:00.170567,-0.281111,31.3337
43:00.228570,-0.297091,31.3087
43:00.238208,-0.288192,31.3174
43:00.247526,-0.303197,31.3265
43:00.256170,-0.334382,31.3275
43:00.266390,-0.348311,31.3238
43:00.276550,-0.314198,31.3204
43:00.334718,-0.347471,31.336
43:00.343786,-0.393896,31.3216
43:00.353814,-0.362066,31.3409
43:00.363748,-0.386186,31.3406
43:00.372759,-0.408875,31.3373
43:00.382742,-0.336589,31.3403
43:00.439869,-0.407997,31.3421
43:00.449242,-0.391636,31.3482
43:00.459248,-0.432567,31.3423
43:00.468258,-0.39075,31.3626
43:00.479238,-0.352807,31.3374
43:00.536515,-0.459601,31.3698
43:00.545589,-0.635708,31.353
43:00.555614,-0.624076,31.3473
43:00.564440,-0.454946,31.358
43:00.574407,-0.400045,31.3563
43:00.584510,-0.415439,31.3635
43:00.642540,-0.417879,31.3622
43:00.651693,-0.346525,31.3797
43:00.660772,-0.328394,31.3543
43:00.670650,-0.325367,31.3743
43:00.680484,-0.299851,31.369
43:00.738468,-0.450675,31.3748
43:00.747046,-0.610748,31.3762
43:00.757136,-0.46438,31.372
43:00.767157,-0.291193,31.3788
43:00.776413,-0.275705,31.3699
43:00.787009,-0.315181,31.3972
43:00.844455,-0.273403,31.3714
43:00.853469,-0.239313,31.3879
43:00.863482,-0.243653,31.3875
43:00.873500,-0.267821,31.3902
43:00.882797,-0.321872,31.3881
43:00.939167,-0.278534,31.3832
43:00.950357,-0.27181,31.4008
43:00.960330,-0.267697,31.3835
43:00.969306,-0.278614,31.4145
43:00.979306,-0.278048,31.3942
43:00.988855,-0.291794,31.3957
43:01.045279,-0.35921,31.4005
43:01.055419,-0.39075,31.3981
43:01.065435,-0.366487,31.4065
43:01.074524,-0.708695,31.403
43:01.084287,-0.807332,31.4131
43:01.094388,-0.691878,31.3964
43:01.151048,-0.87726,31.4194
43:01.161153,-0.942275,31.4044
43:01.170135,-1.0615,31.4209
43:01.180109,-1.18207,31.4226
43:01.189074,-0.98104,31.4165
43:01.246744,-1.30186,31.4234
43:01.257046,-1.43942,31.4232
43:01.266998,-1.32392,31.4302
43:01.275844,-1.28687,31.4201
43:01.286055,-0.906439,31.4443
43:01.295087,-1.28566,31.4257
43:01.352035,-1.63392,31.4251
43:01.363087,-1.41318,31.4386
43:01.372818,-0.873781,31.4304
43:01.381677,-1.02933,31.4377
43:01.390970,-1.14958,31.4364
43:01.448820,-0.484973,31.4445
43:01.458311,-0.332282,31.4437
43:01.467409,-0.334224,31.4506
43:01.476458,-0.402691,31.4347
43:01.486478,-0.614599,31.463
43:01.544055,-0.777712,31.4478
43:01.557137,-0.332622,31.4541
43:01.566166,-0.367883,31.4552
43:01.576140,-0.468208,31.4527
43:01.585115,-0.592834,31.4758
43:01.594275,-0.493736,31.4434
43:01.651229,-0.312817,31.4531
43:01.661933,-0.31341,31.4548
43:01.671138,-0.309912,31.4611
43:01.681104,-0.306504,31.4696
43:01.690110,-0.301738,31.469
43:01.700264,-0.429858,31.4686
43:01.757128,-0.523853,31.4631
43:01.767112,-0.521994,31.4806
43:01.776044,-0.531181,31.4666
43:01.786261,-0.777406,31.4891
43:01.795569,-1.15406,31.4709
43:01.852919,-1.30056,31.4721
43:01.864839,-1.34248,31.4885
43:01.873941,-1.75078,31.4848
43:01.883561,-1.9228,31.4892
43:01.892899,-2.0573,31.4857
43:01.902711,-2.0111,31.5003
43:01.958448,-1.49504,31.4797
43:01.969381,-1.66009,31.5118
43:01.979037,-1.83967,31.4935
43:01.988090,-1.74504,31.4919
43:01.997974,-2.0643,31.501
43:02.054677,-1.49896,31.4946
43:02.065037,-1.72426,31.504
43:02.074022,-1.87887,31.5027
43:02.083996,-1.91551,31.5126
43:02.092973,-2.00266,31.4974
43:02.102906,-2.25644,31.5239
43:02.160311,-2.10391,31.5059
43:02.169464,-2.18634,31.5333
43:02.179317,-2.31789,31.5113
43:02.188365,-2.55442,31.5098
43:02.198478,-2.71965,31.518
43:02.207735,-2.81016,31.5137
43:02.264613,-3.05912,31.5298
43:02.275865,-3.25458,31.5189
43:02.285058,-3.46484,31.54
43:02.294804,-3.2578,31.5122
43:02.303953,-2.96329,31.5269
43:02.360040,-3.80674,31.5329
43:02.371208,-3.76596,31.527
43:02.381182,-3.6131,31.5355
43:02.390159,-3.67262,31.5363
43:02.400418,-3.51892,31.5396
43:02.409701,-3.59735,31.532
43:02.466106,-3.77474,31.5556
43:02.477125,-3.82666,31.5289
43:02.486985,-3.69557,31.5601
43:02.495802,-3.67275,31.5449
43:02.504880,-3.61508,31.5427
43:02.562264,-3.77098,31.5489
43:02.573547,-3.77754,31.5509
43:02.582521,-3.64616,31.5542
43:02.592504,-3.64817,31.5504
43:02.601472,-3.76648,31.5685
43:02.611442,-3.90351,31.5417
43:02.668362,-3.84894,31.5533
43:02.679812,-3.83978,31.5665
43:02.688999,-3.94461,31.5596
43:02.697466,-4.04684,31.5664
43:02.707947,-4.04187,31.5652
43:02.717101,-3.99432,31.5712
43:02.774468,-4.00998,31.5548
43:02.784919,-4.05349,31.5793
43:02.793955,-4.01974,31.5606
43:02.803921,-3.99785,31.5775
43:02.812862,-3.86051,31.5783
43:02.869561,-4.09733,31.5742
43:02.881430,-4.08039,31.5828
43:02.890579,-3.99094,31.5813
43:02.900590,-3.89905,31.5851
43:02.909745,-3.85813,31.5784
43:02.919291,-4.04582,31.603
43:02.975886,-4.03087,31.5854
43:02.986934,-4.0645,31.6019
43:02.995873,-4.06873,31.5976
43:03.006189,-4.08461,31.5869
43:03.014834,-4.00187,31.5975
43:03.071888,-4.02323,31.5917
43:03.082270,-4.03828,31.6018
43:03.091253,-4.00877,31.6018
43:03.101270,-3.92098,31.6092
43:03.110509,-3.84037,31.5921
43:03.119700,-3.91153,31.6224
43:03.176323,-4.01139,31.6108
43:03.187528,-3.95309,31.6038
43:03.196506,-3.89463,31.6162
43:03.206491,-3.95398,31.6132
43:03.216478,-4.01236,31.6155
43:03.225498,-4.02222,31.6086
43:03.284059,-3.6611,31.6246
43:03.292994,-3.83692,31.6147
43:03.302951,-3.976,31.6368
43:03.311930,-3.98913,31.6201
43:03.321985,-3.99305,31.6176
43:03.379148,-3.21819,31.6263
43:03.389365,-3.34879,31.6297
43:03.399389,-3.68815,31.6334
43:03.408763,-3.95542,31.6299
43:03.417240,-3.9906,31.6384
43:03.427262,-3.92327,31.6212
43:03.485379,-3.77238,31.65
43:03.494548,-4.01752,31.6267
43:03.504617,-4.03444,31.6353
43:03.513753,-4.00302,31.6461
43:03.522346,-3.60595,31.6394
43:03.580421,-4.03127,31.6423
43:03.590451,-4.03108,31.6468
43:03.599426,-3.91822,31.6528
43:03.609435,-3.70714,31.6476
43:03.619453,-3.82368,31.6685
43:03.629390,-3.8893,31.6422
43:03.686118,-3.77177,31.6735
43:03.694705,-3.77799,31.6501
43:03.705347,-3.89918,31.6531
43:03.714916,-3.82945,31.6629
43:03.723602,-3.82671,31.6579
43:03.733625,-3.67563,31.6676
43:03.791022,-3.93985,31.6655
43:03.801176,-3.84074,31.6726
43:03.811309,-3.47277,31.6578
43:03.820483,-3.44216,31.6765
43:03.829456,-3.51601,31.6754
43:03.887030,-3.83072,31.6899
43:03.896229,-3.80865,31.6804
43:03.906215,-3.80729,31.6781
43:03.915500,-3.7212,31.6797
43:03.925547,-3.63936,31.677
43:03.982797,-3.52825,31.6848
43:03.992910,-3.54865,31.6816
43:04.001731,-3.22646,31.6989
43:04.011862,-3.18676,31.6764
43:04.020903,-3.61433,31.6832
43:04.030192,-3.83446,31.693
43:04.040694,-3.87268,31.6921
43:04.098614,-3.48621,31.6958
43:04.107224,-3.54576,31.6951
43:04.117267,-3.72509,31.7009
43:04.127471,-3.83152,31.6865
43:04.136601,-3.75106,31.7076
43:04.194223,-3.42774,31.6925
43:04.203388,-3.48861,31.7204
43:04.213576,-3.4203,31.7098
43:04.223046,-3.20465,31.7041
43:04.232481,-2.91623,31.7058
43:04.242450,-2.97991,31.7049
43:04.299558,-3.16366,31.7133
43:04.309320,-2.99166,31.7076
43:04.319656,-2.83881,31.7281
43:04.328171,-2.66922,31.7055
43:04.338280,-2.96702,31.7111
43:04.396402,-2.49371,31.7186
43:04.405512,-2.7066,31.715
43:04.414528,-2.55572,31.7232
43:04.424742,-2.52419,31.7199
43:04.434433,-1.97138,31.7292
43:04.444428,-1.96982,31.7125
43:04.501385,-1.85588,31.7383
43:04.510429,-2.05732,31.7177
43:04.520492,-1.98341,31.7274
43:04.530461,-2.11844,31.7367
43:04.540474,-2.44482,31.733
43:04.598031,-2.26343,31.738
43:04.607154,-2.15523,31.7361
43:04.616253,-1.83594,31.7439
43:04.626621,-1.90592,31.7319
43:04.636043,-2.37056,31.7597
43:04.645214,-2.43225,31.7394
43:04.702499,-1.84756,31.765
43:04.712738,-1.91709,31.7475
43:04.721705,-2.05415,31.7437
43:04.732340,-2.02662,31.7499
43:04.741527,-1.67413,31.7517
43:04.798928,-1.67488,31.7529
43:04.808277,-1.5964,31.7544
43:04.817561,-1.49686,31.7608
43:04.826571,-1.46805,31.7452
43:04.837090,-1.58332,31.7723
43:04.847097,-1.79007,31.7626
43:04.905119,-1.71391,31.7593
43:04.914258,-1.82394,31.7648
43:04.923537,-1.66676,31.7674
43:04.932584,-1.48815,31.7692
43:04.942859,-1.2658,31.7627
43:05.000120,-0.976993,31.7758
43:05.009331,-0.854712,31.7665
43:05.019347,-1.11503,31.7916
43:05.028323,-1.22159,31.7662
43:05.037900,-0.983365,31.7706
43:05.047955,-0.707449,31.7784
43:05.106015,-0.842579,31.7748
43:05.115233,-1.0655,31.7827
43:05.124861,-0.923363,31.7802
43:05.133220,-0.623166,31.7865
43:05.143747,-0.764986,31.7739
43:05.152785,-0.944788,31.8016
43:05.211170,-0.744427,31.7768
43:05.220403,-0.5378,31.7935
43:05.230497,-0.726806,31.7942
43:05.239675,-0.770778,31.7885
43:05.249214,-0.639983,31.7954
43:05.307156,-0.521086,31.7977
43:05.316334,-0.775317,31.8018
43:05.326437,-0.622273,31.7942
43:05.335620,-0.45629,31.8195
43:05.345516,-0.457033,31.7918
43:05.355283,-0.492516,31.7958
43:05.413264,-0.437998,31.8125
43:05.422505,-0.325117,31.8021
43:05.431658,-0.306852,31.8082
43:05.441294,-0.368051,31.806
43:05.450737,-0.381158,31.8158
43:05.509657,-0.298122,31.8119
43:05.519066,-0.316534,31.8302
43:05.528494,-0.388575,31.8077
43:05.537180,-0.430011,31.8192
43:05.545993,-0.328656,31.8227
43:05.557221,-0.301099,31.8229
43:05.614499,-0.394612,31.8253
43:05.623745,-0.548256,31.8287
43:05.633579,-0.442404,31.8294
43:05.643118,-0.469189,31.819
43:05.652054,-0.540923,31.8427
43:05.710779,-0.544852,31.8233
43:05.721155,-0.701111,31.835
43:05.729995,-0.790092,31.8413
43:05.740305,-0.709125,31.8346
43:05.749146,-0.496055,31.8384
43:05.760266,-0.576938,31.8292
43:05.817275,-0.675189,31.8428
43:05.826107,-0.630228,31.8347
43:05.836120,-0.429325,31.8606
43:05.845315,-0.439476,31.8342
43:05.854777,-0.579516,31.846
43:05.864970,-0.532233,31.8459
43:05.922300,-0.478331,31.8457
43:05.931549,-0.333089,31.8499
43:05.941716,-0.321447,31.8514
43:05.950838,-0.312382,31.856
43:05.960474,-0.357407,31.8476
43:05.970298,-0.40859,31.8614
43:06.028778,-0.301796,31.8462
43:06.037241,-0.31045,31.8533
43:06.046996,-0.302567,31.8636
43:06.056229,-0.317389,31.8613
43:06.067235,-0.337467,31.8651
43:06.124632,-0.427087,31.8655
43:06.133826,-0.286723,31.8723
43:06.143324,-0.299897,31.8644
43:06.152757,-0.316085,31.8878
43:06.161949,-0.282906,31.8649
43:06.172426,-0.287807,31.8648
43:06.229882,-0.578029,31.8792
43:06.239048,-0.49448,31.8736
43:06.248191,-0.422061,31.8753
43:06.258146,-0.461615,31.8781
43:06.267206,-0.461742,31.8868
43:06.326050,-0.419658,31.8854
43:06.335411,-0.645409,31.8996
43:06.344321,-0.705764,31.875
43:06.354291,-0.752591,31.8875
43:06.363353,-0.66833,31.8898
