Time - Plot 0,Intensity,Temperature
03:03.082822,-1.60218,25.1423
03:03.137227,-1.92806,25.1596
03:03.185278,-1.6181,25.1678
03:03.238761,-1.42757,25.1683
03:03.285228,-1.34526,25.1766
03:03.339816,-1.14886,25.1833
03:03.386332,-1.26678,25.1914
03:03.440661,-1.01031,25.1913
03:03.488625,-1.16395,25.2051
03:03.542287,-1.40351,25.1995
03:03.590029,-1.41094,25.2238
03:03.643317,-1.05976,25.2057
03:03.689659,-1.1427,25.2316
03:03.744361,-0.766042,25.2204
03:03.790691,-0.588593,25.2523
03:03.845113,-0.507342,25.2329
03:03.891137,-0.562469,25.2674
03:03.946449,-0.535698,25.251
03:03.993031,-0.667011,25.2691
03:04.047557,-0.544192,25.2682
03:04.094485,-0.518266,25.2735
03:04.148295,-0.496135,25.2758
03:04.195461,-0.467065,25.292
03:04.249812,-0.379659,25.2913
03:04.296235,-0.364041,25.2999
03:04.349956,-0.375405,25.3049
03:04.398010,-0.385836,25.3121
03:04.449136,-0.39649,25.3286
03:04.498534,-0.414596,25.32
03:04.551883,-0.405938,25.3425
03:04.599897,-0.384631,25.3297
03:04.652353,-0.361969,25.3466
03:04.701547,-0.352698,25.344
03:04.753835,-0.376393,25.3502
03:04.802097,-0.346189,25.3622
03:04.854727,-0.38147,25.3598
03:04.903393,-0.387706,25.3774
03:04.955669,-0.393028,25.3791
03:05.005357,-0.371136,25.3922
03:05.056449,-0.367862,25.3866
03:05.105179,-0.336015,25.4036
03:05.158533,-0.340382,25.4001
03:05.207133,-0.342949,25.4191
03:05.259000,-0.715392,25.4065
03:05.307796,-0.529604,25.4389
03:05.360500,-0.609493,25.4199
03:05.408885,-0.51236,25.4524
03:05.460534,-0.769159,25.4332
03:05.510975,-1.09902,25.4556
03:05.560998,-1.20866,25.4546
03:05.611718,-1.06417,25.4627
03:05.661958,-1.39825,25.4671
03:05.712470,-1.42128,25.4775
03:05.764391,-1.23986,25.4799
03:05.813925,-1.10841,25.4928
03:05.864558,-1.12978,25.4954
03:05.915101,-1.17184,25.5042
03:05.965616,-1.55023,25.51
03:06.015945,-1.71398,25.5127
03:06.067723,-1.66984,25.5288
03:06.116436,-2.13599,25.5216
03:06.167879,-2.50678,25.5458
03:06.218651,-2.47454,25.5356
03:06.269515,-2.39998,25.5412
03:06.318261,-2.40628,25.5448
03:06.370975,-2.23036,25.5629
03:06.418814,-2.50404,25.5574
03:06.471025,-2.59274,25.5654
03:06.520139,-2.66156,25.5804
03:06.572921,-2.63159,25.5809
03:06.620991,-2.66917,25.5952
03:06.674318,-2.82943,25.5945
03:06.721874,-2.76452,25.6076
03:06.775203,-2.82655,25.6062
03:06.823448,-2.8021,25.6213
03:06.875966,-3.20693,25.6192
03:06.923422,-3.31434,25.6345
03:06.977486,-3.54726,25.6285
03:07.025504,-3.48346,25.653
03:07.077504,-3.72203,25.6384
03:07.126921,-3.63157,25.672
03:07.178926,-3.11318,25.6543
03:07.227561,-3.3392,25.6858
03:07.280396,-3.54919,25.674
03:07.328646,-3.77466,25.6816
03:07.381293,-3.76923,25.6884
03:07.430353,-3.59759,25.6942
03:07.482961,-3.47852,25.6982
03:07.531321,-3.51179,25.7109
03:07.584179,-3.6381,25.7116
03:07.632185,-3.79898,25.7199
03:07.684442,-3.75039,25.7308
03:07.733842,-3.67872,25.7327
03:07.786448,-3.69807,25.7515
03:07.834671,-3.6613,25.7433
03:07.886021,-3.61444,25.7636
03:07.934926,-3.61781,25.7518
03:07.985408,-3.77686,25.7721
03:08.037237,-3.71366,25.7744
03:08.088070,-3.70415,25.7733
03:08.137609,-3.69537,25.7886
03:08.188692,-3.70224,25.7851
03:08.238970,-3.70404,25.8021
03:08.289680,-3.66536,25.8006
03:08.340378,-3.68668,25.8126
03:08.391188,-3.75698,25.8145
03:08.441154,-3.74376,25.8322
03:08.491177,-3.72988,25.8249
03:08.542794,-3.69374,25.8485
03:08.593032,-3.72765,25.8332
03:08.643867,-3.72195,25.8662
03:08.694325,-3.72429,25.8487
03:08.744800,-3.74444,25.8814
03:08.795123,-3.69276,25.8644
03:08.845844,-3.7222,25.8859
03:08.896524,-3.66626,25.8876
03:08.947201,-3.68942,25.8914
03:08.998834,-3.67026,25.8963
03:09.047410,-3.64674,25.9057
03:09.099423,-3.65289,25.9116
03:09.148519,-3.64505,25.922
03:09.200562,-3.63138,25.9241
03:09.251065,-3.53979,25.9312
03:09.302258,-3.40026,25.949
03:09.352310,-3.3952,25.9405
03:09.402493,-3.33949,25.9642
03:09.453686,-3.3864,25.9509
03:09.503400,-3.06045,25.967
03:09.554795,-3.03697,25.9743
03:09.605775,-2.88902,25.9727
03:09.655701,-2.92791,25.9893
03:09.706025,-3.09682,25.9929
03:09.757179,-2.99242,26.0013
03:09.806427,-2.7527,26.0016
03:09.858697,-2.93508,26.0166
03:09.909126,-2.83809,26.0152
03:09.959166,-3.0747,26.0312
03:10.009470,-2.94602,26.0278
03:10.060592,-2.95075,26.0461
03:10.110488,-3.12068,26.0353
03:10.161811,-3.03835,26.0707
03:10.212457,-3.26536,26.0499
03:10.262896,-3.11272,26.0849
03:10.312339,-3.0509,26.0714
03:10.363831,-2.9074,26.087
03:10.414069,-2.42001,26.0872
03:10.464447,-2.34564,26.0905
03:10.515481,-2.29663,26.0967
03:10.565280,-2.3652,26.1125
03:10.616338,-1.92069,26.111
03:10.667407,-1.98241,26.123
03:10.717478,-1.60114,26.1298
03:10.768437,-1.68107,26.1327
03:10.818590,-1.68797,26.1522
03:10.869408,-1.614,26.1462
03:10.919988,-1.06166,26.1645
03:10.970341,-1.10188,26.157
03:11.022033,-0.868,26.1729
03:11.072341,-0.754493,26.1749
03:11.123135,-0.783962,26.1761
03:11.172785,-0.768357,26.1873
03:11.223989,-1.00803,26.1887
03:11.274280,-1.10735,26.205
03:11.325358,-1.10503,26.2078
03:11.375611,-1.02342,26.2157
03:11.426409,-0.927287,26.2183
03:11.476106,-1.07751,26.2336
03:11.527257,-1.13226,26.2307
03:11.577615,-1.03867,26.2492
03:11.629350,-0.740944,26.2399
03:11.678759,-1.02738,26.2712
03:11.729551,-1.20702,26.2478
03:11.779740,-0.975813,26.286
03:11.830746,-0.84416,26.2732
03:11.880202,-0.832678,26.2906
03:11.932824,-1.04353,26.289
03:11.982298,-0.873654,26.2977
03:12.031843,-1.0335,26.3016
03:12.083075,-1.01284,26.3133
03:12.132256,-0.980801,26.3141
03:12.184022,-0.972106,26.3319
03:12.233813,-0.709402,26.33
03:12.286025,-0.686943,26.3402
03:12.334311,-0.422698,26.3553
03:12.386154,-0.395574,26.3531
03:12.435915,-0.372498,26.37
03:12.487877,-0.389502,26.3618
03:12.536085,-0.456789,26.3849
03:12.588719,-0.449918,26.3742
03:12.636858,-0.521116,26.3803
03:12.690120,-0.664211,26.3936
03:12.738005,-0.463225,26.3974
03:12.791344,-0.43998,26.4154
03:12.839762,-0.343625,26.4144
03:12.892534,-0.348554,26.4239
03:12.939952,-0.349234,26.4255
03:12.993058,-0.492992,26.4393
03:13.041188,-1.90178,26.4396
03:13.094404,-1.54586,26.4538
03:13.143475,-0.978389,26.4523
03:13.195737,-0.749839,26.4718
03:13.243712,-0.998742,26.4585
03:13.296969,-1.35646,26.4955
03:13.344725,-0.973972,26.4771
03:13.397739,-0.719691,26.513
03:13.445899,-0.629806,26.4953
03:13.499627,-0.778093,26.5053
03:13.546709,-1.1561,26.509
03:13.599999,-1.11464,26.5207
03:13.647689,-1.3033,26.5259
03:13.701211,-1.24111,26.5382
03:13.749810,-1.96257,26.5382
03:13.802418,-1.70372,26.5516
03:13.850269,-1.27675,26.5569
03:13.903401,-1.46294,26.5631
03:13.951283,-2.27695,26.5704
03:14.004318,-2.4464,26.5742
03:14.052429,-1.87607,26.5933
03:14.106376,-1.68925,26.5826
03:14.153609,-2.03063,26.5978
03:14.206351,-1.8995,26.6005
03:14.254723,-2.37651,26.6047
03:14.308333,-2.40043,26.6245
03:14.356497,-2.47143,26.6213
03:14.409702,-2.65384,26.636
03:14.456578,-2.97841,26.6353
03:14.510112,-1.84209,26.6495
03:14.558316,-1.93314,26.6459
03:14.610713,-2.60806,26.6633
03:14.659957,-2.28872,26.6578
03:14.713099,-2.41244,26.6803
03:14.760214,-2.5213,26.6638
03:14.813919,-2.86919,26.6991
03:14.861580,-3.25688,26.6783
03:14.915032,-2.93497,26.7168
03:14.963222,-2.65469,26.702
03:15.016431,-3.19585,26.7205
03:15.063746,-3.58759,26.7181
03:15.116901,-3.68436,26.7272
03:15.165323,-3.09066,26.7353
03:15.217833,-3.20816,26.7394
03:15.267027,-3.31088,26.7438
03:15.320077,-3.16885,26.7571
03:15.366816,-3.30806,26.7653
03:15.420346,-3.09142,26.7691
03:15.468419,-2.85257,26.7735
03:15.521811,-2.81647,26.7783
03:15.569762,-3.47672,26.7994
03:15.623272,-3.6059,26.7881
03:15.670623,-3.39572,26.8153
03:15.724006,-3.41013,26.7992
03:15.771223,-3.73949,26.8166
03:15.825211,-3.72599,26.8214
03:15.873338,-3.74007,26.824
03:15.926575,-3.70014,26.8383
03:15.973961,-3.56669,26.8415
03:16.027282,-3.61349,26.8523
03:16.074995,-3.77555,26.8525
03:16.128513,-3.71123,26.8642
03:16.176593,-3.70352,26.8652
03:16.230035,-3.66194,26.8816
03:16.277361,-3.63928,26.8752
03:16.331160,-3.65266,26.8949
03:16.378450,-3.71053,26.8827
03:16.431847,-3.46811,26.9197
03:16.479982,-3.39045,26.8975
03:16.533481,-3.43898,26.9341
03:16.580287,-3.65597,26.9227
03:16.634009,-3.65023,26.9389
03:16.682086,-3.77304,26.9363
03:16.735205,-3.77867,26.9418
03:16.783479,-3.64472,26.9492
03:16.836661,-3.72971,26.9612
03:16.883901,-3.79419,26.9633
03:16.937315,-3.8075,26.9718
03:16.985003,-3.75917,26.9778
03:17.039202,-3.76032,26.985
03:17.086684,-3.74711,27.004
03:17.140189,-3.70746,26.9965
03:17.187335,-3.65173,27.0166
03:17.240681,-3.48635,27.0053
03:17.288387,-3.06984,27.0339
03:17.342426,-2.84207,27.0223
03:17.390213,-3.09697,27.0279
03:17.443387,-2.71626,27.0432
03:17.490246,-2.47962,27.0425
03:17.544551,-3.07115,27.0583
03:17.591596,-3.25121,27.0573
03:17.645594,-3.31847,27.0714
03:17.693516,-3.61848,27.0704
03:17.747173,-3.70843,27.0844
03:17.794033,-3.50464,27.08
03:17.847742,-2.86809,27.0998
03:17.895370,-3.36393,27.0916
03:17.949077,-3.08324,27.1163
03:17.997007,-2.65011,27.1017
03:18.050504,-2.72992,27.1391
03:18.096655,-2.47479,27.1259
03:18.151116,-2.81571,27.153
03:18.198933,-2.72258,27.144
03:18.252193,-2.94935,27.1479
03:18.300442,-3.03957,27.1547
03:18.354084,-2.73878,27.1652
03:18.400590,-2.3735,27.1698
03:18.454667,-2.14913,27.1825
03:18.501895,-2.74559,27.1823
03:18.555370,-2.70276,27.1902
03:18.603613,-2.75446,27.1997
03:18.656346,-2.83792,27.203
03:18.704305,-2.12416,27.2215
03:18.757978,-2.34681,27.2164
03:18.805496,-1.49747,27.2372
03:18.859145,-1.27474,27.2227
03:18.906522,-1.31303,27.2394
03:18.960712,-1.22757,27.2466
03:19.007405,-2.43804,27.2441
03:19.061254,-2.2683,27.2645
03:19.108048,-1.83666,27.2649
03:19.162723,-1.79252,27.2776
03:19.210444,-1.28288,27.2753
03:19.263658,-1.38841,27.2853
03:19.310855,-1.41109,27.2863
03:19.364683,-1.74609,27.305
03:19.412108,-1.49779,27.2982
03:19.465648,-1.86984,27.3202
03:19.513846,-1.66743,27.3099
03:19.567709,-2.07746,27.344
03:19.614009,-1.39732,27.3242
03:19.668175,-1.46964,27.3577
03:19.715456,-0.897056,27.3431
03:19.769507,-0.678904,27.3596
03:19.817354,-0.505649,27.3602
03:19.870822,-0.561608,27.3639
03:19.917675,-0.644538,27.3695
03:19.971267,-0.580351,27.3828
03:20.019099,-0.429418,27.3862
03:20.073157,-0.556983,27.3956
03:20.119857,-0.754071,27.4008
03:20.173410,-0.576755,27.4069
03:20.221040,-0.327656,27.4212
03:20.274642,-0.4303,27.4169
03:20.321910,-0.526902,27.4388
03:20.376500,-0.562052,27.4261
03:20.423774,-1.8811,27.441
03:20.477621,-1.51244,27.4411
03:20.523890,-0.603433,27.4473
03:20.579128,-0.376313,27.4655
03:20.626473,-0.560606,27.4621
03:20.679679,-0.946314,27.4801
03:20.728651,-1.35231,27.478
03:20.781141,-0.823912,27.4897
03:20.828209,-0.739774,27.4906
03:20.882072,-0.610804,27.5059
03:20.930007,-0.649977,27.5024
03:20.983035,-0.700265,27.5215
03:21.031261,-0.74196,27.5074
03:21.084784,-0.604726,27.5439
03:21.131902,-0.364269,27.5183
03:21.185350,-0.506155,27.5565
03:21.233243,-1.39675,27.538
03:21.286557,-1.52041,27.564
03:21.334914,-1.321,27.5613
03:21.388033,-1.74752,27.5675
03:21.435338,-3.06448,27.5707
03:21.488698,-3.09064,27.5777
03:21.536426,-2.3339,27.5847
03:21.590097,-3.18919,27.5969
03:21.637070,-1.57867,27.6001
03:21.690791,-1.79287,27.6059
03:21.737782,-2.16636,27.6135
03:21.791933,-2.38148,27.6174
03:21.838968,-2.79246,27.6369
03:21.893536,-2.98256,27.625
03:21.940802,-3.66622,27.6538
03:21.995208,-3.43304,27.6405
03:22.041149,-2.98187,27.6455
03:22.095856,-3.02029,27.6618
03:22.142221,-2.92124,27.6567
03:22.196621,-3.20147,27.6787
03:22.244194,-3.0712,27.6774
03:22.298134,-3.41513,27.6891
03:22.344501,-3.39177,27.6894
03:22.398960,-3.39825,27.7012
03:22.445803,-3.40677,27.7019
03:22.499986,-3.46565,27.7183
03:22.546582,-3.57229,27.7113
03:22.601272,-3.68047,27.7348
03:22.647890,-3.59367,27.7198
03:22.702424,-3.90904,27.7554
03:22.749246,-3.92729,27.7355
03:22.803473,-3.95763,27.7692
03:22.850823,-2.98395,27.7566
03:22.904960,-3.64042,27.7642
03:22.951134,-2.43284,27.7711
03:23.005304,-3.54807,27.7774
03:23.052627,-3.29642,27.7802
03:23.107084,-3.09721,27.7962
03:23.154014,-3.08399,27.7968
03:23.208432,-3.4755,27.809
03:23.254303,-3.26823,27.8145
03:23.309022,-2.9992,27.8194
03:23.355711,-3.41138,27.8335
03:23.410481,-3.4016,27.8266
03:23.457387,-3.6608,27.8509
03:23.511552,-3.6736,27.8348
03:23.558134,-3.66388,27.8603
03:23.612791,-3.63248,27.8512
03:23.659160,-3.70721,27.8561
03:23.713858,-3.68588,27.8705
03:23.760798,-3.74974,27.8717
03:23.815179,-3.72296,27.8873
03:23.860730,-3.7215,27.8889
03:23.916257,-3.70531,27.8971
03:23.962695,-3.755,27.9009
03:24.016515,-3.75969,27.9138
03:24.064246,-3.63105,27.9116
03:24.118899,-3.61369,27.9304
03:24.164550,-3.38241,27.9167
03:24.219460,-3.3796,27.9514
03:24.266047,-3.48699,27.9309
03:24.320530,-3.60871,27.9685
03:24.367551,-2.32085,27.9445
03:24.422075,-2.22951,27.9691
03:24.467793,-3.48424,27.9703
03:24.522702,-3.53858,27.9775
03:24.569501,-3.3986,27.9812
03:24.624135,-3.6352,27.9885
03:24.670564,-3.62756,27.9953
03:24.725389,-3.5689,28.0061
03:24.771352,-3.40024,28.0094
03:24.826510,-2.93183,28.0188
03:24.872586,-1.86495,28.0286
03:24.927281,-1.5462,28.0286
03:24.974372,-2.22748,28.0459
03:25.028441,-2.15804,28.0361
03:25.074339,-2.18408,28.0626
03:25.129631,-2.3416,28.0477
03:25.175932,-1.70501,28.0601
03:25.230728,-1.62031,28.068
03:25.277747,-1.94376,28.0679
03:25.332464,-2.00037,28.0882
03:25.378008,-2.23901,28.0857
03:25.433286,-2.27655,28.0952
03:25.478729,-2.41956,28.095
03:25.534342,-2.10748,28.1115
03:25.581198,-1.23054,28.1072
03:25.635499,-1.0106,28.1241
03:25.681129,-0.970073,28.1182
03:25.735889,-1.44978,28.1398
03:25.784054,-1.07663,28.1271
03:25.837688,-0.984376,28.1635
03:25.885404,-1.36746,28.1413
03:25.938618,-1.50349,28.1793
03:25.985635,-1.0084,28.166
03:26.039062,-0.804247,28.1774
03:26.087035,-0.860329,28.1788
03:26.140877,-0.954675,28.1824
03:26.188797,-0.924022,28.1878
03:26.242615,-0.744193,28.2008
03:26.289600,-0.822908,28.2025
03:26.343260,-0.880547,28.2145
03:26.390255,-0.724384,28.2197
03:26.444654,-0.706259,28.2227
03:26.491859,-0.419294,28.2419
03:26.544968,-0.416256,28.2327
03:26.592716,-0.406669,28.2526
03:26.646635,-0.472995,28.237
03:26.693789,-0.544162,28.258
03:26.747459,-0.576452,28.2562
03:26.794770,-0.391578,28.2612
03:26.849463,-0.377159,28.2789
03:26.895566,-0.515226,28.2783
03:26.950412,-0.71848,28.2868
03:26.996121,-0.610165,28.2883
03:27.051239,-0.638883,28.3016
03:27.098758,-0.938594,28.2987
03:27.152652,-1.05128,28.3168
03:27.199151,-1.10767,28.3094
03:27.253330,-0.727818,28.3297
03:27.300825,-0.925594,28.3146
03:27.354560,-0.762427,28.3505
03:27.400669,-1.53114,28.3292
03:27.456531,-1.37586,28.3672
03:27.501343,-1.34343,28.3525
03:27.556705,-1.59413,28.3706
03:27.602480,-1.74614,28.3638
03:27.658310,-1.66239,28.371
03:27.705193,-1.85047,28.3766
03:27.759398,-1.83292,28.3866
03:27.806626,-1.83877,28.387
03:27.860234,-1.995,28.3998
03:27.907877,-2.1258,28.4023
03:27.961198,-2.55551,28.4102
03:28.010158,-2.48065,28.4186
03:28.063026,-2.33347,28.42
03:28.110248,-2.28954,28.4397
03:28.163197,-2.3288,28.4284
03:28.211259,-2.16407,28.4527
03:28.264910,-2.19663,28.4381
03:28.313487,-2.51726,28.4457
03:28.366366,-2.58698,28.4606
03:28.413507,-2.75966,28.4617
03:28.466622,-2.61404,28.4756
03:28.514761,-2.37634,28.4781
03:28.567834,-2.11948,28.4869
03:28.616577,-2.5361,28.4887
03:28.669890,-2.4396,28.5002
03:28.716639,-2.29936,28.4971
03:28.770413,-2.33142,28.5154
03:28.818479,-2.89794,28.5059
03:28.871436,-2.79257,28.5282
03:28.919612,-3.18845,28.515
03:28.973353,-3.09951,28.5503
03:29.020176,-3.35715,28.536
03:29.074158,-3.26204,28.5629
03:29.121719,-3.46355,28.5541
03:29.175273,-3.51556,28.556
03:29.222826,-3.57656,28.5649
03:29.276538,-3.62402,28.5689
03:29.325160,-3.67967,28.5736
03:29.376621,-3.65819,28.5865
03:29.425166,-3.67308,28.5885
03:29.478553,-3.64859,28.5943
03:29.525813,-3.62084,28.6018
03:29.579942,-3.60735,28.6071
03:29.626965,-3.61405,28.6258
03:29.680794,-3.61267,28.6174
03:29.728856,-3.63987,28.6403
03:29.781258,-3.65384,28.623
03:29.829873,-3.682,28.6384
03:29.883546,-3.65708,28.646
03:29.930325,-3.63763,28.6404
03:29.984303,-3.61454,28.6607
03:30.032216,-3.73332,28.6626
03:30.085494,-3.72482,28.6716
03:30.133199,-3.7771,28.6705
03:30.186561,-3.77284,28.6819
03:30.233831,-3.76549,28.6813
03:30.287257,-3.77177,28.6983
03:30.335646,-3.62357,28.6919
03:30.388734,-3.57542,28.7108
03:30.435012,-3.46405,28.6978
03:30.490746,-3.5564,28.7328
03:30.535325,-3.43943,28.7195
03:30.590879,-3.56507,28.7478
03:30.637206,-3.72165,28.7283
03:30.692187,-3.75759,28.742
03:30.738685,-3.6488,28.7478
03:30.792926,-3.56042,28.7469
03:30.840461,-3.38988,28.755
03:30.894196,-3.51045,28.7634
03:30.940321,-3.57151,28.7678
03:30.996132,-3.63112,28.7754
03:31.041829,-3.79082,28.7854
03:31.097659,-3.78577,28.7852
03:31.143041,-3.58324,28.8042
03:31.199191,-3.6458,28.7911
03:31.244807,-3.73308,28.8083
03:31.299195,-3.60638,28.7983
03:31.345682,-3.62307,28.8118
03:31.400129,-3.57095,28.8212
03:31.446515,-3.55378,28.8216
03:31.502306,-3.30334,28.842
03:31.548464,-3.43767,28.8395
03:31.603920,-3.4978,28.8487
03:31.648719,-2.93808,28.8505
03:31.704341,-3.12423,28.8605
03:31.749579,-3.51162,28.8579
03:31.805498,-3.51427,28.877
03:31.851805,-3.93162,28.8675
03:31.907176,-3.91094,28.896
03:31.950937,-3.19672,28.8745
03:32.007984,-2.98619,28.91
03:32.053331,-1.88352,28.8954
03:32.109153,-1.87028,28.9209
03:32.154939,-1.2919,28.9112
03:32.210271,-1.5017,28.9151
03:32.255269,-1.66802,28.9232
03:32.310547,-2.55449,28.927
03:32.357438,-2.49239,28.9333
03:32.412369,-2.45595,28.9469
03:32.458226,-2.52583,28.9458
03:32.514120,-2.35989,28.9541
03:32.557949,-2.20268,28.9659
03:32.613759,-2.11306,28.9635
03:32.659805,-2.11134,28.9733
03:32.713560,-2.07942,28.9767
03:32.761363,-1.50099,28.9843
03:32.815438,-1.55185,28.9868
03:32.862267,-1.35599,29.0051
03:32.916024,-1.53869,28.991
03:32.962898,-2.14355,29.0193
03:33.016535,-2.01577,29.0006
03:33.065081,-1.90772,29.0192
03:33.118800,-1.99313,29.0224
03:33.165242,-1.792,29.0231
03:33.219551,-1.98631,29.039
03:33.266702,-1.82139,29.0378
03:33.320561,-1.72124,29.0455
03:33.368370,-1.1472,29.0455
03:33.422143,-1.39196,29.0589
03:33.468682,-1.01573,29.0584
03:33.523035,-0.860508,29.0718
03:33.570748,-0.782964,29.0654
03:33.624217,-0.840395,29.0872
03:33.672849,-0.639512,29.0716
03:33.725507,-0.832522,29.1088
03:33.774319,-0.839218,29.0888
03:33.826151,-0.780834,29.1208
03:33.875353,-0.454799,29.1015
03:33.926579,-0.418107,29.1203
03:33.976524,-0.334044,29.1199
03:34.029168,-0.33942,29.1244
03:34.076768,-0.441968,29.1273
03:34.129717,-0.349399,29.1395
03:34.178815,-0.347086,29.1418
03:34.230582,-0.368357,29.1516
03:34.280495,-0.503876,29.1539
03:34.332244,-0.456789,29.1605
03:34.380939,-0.65579,29.1746
03:34.433078,-0.610418,29.1679
03:34.481842,-1.27649,29.1868
03:34.534250,-1.50772,29.1728
03:34.583829,-2.26721,29.194
03:34.635827,-2.27238,29.1896
03:34.684175,-2.11356,29.1902
03:34.736599,-2.15225,29.2081
03:34.785450,-2.67634,29.2056
03:34.837691,-2.42043,29.2236
03:34.886751,-2.53746,29.2192
03:34.939177,-2.5413,29.2292
03:34.986754,-2.72816,29.2273
03:35.039939,-2.40785,29.2402
03:35.088584,-3.02516,29.2365
03:35.141168,-3.15185,29.2569
03:35.190282,-3.45343,29.2406
03:35.242642,-3.39115,29.2762
03:35.290759,-3.40217,29.2538
03:35.343489,-3.42726,29.2878
03:35.392282,-3.61152,29.2723
03:35.444580,-3.58891,29.2885
03:35.495709,-3.63446,29.2856
03:35.546535,-3.63378,29.2897
03:35.594327,-3.58178,29.2989
03:35.646821,-3.52762,29.3057
03:35.695354,-3.3354,29.3088
03:35.747782,-3.40636,29.3217
03:35.797257,-3.49376,29.3187
03:35.849347,-3.29849,29.3292
03:35.897725,-3.51111,29.3348
03:35.950317,-3.58368,29.3388
03:35.998918,-3.53142,29.3554
03:36.050911,-3.59213,29.3434
03:36.100571,-3.55398,29.3706
03:36.153391,-3.68321,29.3575
03:36.200937,-3.67877,29.3611
03:36.253325,-3.67014,29.3751
03:36.302041,-3.61793,29.3704
03:36.354788,-3.54885,29.3877
