Time - Plot 0,Intensity,Temperature
04:38.533813,-0.863445,34.7632
04:38.549096,-0.978955,34.7555
04:38.558069,-0.979985,34.7663
04:38.568250,-0.959132,34.7692
04:38.577191,-0.754514,34.7602
04:38.635394,-0.704426,34.7756
04:38.649872,-1.11354,34.7669
04:38.659846,-0.966108,34.7598
04:38.668827,-0.702804,34.7742
04:38.678386,-0.654226,34.7702
04:38.736145,-0.757952,34.7766
04:38.751388,-1.14915,34.7745
04:38.760422,-1.14007,34.7817
04:38.770461,-1.15709,34.7824
04:38.779553,-1.3701,34.7762
04:38.837950,-1.44237,34.7832
04:38.852993,-1.08876,34.7795
04:38.863018,-1.23197,34.7817
04:38.871983,-1.3836,34.7898
04:38.882433,-1.06996,34.7706
04:38.939826,-0.983944,34.8031
04:38.955003,-1.19722,34.773
04:38.964205,-1.16346,34.7853
04:38.973204,-0.972991,34.8078
04:38.982997,-1.08922,34.7793
04:39.040399,-1.1343,34.8129
04:39.055633,-1.05505,34.7865
04:39.064867,-1.03089,34.7814
04:39.075074,-0.944713,34.8035
04:39.085127,-0.876827,34.8047
04:39.142071,-0.934833,34.8017
04:39.158494,-0.712608,34.8089
04:39.168386,-0.727697,34.8122
04:39.177153,-0.794077,34.8073
04:39.187965,-0.847127,34.8096
04:39.245191,-0.903479,34.8089
04:39.259504,-0.756233,34.8104
04:39.268746,-0.794561,34.8147
04:39.278312,-0.735996,34.8122
04:39.288219,-0.751323,34.8171
04:39.345794,-0.859094,34.8151
04:39.361026,-0.616019,34.8239
04:39.370489,-0.564315,34.8193
04:39.379033,-0.650872,34.8193
04:39.389262,-0.769844,34.824
04:39.447024,-0.645271,34.82
04:39.462084,-0.442081,34.841
04:39.471122,-0.499577,34.8303
04:39.480721,-0.658734,34.8145
04:39.490822,-0.660586,34.8472
04:39.549134,-0.531063,34.819
04:39.563064,-0.617045,34.824
04:39.572758,-0.67492,34.8456
04:39.581478,-0.613939,34.8203
04:39.591515,-0.592244,34.8394
04:39.649028,-0.566163,34.8251
04:39.664619,-0.595816,34.842
04:39.673886,-0.59605,34.8551
04:39.684089,-0.608857,34.8485
04:39.693165,-0.59402,34.8334
04:39.751558,-0.573952,34.8503
04:39.765014,-0.545209,34.8442
04:39.774989,-0.53469,34.8477
04:39.783570,-0.495051,34.8521
04:39.793794,-0.462241,34.8417
04:39.851741,-0.450853,34.8551
04:39.866171,-0.541388,34.8506
04:39.876709,-0.587412,34.8497
04:39.885736,-0.561142,34.8528
04:39.896016,-0.569744,34.8514
04:39.953003,-0.599936,34.8612
04:39.967851,-0.702175,34.8596
04:39.977994,-0.651115,34.8594
04:39.987020,-0.63259,34.8652
04:39.996691,-0.644067,34.8577
04:40.055184,-0.712475,34.8696
04:40.069674,-0.596179,34.8561
04:40.078934,-0.656756,34.8674
04:40.088270,-0.709919,34.8713
04:40.097677,-0.784079,34.8619
04:40.154913,-0.643195,34.8765
04:40.170125,-0.725339,34.8663
04:40.179669,-0.692928,34.8679
04:40.188680,-0.683881,34.892
04:40.198852,-0.688743,34.8651
04:40.256594,-0.61981,34.8985
04:40.271931,-0.654048,34.8686
04:40.281421,-0.828958,34.8672
04:40.291399,-0.78495,34.8877
04:40.301281,-0.718497,34.8888
04:40.358931,-0.735172,34.88
04:40.372351,-1.03602,34.8921
04:40.381902,-0.859959,34.8809
04:40.391919,-0.749636,34.8892
04:40.401883,-0.745919,34.8922
04:40.459038,-0.876782,34.8867
04:40.473505,-0.750618,34.9014
04:40.483093,-0.756304,34.9
04:40.493073,-0.830922,34.8873
04:40.502958,-0.938929,34.8984
04:40.560246,-1.02815,34.8939
04:40.575439,-1.14712,34.9024
04:40.585861,-1.06063,34.9051
04:40.594891,-0.952454,34.9065
04:40.605334,-0.975773,34.909
04:40.662624,-1.00008,34.907
04:40.676841,-1.14225,34.9132
04:40.685880,-0.912693,34.9129
04:40.695934,-0.989041,34.9117
04:40.706163,-1.23786,34.9194
04:40.763543,-1.43956,34.9121
04:40.777036,-1.08252,34.9322
04:40.787021,-0.990945,34.922
04:40.795998,-1.19305,34.9119
04:40.806006,-1.31207,34.9333
04:40.863773,-1.31856,34.915
04:40.879306,-1.10331,34.9383
04:40.889325,-1.28217,34.9418
04:40.898327,-1.45037,34.9121
04:40.908248,-1.4373,34.9317
04:40.966085,-1.60636,34.9198
04:40.980445,-0.355869,34.9221
04:40.989259,-0.349475,34.9452
04:40.999378,-0.324246,34.921
04:41.056275,-0.332211,34.924
04:41.081765,-0.437041,34.9235
04:41.090781,-0.381746,34.9393
04:41.100759,-0.386107,34.9437
04:41.109879,-0.340982,34.9353
04:41.168056,-0.353862,34.9517
04:41.182598,-0.598381,34.9405
04:41.192770,-0.442968,34.9379
04:41.202707,-0.339313,34.9481
04:41.212024,-0.42124,34.9454
04:41.269087,-0.403184,34.9541
04:41.282968,-0.426139,34.95
04:41.292779,-0.425519,34.9473
04:41.302916,-0.531506,34.9537
04:41.312846,-0.471364,34.9485
04:41.370719,-0.43663,34.9621
04:41.385962,-0.723682,34.951
04:41.395019,-0.817012,34.9538
04:41.405042,-0.742969,34.9666
04:41.415174,-0.583651,34.9485
04:41.472661,-0.466355,34.9777
04:41.487319,-1.06938,34.9521
04:41.496538,-0.772742,34.9602
04:41.506004,-0.663235,34.9847
04:41.516375,-0.6421,34.9588
04:41.573593,-0.712899,34.9921
04:41.587943,-0.530588,34.9664
04:41.598218,-0.648669,34.9614
04:41.607666,-0.565529,34.9851
04:41.616817,-0.558123,34.9802
04:41.674544,-0.672626,34.9804
04:41.689768,-0.889151,34.9873
04:41.698816,-0.870502,34.9674
04:41.707829,-1.02065,34.9746
04:41.717830,-1.19295,34.9852
04:41.775970,-1.19272,34.9781
04:41.791214,-2.42834,34.9877
04:41.800188,-2.70148,34.9911
04:41.810122,-2.89209,34.9839
04:41.820272,-2.85226,34.9916
04:41.877895,-2.77043,34.9928
04:41.892107,-2.13009,34.9945
04:41.901258,-1.75231,34.9968
04:41.910274,-1.49043,34.9935
04:41.920668,-1.50984,34.9959
04:41.978414,-1.30157,34.995
04:41.993232,-1.74017,35.0068
04:42.002929,-2.01583,35.0019
04:42.011716,-2.13,34.999
04:42.022443,-2.28243,35.0092
04:42.079992,-2.47637,35.0011
04:42.095015,-2.08609,35.0233
04:42.105364,-2.25567,35.0167
04:42.114330,-2.74038,34.9943
04:42.124751,-2.9586,35.0198
04:42.181886,-2.63842,34.9976
04:42.197141,-3.65067,35.0126
04:42.206157,-3.69943,35.0313
04:42.215179,-3.68964,35.012
04:42.225240,-3.60285,35.0078
04:42.282885,-3.57866,35.0172
04:42.297841,-3.07482,35.0143
04:42.306879,-2.9403,35.0282
04:42.316891,-2.92303,35.0284
04:42.326937,-2.71112,35.0176
04:42.385087,-2.22011,35.0274
04:42.399357,-1.90998,35.024
04:42.409336,-2.31769,35.0228
04:42.418308,-2.00093,35.0329
04:42.428299,-1.82204,35.0276
04:42.486059,-1.67652,35.033
04:42.500235,-2.57571,35.0342
04:42.509272,-2.49695,35.0329
04:42.519282,-2.51108,35.0359
04:42.529109,-2.53565,35.0372
04:42.586201,-2.67228,35.0422
04:42.601426,-2.92619,35.0353
04:42.611481,-2.9406,35.0413
04:42.620519,-2.94192,35.0481
04:42.630651,-3.07164,35.0373
04:42.688127,-3.12602,35.0515
04:42.703444,-3.40778,35.0358
04:42.713738,-3.23424,35.0424
04:42.723179,-3.20375,35.0713
04:42.733002,-3.25227,35.041
04:42.790257,-3.49461,35.073
04:42.803556,-2.93407,35.0584
04:42.812917,-3.04457,35.0456
04:42.823109,-3.27575,35.0733
04:42.832942,-3.4241,35.052
04:42.891134,-3.16443,35.0627
04:42.905328,-2.89003,35.0686
04:42.914016,-2.76296,35.0472
04:42.923991,-2.59633,35.0683
04:42.932964,-2.62731,35.07
04:42.991440,-2.94658,35.0671
04:43.006698,-2.14592,35.0744
04:43.016876,-2.18114,35.0762
04:43.025808,-1.57894,35.0612
04:43.035737,-1.45011,35.071
04:43.093109,-1.29813,35.0701
04:43.107880,-1.3295,35.0757
04:43.117805,-1.28806,35.0825
04:43.126829,-1.0079,35.0756
04:43.137033,-1.3866,35.0823
04:43.194147,-1.59317,35.082
04:43.208611,-3.29889,35.082
04:43.218123,-3.13738,35.0826
04:43.227726,-3.31006,35.0787
04:43.237954,-3.30742,35.0917
04:43.295608,-3.20809,35.0877
04:43.310854,-3.51237,35.0989
04:43.319831,-3.55949,35.094
04:43.329794,-3.54369,35.0834
04:43.338884,-3.53557,35.1058
04:43.397256,-3.45224,35.081
04:43.411552,-3.70171,35.1138
04:43.420671,-3.69721,35.1004
04:43.430681,-3.66021,35.0815
04:43.440903,-3.49525,35.1169
04:43.497742,-3.63884,35.0844
04:43.512006,-3.72597,35.1131
04:43.521973,-3.87928,35.1193
04:43.531900,-3.8327,35.0942
04:43.588563,-3.86849,35.1013
04:43.615129,-4.08081,35.0912
04:43.624277,-4.10723,35.1044
04:43.633894,-4.1003,35.1154
04:43.690817,-4.11306,35.1079
04:43.715940,-4.12997,35.1203
04:43.725995,-4.14059,35.1065
04:43.734991,-4.13962,35.117
04:43.745191,-4.14011,35.1166
04:43.802871,-4.1402,35.1219
04:43.816930,-4.14193,35.1179
04:43.826098,-4.14825,35.12
04:43.835861,-4.15651,35.1259
04:43.844983,-4.1336,35.1249
04:43.903816,-4.16214,35.1324
04:43.918966,-4.13277,35.1214
04:43.927942,-4.15368,35.1268
04:43.937120,-4.16444,35.1343
04:43.947364,-4.15011,35.1203
04:44.004539,-4.13321,35.1394
04:44.018785,-4.13629,35.1228
04:44.028722,-4.13392,35.1342
04:44.037696,-4.14817,35.1483
04:44.048752,-4.15218,35.1225
04:44.105711,-4.15856,35.1557
04:44.120985,-4.12901,35.1306
04:44.130951,-4.1101,35.1281
04:44.139932,-4.12916,35.1584
04:44.197119,-4.12511,35.1454
04:44.222681,-3.76091,35.1693
04:44.231832,-3.94203,35.1391
04:44.240814,-3.90814,35.1465
04:44.250835,-3.83158,35.1545
04:44.308330,-3.83546,35.1468
04:44.323230,-3.91384,35.157
04:44.333189,-3.91366,35.161
04:44.342668,-3.94176,35.1523
04:44.352641,-3.90359,35.1578
04:44.410570,-3.92517,35.1622
04:44.425767,-3.85374,35.1628
04:44.435368,-3.83791,35.1652
04:44.444385,-3.62573,35.1619
04:44.454508,-3.63592,35.1676
04:44.511344,-3.72006,35.1657
04:44.526189,-3.64531,35.1812
04:44.536643,-3.51674,35.173
04:44.546008,-3.66378,35.1639
04:44.555459,-3.65672,35.1859
04:44.612763,-3.50233,35.1717
04:44.628004,-3.37834,35.1915
04:44.637139,-3.34317,35.1759
04:44.646210,-3.33887,35.1649
04:44.656674,-3.29954,35.1956
04:44.713544,-3.34521,35.1703
04:44.728758,-3.44546,35.199
04:44.738732,-3.37028,35.2025
04:44.747709,-3.44822,35.1731
04:44.757681,-3.41131,35.1825
04:44.815935,-3.16983,35.1837
04:44.830183,-3.14366,35.178
04:44.840339,-3.03869,35.2072
04:44.849695,-3.07389,35.196
04:44.858912,-2.99006,35.1879
04:44.917165,-2.88711,35.203
04:44.932582,-3.33402,35.1979
04:44.941591,-3.08046,35.1884
04:44.950611,-2.80189,35.1972
04:44.960798,-2.96893,35.1982
04:45.018822,-3.01456,35.2025
04:45.032986,-2.35677,35.1971
04:45.043040,-2.39724,35.2063
04:45.051910,-2.71343,35.2053
04:45.062005,-2.57822,35.1993
04:45.119747,-2.68499,35.2091
04:45.135202,-2.53063,35.2035
04:45.144339,-2.51489,35.2076
04:45.154276,-2.4668,35.2169
04:45.163426,-2.46947,35.1998
04:45.221467,-2.0373,35.2259
04:45.237560,-2.38155,35.1997
04:45.246494,-2.37696,35.203
04:45.255495,-2.25265,35.238
04:45.265725,-2.10718,35.2178
04:45.323014,-2.22746,35.2421
04:45.338950,-1.89067,35.2218
04:45.348038,-1.88991,35.2121
04:45.357071,-1.85772,35.217
04:45.367501,-1.82532,35.2329
04:45.426109,-1.73858,35.2233
04:45.439368,-1.70132,35.228
04:45.448357,-1.46783,35.2317
04:45.458332,-1.64294,35.2228
04:45.468419,-1.87816,35.2304
04:45.526123,-2.18136,35.2297
04:45.541208,-1.46605,35.2363
04:45.551579,-1.5387,35.2379
04:45.560742,-1.56136,35.2352
04:45.570884,-1.67722,35.2431
04:45.627230,-1.71825,35.237
04:45.642278,-1.18397,35.2459
04:45.652301,-1.47009,35.2473
04:45.661269,-1.83265,35.2358
04:45.671684,-1.77356,35.2586
04:45.729217,-1.61398,35.2418
04:45.744612,-1.53617,35.2678
04:45.753587,-1.48313,35.2554
04:45.763570,-1.31712,35.2372
04:45.773176,-1.10902,35.2713
04:45.831197,-0.949293,35.239
04:45.845395,-0.949978,35.2583
04:45.854586,-0.887372,35.2695
04:45.864336,-1.0654,35.2429
04:45.873512,-1.09182,35.2567
04:45.931934,-1.15657,35.2571
04:45.946169,-1.13871,35.2559
04:45.956144,-1.14243,35.2836
04:45.965122,-1.11249,35.2661
04:45.975493,-1.1279,35.2547
04:46.033190,-1.01085,35.276
04:46.047971,-0.90694,35.2633
04:46.057113,-1.02331,35.2578
04:46.067144,-1.11811,35.2708
04:46.077226,-1.00555,35.2676
04:46.134382,-0.937918,35.278
04:46.148678,-1.08953,35.2735
04:46.158612,-1.06745,35.2662
04:46.167593,-1.00961,35.2773
04:46.177644,-0.986033,35.2757
04:46.235165,-0.96934,35.2791
04:46.250401,-0.765478,35.2784
04:46.259597,-0.747121,35.281
04:46.269611,-0.665362,35.288
04:46.278650,-0.664319,35.2753
04:46.337079,-0.597679,35.2898
04:46.352163,-0.580718,35.2747
04:46.361167,-0.583059,35.2826
04:46.371284,-0.584195,35.2977
04:46.380509,-0.602929,35.2731
04:46.438584,-0.653927,35.3104
04:46.452722,-0.595693,35.2812
04:46.461772,-0.630385,35.2878
04:46.470771,-0.65647,35.3095
04:46.480933,-0.622895,35.2798
04:46.491146,-0.609224,35.291
04:46.548413,-0.627792,35.2898
04:46.558267,-0.595183,35.2913
04:46.567753,-0.630908,35.2965
04:46.576867,-0.675421,35.2989
04:46.585715,-0.684208,35.3
04:46.644488,-0.716903,35.3025
04:46.655723,-0.703367,35.3112
04:46.664829,-0.680836,35.3086
04:46.674901,-0.594435,35.2946
04:46.683787,-0.573698,35.3087
04:46.694138,-0.56117,35.3043
04:46.751796,-0.511559,35.3135
04:46.762006,-0.41937,35.3087
04:46.770930,-0.407556,35.3283
04:46.780956,-0.383105,35.2982
04:46.790627,-0.421691,35.3184
04:46.848175,-0.398575,35.3091
04:46.858679,-0.361285,35.311
04:46.867611,-0.373957,35.3192
04:46.877290,-0.362591,35.3181
04:46.886681,-0.37791,35.3204
04:46.896643,-0.427666,35.3043
04:46.955079,-0.428019,35.3402
04:46.965175,-0.426982,35.3229
04:46.975016,-0.404526,35.316
04:46.984023,-0.418933,35.3281
04:46.993974,-0.420433,35.3254
04:47.051518,-0.433742,35.3291
04:47.060567,-0.386769,35.3248
04:47.070723,-0.373989,35.3383
04:47.079727,-0.403614,35.3183
04:47.088877,-0.367997,35.3518
04:47.098837,-0.361166,35.3338
04:47.156115,-0.37499,35.3414
04:47.166283,-0.374183,35.3401
04:47.175651,-0.343807,35.3358
04:47.184893,-0.383312,35.3384
04:47.194040,-0.607593,35.3363
04:47.251930,-0.583886,35.3445
04:47.262289,-0.734449,35.3395
04:47.272456,-0.721498,35.3605
04:47.281489,-0.647989,35.3438
04:47.290856,-0.691655,35.3345
04:47.301205,-0.903304,35.3483
04:47.358238,-0.893803,35.3453
04:47.368365,-0.581848,35.3493
04:47.377390,-0.651851,35.3483
04:47.387513,-0.6225,35.3671
04:47.396530,-0.631104,35.3321
04:47.456042,-0.617704,35.3735
04:47.465085,-0.710154,35.3558
04:47.475354,-0.537118,35.3492
04:47.483849,-0.520264,35.3566
04:47.493433,-0.655823,35.355
04:47.503218,-0.627009,35.3641
04:47.561113,-0.47644,35.3563
04:47.570181,-0.661176,35.3721
04:47.580097,-0.626097,35.3516
04:47.589293,-0.791622,35.364
04:47.599447,-0.675428,35.3688
04:47.657412,-0.702317,35.371
04:47.666622,-0.808367,35.3727
04:47.676333,-0.709831,35.3698
04:47.685527,-0.626897,35.3725
04:47.695414,-0.798556,35.3651
04:47.705417,-0.606664,35.3865
04:47.762723,-0.777241,35.3636
04:47.771977,-0.753079,35.3987
04:47.781971,-0.602567,35.3789
04:47.791554,-0.652158,35.3661
04:47.800890,-0.695062,35.3759
04:47.811202,-0.730219,35.3759
04:47.868647,-0.763764,35.3819
04:47.878295,-0.734791,35.3751
04:47.887877,-0.624434,35.4004
04:47.896890,-0.825601,35.3739
04:47.906919,-0.776356,35.372
04:47.965079,-0.811734,35.3877
04:47.974203,-0.570262,35.375
04:47.984230,-0.571019,35.3885
04:47.993806,-0.586954,35.3847
04:48.002771,-0.681951,35.391
04:48.012848,-0.616058,35.3768
04:48.071239,-0.753217,35.4033
04:48.080357,-0.628328,35.3767
04:48.090378,-0.605345,35.3884
04:48.099220,-0.644611,35.4016
04:48.108222,-0.736413,35.3944
04:48.166394,-0.650285,35.4036
04:48.175490,-0.416256,35.4025
04:48.185472,-0.428652,35.4033
04:48.195526,-0.498372,35.3986
04:48.204929,-0.393207,35.4231
04:48.214441,-0.336972,35.3921
04:48.272262,-0.321864,35.4257
04:48.281331,-0.368817,35.4076
04:48.290053,-0.376074,35.3969
04:48.300032,-0.38189,35.4066
04:48.310106,-0.385597,35.4068
04:48.367324,-0.380358,35.4134
04:48.376518,-0.599119,35.4097
04:48.386540,-0.555825,35.4218
04:48.395687,-0.585665,35.4031
04:48.405573,-0.570938,35.4236
04:48.415615,-0.605967,35.4231
04:48.473942,-0.550644,35.4077
04:48.483330,-0.77169,35.4235
04:48.492843,-0.635488,35.4205
04:48.501928,-0.661173,35.4249
04:48.511942,-0.639987,35.4156
04:48.569951,-0.689638,35.43
04:48.579298,-0.734941,35.4104
04:48.588179,-0.702653,35.4419
04:48.598127,-0.739868,35.4219
04:48.607143,-0.818906,35.4194
04:48.618110,-0.701263,35.4267
04:48.675314,-0.694032,35.4302
04:48.684357,-0.945604,35.4358
04:48.693972,-0.843803,35.4283
04:48.703018,-0.817836,35.4394
04:48.713096,-0.797993,35.4191
04:48.771752,-0.91239,35.4525
04:48.780415,-0.852474,35.4281
04:48.789989,-0.862677,35.4303
04:48.799183,-0.986883,35.4433
04:48.809171,-1.01346,35.4408
04:48.819438,-0.818473,35.4434
04:48.877303,-0.90926,35.4422
04:48.886209,-1.00787,35.4515
04:48.896709,-0.955458,35.4311
04:48.905737,-0.978195,35.4576
04:48.915360,-1.00457,35.4533
04:48.925768,-1.03226,35.4438
04:48.983371,-0.969365,35.4546
04:48.992747,-1.08421,35.4498
04:49.001996,-1.18964,35.455
04:49.011120,-1.19558,35.4469
04:49.021986,-1.23444,35.4717
04:49.079227,-1.35882,35.4444
04:49.088384,-1.17144,35.4789
04:49.097967,-1.09267,35.4571
04:49.106975,-1.1983,35.4499
04:49.116713,-1.26469,35.4589
04:49.126956,-1.26998,35.4582
04:49.185058,-1.08853,35.463
04:49.194213,-1.08728,35.4616
04:49.204242,-1.14182,35.4832
04:49.213213,-1.34228,35.452
04:49.223180,-1.49931,35.4596
04:49.280746,-1.29567,35.4584
04:49.289937,-1.12271,35.4672
04:49.298978,-1.6163,35.4787
04:49.308576,-1.95952,35.4763
04:49.318184,-1.75293,35.4744
04:49.328887,-1.6258,35.4655
04:49.385760,-1.77855,35.4789
04:49.395864,-1.97943,35.4676
04:49.404834,-2.18196,35.5
04:49.414802,-1.97735,35.4842
04:49.424957,-1.91835,35.4743
04:49.483460,-2.00626,35.4895
04:49.491923,-2.76968,35.4851
04:49.502098,-2.82337,35.4863
04:49.511103,-2.60421,35.4781
04:49.520570,-2.41114,35.4967
04:49.530225,-2.5726,35.4737
04:49.588305,-3.41139,35.5081
04:49.597301,-3.13719,35.4824
04:49.606419,-2.93734,35.484
04:49.616271,-3.12669,35.4992
04:49.625270,-3.33536,35.4968
04:49.635705,-3.2665,35.4945
04:49.693594,-3.45812,35.4964
04:49.702967,-3.50753,35.5052
04:49.711999,-3.74864,35.4863
04:49.721969,-3.86578,35.5192
04:49.732504,-3.61791,35.5001
04:49.790275,-3.67317,35.4961
04:49.799279,-3.86347,35.5055
04:49.809286,-3.90929,35.5048
04:49.818146,-3.80792,35.5076
04:49.827149,-3.62177,35.4998
04:49.838390,-3.61753,35.5243
04:49.896421,-3.827,35.4945
04:49.905544,-3.8624,35.516
04:49.915558,-3.80993,35.5187
04:49.924657,-3.79903,35.5093
04:49.935282,-3.83907,35.5148
04:49.992654,-3.90348,35.5152
04:50.001729,-4.021,35.5193
04:50.010789,-3.97982,35.5108
04:50.020976,-3.9476,35.5365
04:50.030257,-3.95694,35.5017
04:50.040816,-3.89785,35.5109
04:50.098216,-4.06709,35.5232
04:50.107143,-4.06031,35.5143
04:50.117153,-3.90797,35.5203
04:50.126160,-4.00392,35.5227
04:50.136660,-4.08035,35.5271
04:50.194645,-4.12543,35.5261
04:50.203745,-4.01391,35.5481
04:50.213812,-4.0294,35.5187
04:50.223114,-4.12188,35.5255
04:50.231792,-4.11413,35.5363
04:50.242535,-4.03278,35.533
04:50.300578,-4.11972,35.5364
04:50.309711,-4.12477,35.5352
04:50.318788,-4.12406,35.5428
04:50.328557,-4.10866,35.5291
04:50.337574,-4.07462,35.5542
04:50.396677,-4.11497,35.5307
04:50.405659,-4.0003,35.5422
04:50.415393,-3.85482,35.5468
04:50.424440,-3.70842,35.5395
04:50.433592,-3.94045,35.5439
04:50.443772,-4.11856,35.5388
04:50.502669,-3.86243,35.5521
04:50.511725,-3.99067,35.5412
04:50.521752,-4.09021,35.5673
04:50.530690,-4.1104,35.5457
04:50.539694,-4.11401,35.5405
04:50.596596,-4.06676,35.5507
04:50.607662,-4.0591,35.5525
04:50.617778,-4.12383,35.554
04:50.626955,-4.1118,35.5513
04:50.636174,-4.12527,35.558
04:50.645381,-4.11713,35.5445
04:50.703912,-4.11097,35.565
04:50.713522,-4.10905,35.5421
04:50.722866,-4.1164,35.5584
04:50.731937,-4.10953,35.5665
04:50.740672,-4.12604,35.5544
04:50.750817,-4.09955,35.5608
04:50.809357,-4.07704,35.563
04:50.818318,-4.10468,35.5683
04:50.827430,-4.06775,35.5583
04:50.837185,-4.04546,35.5866
04:50.894823,-4.07338,35.5502
04:50.904993,-4.09034,35.5881
04:50.914891,-4.05189,35.5784
04:50.923908,-4.036,35.5686
04:50.933876,-4.01457,35.571
04:50.942846,-4.01308,35.5693
04:50.952824,-4.0472,35.5812
04:51.011621,-4.06696,35.5711
04:51.020658,-3.98074,35.5971
04:51.030478,-3.97811,35.5635
04:51.039289,-3.96367,35.5673
04:51.048906,-3.95101,35.5845
04:51.107157,-3.9107,35.5703
04:51.116872,-3.94089,35.5806
04:51.125718,-3.88562,35.5781
04:51.136107,-3.9319,35.5917
04:51.145298,-3.96488,35.5728
04:51.155433,-4.07297,35.6056
04:51.212628,-3.94144,35.5704
04:51.221725,-3.93208,35.5878
04:51.231750,-4.02643,35.5944
04:51.240763,-4.05657,35.5808
04:51.250682,-4.03445,35.5877
04:51.308342,-3.96977,35.5949
04:51.317167,-3.96377,35.5979
04:51.327189,-4.01055,35.5848
04:51.336374,-4.05348,35.6053
04:51.346441,-3.97688,35.5796
04:51.403590,-3.92194,35.587
04:51.413983,-3.86343,35.5995
04:51.424129,-3.84391,35.5923
04:51.433581,-3.80246,35.6002
04:51.442344,-3.85174,35.5968
04:51.500175,-3.81671,35.6093
04:51.509435,-3.76756,35.599
04:51.519465,-3.67132,35.6128
04:51.529395,-3.6268,35.5859
04:51.538459,-3.70996,35.6137
04:51.547437,-3.84423,35.6162
04:51.558405,-3.87805,35.6066
04:51.615278,-3.55372,35.6191
04:51.624413,-3.67618,35.6112
04:51.634546,-3.81308,35.6123
04:51.643604,-3.97999,35.6104
04:51.652612,-3.78648,35.6278
04:51.662888,-3.54706,35.601
04:51.721636,-3.6268,35.6371
04:51.730645,-3.65015,35.6182
04:51.740626,-3.67498,35.6084
04:51.749870,-3.71689,35.6184
04:51.759854,-3.4612,35.6136
04:51.817150,-3.3537,35.6241
04:51.826303,-3.41546,35.6195
04:51.836144,-3.55109,35.6278
04:51.845259,-3.41763,35.6105
04:51.854283,-3.14399,35.6448
04:51.865254,-3.0434,35.6328
04:51.922979,-3.40881,35.6175
04:51.931971,-3.18549,35.6329
04:51.941969,-2.99129,35.6273
04:51.951973,-3.20359,35.6325
04:51.960923,-3.30614,35.6214
04:52.020159,-3.18415,35.6415
04:52.029429,-3.17286,35.6178
04:52.038274,-3.11408,35.6397
04:52.048531,-2.9797,35.6393
04:52.057346,-3.10737,35.6324
04:52.067191,-3.1389,35.6378
04:52.124526,-2.89482,35.6385
04:52.134883,-2.72629,35.6404
04:52.144856,-2.94017,35.6324
04:52.153922,-3.06197,35.6602
04:52.163745,-3.0735,35.6323
04:52.221462,-2.79747,35.6657
04:52.230511,-3.02603,35.6451
04:52.240534,-3.01675,35.6377
04:52.249514,-2.73044,35.6469
04:52.259886,-2.68331,35.6444
04:52.269013,-2.87874,35.6511
04:52.327293,-2.86042,35.6448
04:52.336370,-2.78328,35.6671
04:52.345451,-2.68359,35.6387
04:52.355695,-2.50706,35.6431
04:52.364679,-2.62929,35.6586
04:52.423126,-2.96569,35.6496
04:52.431802,-2.81859,35.6612
04:52.441823,-2.43767,35.6565
04:52.451766,-2.40079,35.6635
04:52.460765,-2.45142,35.6556
04:52.470870,-2.88554,35.674
04:52.529347,-2.88753,35.6502
04:52.538351,-2.63548,35.6724
04:52.547669,-2.16884,35.6683
04:52.556860,-2.35946,35.6586
04:52.566079,-2.66882,35.6694
04:52.624339,-2.51727,35.666
04:52.633548,-2.3472,35.6726
04:52.643305,-2.34017,35.6696
04:52.652367,-2.4126,35.6784
04:52.663002,-2.44782,35.6539
04:52.673119,-2.30768,35.6683
04:52.730371,-2.16973,35.6692
04:52.739560,-2.27726,35.6663
04:52.749144,-2.32624,35.6835
04:52.759119,-2.25288,35.6785
04:52.768093,-2.01974,35.6834
04:52.826458,-1.90942,35.6806
04:52.835602,-2.25074,35.6907
04:52.845208,-2.06253,35.6677
04:52.854276,-1.75898,35.7014
04:52.864393,-1.80274,35.6882
04:52.873624,-2.04717,35.6778
04:52.931739,-1.94023,35.6988
04:52.940805,-1.85279,35.6908
04:52.949831,-1.90743,35.6907
04:52.959804,-1.76774,35.6886
04:52.969766,-1.96776,35.7024
04:53.026778,-2.02221,35.6758
04:53.037968,-1.83796,35.7178
04:53.046950,-1.76844,35.6969
04:53.056279,-2.00822,35.6872
04:53.065461,-1.75328,35.7023
04:53.075505,-1.88224,35.6962
04:53.133570,-1.45513,35.7065
04:53.141955,-1.45011,35.6987
04:53.151379,-2.1294,35.7094
04:53.161673,-2.54966,35.691
04:53.170707,-2.71962,35.7228
04:53.228325,-1.61767,35.7115
04:53.238363,-1.7903,35.7119
04:53.248166,-2.8311,35.7116
04:53.257185,-2.79975,35.7032
04:53.266162,-2.41376,35.7114
04:53.276125,-2.33256,35.7085
04:53.334602,-2.63742,35.7207
04:53.343075,-2.28936,35.7116
04:53.353132,-2.14166,35.7316
04:53.361838,-1.97019,35.7036
04:53.371850,-2.1318,35.7274
04:53.382032,-1.8106,35.7196
04:53.440159,-2.15009,35.7173
04:53.449458,-2.05247,35.7241
04:53.458301,-1.50645,35.7227
04:53.467376,-1.57947,35.7271
04:53.478099,-1.6719,35.7191
04:53.536827,-2.14373,35.7352
04:53.545968,-1.92236,35.7158
04:53.554998,-1.54505,35.7248
04:53.565058,-1.5665,35.7362
04:53.575723,-1.95108,35.7315
04:53.585912,-2.09672,35.7353
04:53.643821,-1.60114,35.7327
