Time,Amplitude
6.083605999999918,-7.14699875
6.093440999999984,-7.766242500000001
6.102444000000105,-8.26057375
6.112348000000111,-8.7007425
6.1690289999999095,-8.9715475
6.179405000000088,-9.20759625
6.188986999999997,-9.28817875
6.199251999999888,-8.912655
6.207983999999897,-8.4772625
6.2181399999999485,-8.06112
6.275779999999941,-7.290873750000001
6.285168999999996,-6.4466237500000005
6.29413599999998,-5.76863125
6.304466000000048,-5.08278625
6.314268000000084,-4.4659474999999995
6.370206999999937,-3.9002312500000005
6.381701999999905,-3.43232125
6.391489000000092,-3.0248575
6.402180000000044,-3.0206687499999996
6.411354000000074,-3.1138787500000005
6.468894999999975,-3.2772175000000003
6.477937999999995,-3.8562087500000004
6.487980000000107,-4.50789
6.4971120000000155,-5.2610262500000005
6.507078000000092,-6.03256625
6.516131000000087,-6.80175625
6.526466999999911,-7.578610000000001
6.584920000000011,-8.26564875
6.593417999999929,-8.8820825
6.603207999999995,-8.98508875
6.612323999999944,-8.92835
6.6702110000001085,-8.74384375
6.6805329999999685,-8.225837499999999
6.689611999999897,-7.5412725
6.699501999999939,-6.699141249999999
6.7092609999999695,-5.8751875
6.718074999999999,-5.0392075
6.728114000000005,-4.29612125
6.786135999999942,-3.70285875
6.795270000000073,-3.2040325
6.805043999999953,-3.04782
6.8147559999999885,-2.9630775
6.823349999999891,-3.0338525
6.882231999999931,-3.62021125
6.891292999999905,-4.30376125
6.900918000000047,-5.014085
6.910037999999986,-5.71881125
6.921068000000105,-6.363630000000001
6.93127800000002,-7.07677625
6.988787999999886,-7.8179437499999995
6.997978000000103,-8.52565375
7.007965999999897,-8.73961375
7.017309000000068,-8.81983
7.027282000000014,-8.82828625
7.085786999999982,-8.40489125
7.094904000000042,-7.94112
7.1046389999999064,-7.316935
7.113389000000097,-6.61787625
7.123790999999983,-5.86019
7.13403500000004,-5.06210375
7.191853999999921,-4.22638
7.200914999999895,-3.4894175
7.210008000000016,-3.1812062500000002
7.220235000000002,-2.9879612499999997
7.229131999999936,-2.8770762499999996
7.287332000000106,-3.12966125
7.29639300000008,-3.5723487499999997
7.30611399999998,-4.12384375
7.315151000000014,-4.8205937500000005
7.325458000000026,-5.630108750000001
7.335704999999962,-6.445093750000001
7.392745999999988,-7.30371375
7.402775999999903,-8.08984875
7.411853999999948,-8.55924875
7.4220940000000155,-8.822011250000001
7.432125999999926,-8.977371250000001
7.4897940000000744,-8.72133
7.499336999999969,-8.25229625
7.508779000000004,-7.655952500000001
7.517712000000074,-6.903550000000001
7.527685999999903,-6.1109325000000005
7.537906000000021,-5.2981050000000005
7.595972000000074,-4.47320125
7.6053280000001,-3.7218349999999996
7.614334000000099,-3.36333125
7.624479999999949,-3.06757625
7.634213000000045,-2.8541812500000003
7.692068000000063,-3.1962200000000003
7.701483999999937,-3.6689612500000006
7.710968999999977,-4.1538675000000005
7.720150000000103,-4.732745
7.729972999999973,-5.364395
7.740154999999959,-6.087504999999999
7.797344000000066,-7.011108749999999
7.807436999999936,-7.926466250000001
7.816448000000037,-8.346465
7.825554999999895,-8.66806875
7.835638000000017,-9.010056249999998
7.89329100000009,-8.953546249999999
7.9023010000000795,-8.795756249999998
7.91230500000006,-8.447117500000001
7.9213210000000345,-7.8669975
7.931512999999995,-7.151055
7.941632000000027,-6.3939825
7.999904000000015,-5.484039999999999
8.009346999999934,-4.57543125
8.018385999999964,-4.065388749999999
8.028078999999934,-3.5900925
8.037593999999899,-3.2012875000000003
8.0966370000001,-3.0812712500000004
8.105681000000004,-3.21634875
8.115702000000056,-3.4980687500000003
8.12538799999993,-4.06659
8.135262000000012,-4.6843575
8.145258999999896,-5.35585875
8.203261000000111,-6.2581825
8.212643000000071,-7.1683225
8.221727999999985,-7.85049125
8.230773,-8.41318125
8.241142000000082,-8.841809999999999
8.297892999999931,-8.92991125
8.308986000000004,-8.93081625
8.318453999999974,-8.71994125
8.328486999999996,-8.18082625
8.33766700000001,-7.57908
8.347888999999896,-7.04944625
