Time,Amplitude
4.833066999999801,-11.64376
4.841813999999886,-11.64372
4.850172999999813,-11.643880000000001
4.8589569999999185,-11.64388
4.8673379999997906,-11.64384
4.877943999999843,-11.6437
4.934081999999989,-10.746264
4.942820999999867,-9.969482000000001
4.951368999999886,-9.713482
4.960144999999784,-9.713482
4.968192999999928,-9.713462000000002
5.02595499999984,-10.610778000000002
5.034923999999819,-11.38738
5.043851999999788,-11.64338
5.051799999999957,-11.643360000000001
5.061368999999786,-11.643340000000002
5.070111999999881,-11.643320000000003
5.079915999999912,-11.64336
5.1364159999998265,-11.643320000000001
5.1452439999998205,-11.643220000000001
5.15365399999996,-11.643180000000003
5.162723999999798,-11.643260000000001
5.1715979999999035,-11.643180000000001
5.181001999999808,-11.643260000000001
5.23824599999989,-11.643360000000001
5.246871999999939,-11.64344
5.255762999999888,-11.64338
5.264678999999887,-11.64352
5.272699999999986,-11.28076
5.331478999999945,-10.848948
5.339644999999791,-9.711162
5.347614999999905,-8.313568
5.356771999999864,-7.196678000000001
5.36588699999993,-6.676386000000001
5.373938999999837,-6.553330000000001
5.383901999999807,-7.470116000000002
5.440846999999849,-8.867890000000001
5.4489209999999275,-9.984800000000002
5.458145999999942,-10.867972000000002
5.466405999999779,-11.423020000000001
5.4757689999999,-11.644060000000001
5.484651999999869,-11.643860000000002
5.5422399999999925,-11.643880000000003
5.55089699999985,-11.643740000000003
5.558842999999797,-11.64348
5.567644999999857,-11.643360000000001
5.576624999999922,-11.6434
5.5857129999999415,-11.643280000000003
5.643662999999833,-11.643220000000001
5.652384999999867,-11.643300000000002
5.661046999999826,-11.643340000000002
5.669677999999976,-11.6433
5.6788259999998445,-11.643300000000002
5.687540999999783,-11.64342
5.745216999999911,-10.186854
5.75391599999989,-8.744768
5.762252999999873,-7.128192
5.771868999999924,-5.313434
5.780008999999836,-3.341536
5.7891659999997955,-2.980064
5.84757599999989,-4.33201
5.8561449999999695,-5.9485660000000005
5.864779999999882,-7.763264000000001
5.872673999999961,-9.735242000000001
5.88167599999997,-11.553340000000002
5.890639999999848,-11.643640000000001
5.900601999999935,-11.64388
5.956967999999961,-11.644
5.965596999999889,-11.64396
5.9741059999998924,-11.643979999999999
5.981992999999875,-11.64394
5.99098099999992,-11.643880000000001
6.00129099999981,-11.643799999999999
6.057640999999876,-11.64376
6.0662319999999,-11.643720000000002
6.075057999999899,-11.643680000000002
6.083645999999817,-11.643680000000002
6.092423999999937,-11.643740000000001
6.101811999999882,-11.643640000000001
6.158971999999949,-11.64362
6.168002999999999,-11.295488
6.176746999999978,-10.154784000000001
6.185235999999804,-8.649716000000002
6.193926999999803,-6.92145
6.2031379999998535,-5.433974
6.260459999999966,-4.283406
6.269178999999895,-4.4046780000000005
6.278034999999818,-5.300470000000001
6.286522999999988,-6.4411380000000005
6.2951079999998,-7.181144
6.305994999999939,-8.532484
6.362474999999904,-9.551836
6.371529999999893,-10.161052000000002
6.37952899999982,-10.748770000000002
6.388541999999916,-11.49614
6.396480999999994,-11.643440000000002
6.407155999999986,-11.64348
6.464441999999963,-11.643540000000002
6.473317999999836,-11.643500000000001
6.482018999999809,-11.643620000000002
6.490954999999985,-11.643720000000002
6.499248999999963,-11.6437
6.509555999999975,-11.64372
6.565872999999783,-11.643880000000001
6.5746959999999035,-11.6439
6.5826549999999315,-11.643920000000001
6.592105999999831,-11.5288
