Time,Amplitude
5.08113800000001,-8.439702
5.09048400000006,-6.669326000000001
5.099269000000049,-4.998154
5.155517000000145,-4.6331880000000005
5.16469300000017,-5.380388000000001
5.172565000000077,-6.92206
5.182399000000032,-8.692356
5.190383000000111,-10.542888000000001
5.199052000000165,-11.264852
5.256544000000076,-11.643540000000002
5.264703000000054,-11.64342
5.273588000000018,-11.643420000000003
5.282564000000093,-11.643420000000003
5.292270000000144,-11.643400000000002
5.301273000000037,-11.64338
5.358067000000119,-11.6434
5.366651000000047,-11.6434
5.375328999999965,-11.64332
5.3837160000000495,-11.64324
5.3926470000001245,-11.6432
5.4018680000001496,-11.64324
5.411231000000043,-11.64332
5.467657000000145,-11.64338
5.476297000000159,-11.533919999999998
5.4847389999999905,-11.22412
5.49382700000001,-10.516486
5.502854999999954,-9.020244
5.5131300000000465,-7.300980000000001
5.570073000000093,-6.0496799999999995
5.578830000000153,-5.493208
5.587392000000136,-5.854552
5.596429000000171,-7.3509139999999995
5.605211000000054,-9.070238000000002
5.614762000000155,-10.431158000000002
5.671479999999974,-11.29751
5.680548000000044,-11.64384
5.689157000000023,-11.643660000000002
5.698276999999962,-11.643520000000002
5.707239999999956,-11.643400000000002
5.7167400000000725,-11.6433
5.772658000000092,-11.643279999999999
5.781807000000072,-11.64328
5.790582000000086,-11.64334
5.798565000000053,-11.6434
5.807289999999966,-11.64344
5.817647999999963,-11.64348
5.874123000000054,-11.64348
5.8825990000000274,-11.64354
5.890620000000126,-11.64354
5.899947999999995,-11.643559999999999
5.90896500000008,-11.6435
5.91817600000013,-11.64352
5.975986000000148,-10.392097999999999
5.984703000000081,-9.005454
5.993791000000101,-7.5011399999999995
6.002627000000075,-6.232522000000001
6.010870000000068,-4.8402460000000005
6.02108300000009,-4.6692599999999995
6.078224999999975,-6.055944
6.086684999999989,-7.560257999999999
6.095929999999953,-8.828816000000002
6.103914000000032,-10.221172000000001
6.113485000000082,-11.64366
6.122577999999976,-11.643780000000001
6.179493999999977,-11.643860000000002
6.188197000000173,-11.644000000000002
6.1968389999999545,-11.644
6.205986000000166,-11.643940000000002
